Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000372827	BMP8B	P34820
ENST00000649409	BMPER	Q8N8U9
ENST00000375483	BPIFB4	P59827
ENST00000349552	BPIFB6	Q8NFQ5
ENST00000375366	BTBD17	A6NE02
ENST00000643237	BTD	P43251
ENST00000374642	C1QA	P02745
ENST00000225698	C1QBP	Q07021
ENST00000374640	C1QC	P02747
ENST00000334221	C1QL4	Q86Z23
ENST00000330388	C1QTNF12	Q5T7M4
ENST00000302514	C1QTNF4	Q9BXJ3
ENST00000528368	C1QTNF5	Q9BXJ0
ENST00000332018	C1QTNF9	P0C862
ENST00000266542	C1RL	Q9NZP8
ENST00000360817	C1S	P09871
ENST00000299367	C2	P06681
ENST00000245907	C3	P01024
ENST00000340171	C3orf33	Q6P1S2
ENST00000435363	C4B	P0C0L5
ENST00000367070	C4BPA	P04003
ENST00000223642	C5	P01031
ENST00000337836	C6	P13671
ENST00000332290	C6orf120	Q7Z4R8
ENST00000259870	C6orf15	Q6UXA7
ENST00000313164	C7	P10643
ENST00000361249	C8A	P07357
ENST00000371237	C8B	P07358
ENST00000371634	C8G	P07360
ENST00000263408	C9	P02748
ENST00000257248	CBLIF	P27352
ENST00000269503	CBLN2	Q8IUK8
ENST00000439986	CCBE1	Q6UXH8
ENST00000255784	CCDC134	Q9H6E4
ENST00000571838	CCER2	I3L3R5
ENST00000305869	CCL11	P51671
ENST00000613922	CCL3	P10147
ENST00000615863	CCL4	P13236
ENST00000367976	CCN2	P29279
ENST00000368666	CCN6	O95389
ENST00000587331	CEACAM16	Q2WEN9
ENST00000372080	CEL	P19835
ENST00000293636	CELA1	Q9UNI1
ENST00000359621	CELA2A	P08217
ENST00000394685	CEMIP	Q8WUJ3
ENST00000290567	CES5A	Q6NT32
ENST00000200676	CETP	P11597
ENST00000425368	CFB	P00751
ENST00000259216	CFC1	P0CG37
ENST00000327726	CFD	P00746
ENST00000367429	CFH	P08603
ENST00000320493	CFHR1	Q03591
ENST00000367415	CFHR2	P36980
ENST00000367425	CFHR3	Q02985
ENST00000608469	CFHR4	Q92496
ENST00000256785	CFHR5	Q9BXR6
ENST00000394634	CFI	P05156
ENST00000396992	CFP	P27918
ENST00000357383	CGB3	P0DN86
ENST00000402394	CGREF1	Q99674
ENST00000255409	CHI3L1	P36222
ENST00000204604	CHRD	Q9H2X0
ENST00000372042	CHRDL1	Q9BU40
ENST00000254190	CHSY1	Q86X52
ENST00000261883	CILP	O75339
ENST00000541793	CLEC18C	Q8NCF0
ENST00000250378	CMA1	P23946
ENST00000518476	CNBD1	Q8NA66
ENST00000358821	CNDP1	Q96KN2
ENST00000331830	CNTN2	Q02246
ENST00000396618	COCH	O43405
ENST00000651968	COL10A1	Q03692
ENST00000370096	COL11A1	P12107
ENST00000322507	COL12A1	Q99715
ENST00000297848	COL14A1	Q05707
ENST00000375001	COL15A1	P39059
ENST00000373672	COL16A1	Q07092
ENST00000651438	COL18A1	P39060
ENST00000225964	COL1A1	P02452
ENST00000297268	COL1A2	P08123
ENST00000358894	COL20A1	Q9P218
ENST00000303045	COL22A1	Q8NFW1
ENST00000370571	COL24A1	Q17RW2
ENST00000313669	COL26A1	Q96A83
ENST00000356083	COL27A1	Q8IZC6
ENST00000399429	COL28A1	Q2UY09
ENST00000380518	COL2A1	P02458
ENST00000304636	COL3A1	P02461
ENST00000375820	COL4A1	P02462
ENST00000360467	COL4A2	P08572
ENST00000396578	COL4A3	Q01955
ENST00000396625	COL4A4	P53420
ENST00000328300	COL4A5	P29400
ENST00000334504	COL4A6	Q14031
ENST00000371817	COL5A1	P20908
ENST00000374866	COL5A2	P05997
ENST00000264828	COL5A3	P25940
ENST00000361866	COL6A1	P12109
ENST00000300527	COL6A2	P12110
ENST00000295550	COL6A3	P12111
ENST00000358511	COL6A6	A6NMZ7
ENST00000681320	COL7A1	Q02388
ENST00000397799	COL8A2	P25067
ENST00000357250	COL9A1	P20849
ENST00000372748	COL9A2	Q14055
ENST00000649368	COL9A3	Q14050
ENST00000332843	COLEC10	Q9Y6Z7
ENST00000349077	COLEC11	Q9BWP8
ENST00000383788	COLQ	Q9Y215
ENST00000222271	COMP	P49747
ENST00000241704	COPA	P53621
ENST00000264613	CP	P00450
ENST00000011292	CPA1	P15085
ENST00000222482	CPA4	Q9UI42
ENST00000297770	CPA6	Q8N4T0
ENST00000443236	CPAMD8	Q8IZJ3
ENST00000282957	CPB1	P15086
ENST00000323830	CPN2	P22792
ENST00000220763	CPQ	Q9Y646
ENST00000380605	CPXM1	Q96SM3
ENST00000360986	CPZ	Q66K79
ENST00000508064	CR1L	Q2VPA4
ENST00000263045	CRISP3	P54108
ENST00000392386	CRLF1	O75462
ENST00000370597	CRTAC1	Q9NQ79
ENST00000320954	CRTAP	O75718
ENST00000316193	CSH1	P0DML2
ENST00000246891	CSN1S1	P47710
ENST00000304749	CST1	P01037
ENST00000376925	CST3	P01034
ENST00000246012	CST8	O60676
ENST00000276241	CT55	Q8WUE5
ENST00000303037	CTRB2	Q6GPI1
ENST00000375949	CTRC	Q99895
ENST00000574481	CTRL	P40313
ENST00000236671	CTSD	P07339
ENST00000264888	CXCL9	Q07325
ENST00000317060	DAND5	Q8N907
ENST00000052754	DCN	P07585
ENST00000297435	DEFA4	P12838
ENST00000649637	DHH	O43323
ENST00000618403	DHRS11	Q6UWP2
ENST00000335125	DHRS4L2	Q6PKH6
ENST00000334651	DHRSX	Q8N5I4
ENST00000398000	DIPK2B	Q9H7Y0
ENST00000373970	DKK1	O94907
ENST00000220812	DKK4	Q9UBT3
ENST00000338354	DMBT1	Q9UGM3
ENST00000339686	DMKN	Q6E0U4
ENST00000339673	DMP1	Q13316
ENST00000246949	DNASE1	P24855
ENST00000320700	DNASE1L2	Q92874
ENST00000394549	DNASE1L3	Q13609
ENST00000360534	DPP4	P27487
ENST00000371579	DPP7	Q9UHL4
ENST00000294485	DRAXIN	Q8NBI3
ENST00000651931	DSPP	Q9NZW4
ENST00000221847	EBI3	Q14213
ENST00000369047	ECM1	Q16610
ENST00000344604	ECM2	O94769
ENST00000379375	EDN1	P05305
ENST00000337938	EDN3	P14138
ENST00000355426	EFEMP1	Q12805
ENST00000307998	EFEMP2	O95967
ENST00000361306	EGFL6	Q8IUX8
ENST00000263621	ELANE	P08246
ENST00000252034	ELN	P15502
ENST00000334018	EMID1	Q96A84
ENST00000380320	EMILIN1	Q9Y6C2
ENST00000254528	EMILIN2	Q9BXX0
ENST00000332312	EMILIN3	Q9NT22
ENST00000396073	ENAM	Q9NRM1
ENST00000357639	ENPP3	O14638
ENST00000334696	ENTPD5	O75356
ENST00000252723	EPO	P01588
ENST00000437043	ERAP2	Q6P179
ENST00000546354	ERFE	Q4G0M1
ENST00000503581	EYS	Q5T1H1
ENST00000375559	F10	P00742
ENST00000403665	F11	P03951
ENST00000253496	F12	P00748
ENST00000264870	F13A1	P00488
ENST00000367412	F13B	P05160
ENST00000311907	F2	P00734
ENST00000367797	F5	P12259
ENST00000346342	F7	P08709
ENST00000360256	F8	P00451
ENST00000218099	F9	P00740
ENST00000592554	FAM20A	Q96MK3
ENST00000313766	FAM20C	Q8IXL6
ENST00000188790	FAP	Q12884
ENST00000327858	FBLN1	P23142
ENST00000404922	FBLN2	P98095
ENST00000342058	FBLN5	Q9UBX5
ENST00000316623	FBN1	P35555
ENST00000262464	FBN2	P35556
ENST00000600128	FBN3	Q75N90
ENST00000270879	FCN3	O75636
ENST00000403106	FGA	P02671
ENST00000302068	FGB	P02675
ENST00000264664	FGF10	O15520
ENST00000359441	FGF17	O60258
ENST00000180166	FGF20	Q9NP95
ENST00000215530	FGF22	Q9HCT0
ENST00000237837	FGF23	Q9GZV9
ENST00000334134	FGF3	P11487
ENST00000228837	FGF6	P10767
ENST00000320185	FGF8	P55075
ENST00000382353	FGF9	P31371
ENST00000311575	FGFBP3	Q8TAT2
ENST00000336098	FGG	P02679
ENST00000427924	FGL1	Q08830
ENST00000354785	FN1	P02751
ENST00000297267	FNDC1	Q4ZHG4
ENST00000380880	FREM1	Q5H8C1
ENST00000329798	FREM3	P0C091
ENST00000256759	FST	P19883
ENST00000265342	FSTL4	Q6MZW2
ENST00000327773	GAS6	Q14393
ENST00000319863	GATD1	Q8NB37
ENST00000247005	GDF1	P27539
ENST00000580279	GDF10	P55107
ENST00000581492	GDF2	Q9UK05
ENST00000329913	GDF3	Q9NR23
ENST00000374369	GDF5	P43026
ENST00000287020	GDF6	Q6KF10
ENST00000272224	GDF7	Q7Z4P5
ENST00000687138	GDF9	O60383
ENST00000326524	GDNF	P39905
ENST00000248114	GFER	P55789
ENST00000323322	GH1	P01241
ENST00000373614	GHRH	P01286
ENST00000295759	GLB1L	Q6UWU2
ENST00000335449	GLDN	Q6ZMI3
ENST00000442111	GLT1D1	Q96MS3
ENST00000421054	GNRH1	P01148
ENST00000230036	GPLD1	P80108
ENST00000419783	GPX1	P07203
ENST00000388825	GPX3	P22352
ENST00000651154	GREM1	O60565
ENST00000318160	GREM2	Q9H772
ENST00000053867	GRN	P28799
ENST00000432226	GSN	P06396
ENST00000351270	HABP2	Q14520
ENST00000222304	HAMP	P81172
ENST00000222390	HGF	P14210
ENST00000382774	HGFAC	Q04756
ENST00000330710	HHIPL1	Q96JK4
ENST00000343410	HHIPL2	Q6UWX4
ENST00000271588	HMCN1	Q96RW7
ENST00000355906	HP	P00738
ENST00000540303	HPR	P00739
ENST00000370552	HPSE2	Q8WWQ2
ENST00000232003	HRG	P04196
ENST00000374695	HSPG2	P98160
ENST00000368984	HTRA1	Q92743
ENST00000395144	HYAL1	Q12794
ENST00000336307	HYAL3	O43820
ENST00000226284	IBSP	P21815
ENST00000265986	IDE	P14735
ENST00000413767	IFNA17	P01571
ENST00000229135	IFNG	P01579
ENST00000331982	IFNL2	Q8IZJ0
ENST00000413851	IFNL3	Q8IZI9
ENST00000337514	IGF1	P05019
ENST00000613132	IGFBP3	P17936
ENST00000301464	IGFBP6	P24592
ENST00000295666	IGFBP7	Q16270
ENST00000333305	IGIP	A6NJ69
ENST00000330377	IGLL1	P15814
ENST00000282466	IGSF10	Q6WRI0
ENST00000295731	IHH	Q14623
ENST00000423557	IL10	P22301
ENST00000264563	IL11	P20809
ENST00000231228	IL12B	P29460
ENST00000683961	IL16	Q14005
ENST00000244241	IL17C	Q9P0M4
ENST00000336123	IL17F	Q96PD4
ENST00000280357	IL18	Q14116
ENST00000393703	IL18BP	O95998
ENST00000263341	IL1B	P01584
ENST00000409930	IL1RN	P18510
ENST00000648588	IL21	Q9HBE4
ENST00000228534	IL23A	Q9NPF7
ENST00000259211	IL36A	Q9UHA7
ENST00000393200	IL36RN	Q9UBH0
ENST00000391826	IL4I1	Q96RQ9
ENST00000263851	IL7	P13232
ENST00000369950	IMPG1	Q17R60
ENST00000243786	INHA	P05111
ENST00000242208	INHBA	P08476
ENST00000381330	INS	P01308
ENST00000317306	INSL3	P51460
ENST00000649529	ISG15	P05161
ENST00000249842	ISLR	O14498
ENST00000273283	ITIH1	P19827
ENST00000449956	ITIH3	Q06033
ENST00000218436	ITIH6	Q6UXX5
ENST00000266719	KERA	O60938
ENST00000367194	KISS1	Q15726
ENST00000310157	KLK6	Q92876
ENST00000264690	KLKB1	P03952
ENST00000644859	KNG1	P01042
ENST00000269576	KRT10	P13645
ENST00000389658	LAMA1	P25391
ENST00000421865	LAMA2	P24043
ENST00000313654	LAMA3	Q16787
ENST00000252999	LAMA5	O15230
ENST00000222399	LAMB1	P07942
ENST00000305544	LAMB2	P55268
ENST00000356082	LAMB3	Q13751
ENST00000388781	LAMB4	A4D0S4
ENST00000258341	LAMC1	P11047
ENST00000264144	LAMC2	Q13753
ENST00000361069	LAMC3	Q9Y6N6
ENST00000264005	LCAT	P04180
ENST00000341206	LCN6	P62502
ENST00000272134	LEFTY1	O75610
ENST00000366820	LEFTY2	O00292
ENST00000308868	LEP	P41159
ENST00000371418	LGI1	O95970
ENST00000306317	LGI3	Q8N145
ENST00000310123	LGI4	Q8N135
ENST00000649238	LHB	P01229
ENST00000249075	LIF	P15018
ENST00000299022	LIPC	P11150
ENST00000261292	LIPG	Q9Y5X9
ENST00000681601	LIPI	Q6XZB0
ENST00000404459	LIPN	Q5VXI9
ENST00000231004	LOX	P28300
ENST00000261921	LOXL1	Q08397
ENST00000389131	LOXL2	Q9Y4K0
ENST00000264094	LOXL3	P58215
ENST00000316300	LPA	P08519
ENST00000650287	LPL	P06858
ENST00000339431	LRRC17	Q8N6Y2
ENST00000404816	LTBP1	Q14766
ENST00000261978	LTBP2	Q14767
ENST00000301873	LTBP3	Q9NS15
ENST00000396819	LTBP4	Q8N2S1
ENST00000231751	LTF	P02788
ENST00000266718	LUM	P51884
ENST00000375864	LY6G5B	Q8NDX9
ENST00000261267	LYZ	P61626
ENST00000377182	MAMDC2	Q7Z304
ENST00000285599	MAN2B2	Q9Y2E5
ENST00000296280	MASP1	P48740
ENST00000400897	MASP2	O00187
ENST00000254898	MATN2	O00339
ENST00000407540	MATN3	O15232
ENST00000674931	MBL2	P11226
ENST00000356575	MEGF6	O75095
ENST00000361056	MEPE	Q9NQ76
ENST00000375535	MFAP2	P55001
ENST00000359478	MFAP5	Q13361
ENST00000268150	MFGE8	Q08431
ENST00000539261	MGP	P08493
ENST00000315274	MMP1	P03956
ENST00000215743	MMP11	P24347
ENST00000260302	MMP13	P45452
ENST00000360564	MMP17	Q9ULZ9
ENST00000219070	MMP2	P08253
ENST00000260228	MMP20	O60882
ENST00000368808	MMP21	Q8N119
ENST00000336577	MMP25	Q9NPA2
ENST00000372330	MMP9	P14780
ENST00000264790	MMRN1	Q13201
ENST00000372027	MMRN2	Q9H8L6
ENST00000260950	MSTN	O14793
ENST00000447234	MUC20	Q8N307
ENST00000529681	MUC5B	Q9HC84
ENST00000421673	MUC6	Q6W4X9
ENST00000304887	MUC7	Q8TAX7
ENST00000217939	MXRA5	Q9NR99
ENST00000037502	MYOC	Q99972
ENST00000253719	NAPSA	O96009
ENST00000368235	NAXE	Q8NCW5
ENST00000252575	NCAN	O14594
ENST00000379692	NDNF	Q8TB73
ENST00000642620	NDP	Q00604
ENST00000357134	NELL1	Q92832
ENST00000369512	NGF	P01138
ENST00000264187	NID1	P14543
ENST00000216286	NID2	Q14112
ENST00000264218	NMU	P48645
ENST00000287139	NODAL	Q96S42
ENST00000332822	NOG	Q13253
ENST00000362074	NOTCH2NLA	Q7Z3S9
ENST00000555619	NPC2	P61916
ENST00000379987	NPNT	Q6UXI9
ENST00000376480	NPPA	P01160
ENST00000376468	NPPB	P16860
ENST00000306773	NPTX1	Q15818
ENST00000339176	NRN1L	Q496H8
ENST00000173229	NTN1	O95631
ENST00000293973	NTN3	O00634
ENST00000343702	NTN4	Q9HB63
ENST00000270235	NTN5	Q8WTR8
ENST00000256010	NTS	P30990
ENST00000529010	NUCB2	P80303
ENST00000328741	NXPH3	O95157
ENST00000372034	OBP2B	Q9NPH6
ENST00000334011	OIT3	Q8WWZ8
ENST00000371793	OLFM1	Q99784
ENST00000219022	OLFM4	Q6UX06
ENST00000329293	OLFML1	Q6UWY5
ENST00000294794	OLFML2B	Q68BL8
ENST00000399575	OPRPN	Q99935
ENST00000646100	OTOA	Q7RTW8
ENST00000547103	OTOGL	Q3ZCN5
ENST00000319460	OTOS	Q8NHW6
ENST00000369732	OVGP1	Q12889
ENST00000644200	PAPLN	O95428
ENST00000328252	PAPPA	Q13219
ENST00000311106	PCSK1	P29120
ENST00000218230	PCSK1N	Q9UHG2
ENST00000262545	PCSK2	P16519
ENST00000302118	PCSK9	Q8NBP7
ENST00000331163	PDGFB	P01127
ENST00000251630	PDGFRL	Q15198
ENST00000217305	PDYN	P01213
ENST00000325558	PGA3	P0DJD8
ENST00000373025	PGC	P20142
ENST00000008938	PGLYRP1	O75594
ENST00000683862	PGLYRP3	Q96LB9
ENST00000326291	PIBF1	Q8WXW3
ENST00000291009	PIP	P12273
ENST00000294964	PKDCC	Q504Y2
ENST00000373032	PLA2G12B	Q9BX93
ENST00000482011	PLA2G2A	P14555
ENST00000679259	PLA2G2C	Q5R387
ENST00000375108	PLA2G5	P39877
ENST00000274793	PLA2G7	Q13093
ENST00000359237	PLAC1	Q9HBJ0
ENST00000372263	PLAC9	Q5JTB6
ENST00000220809	PLAT	P00750
ENST00000372764	PLAU	P00749
ENST00000308192	PLG	P00747
ENST00000223127	PLOD3	O60568
ENST00000372431	PLTP	P55058
ENST00000369221	PNLIP	P16233
ENST00000312553	PODN	Q7Z5L7
ENST00000395826	POMC	P01189
ENST00000222381	PON1	P27169
ENST00000379747	POSTN	Q15063
ENST00000300026	PPIB	P23284
ENST00000389362	PRB2	P02812
ENST00000445192	PRG4	Q92954
ENST00000234071	PROC	P04070
ENST00000295619	PROK2	Q9HC23
ENST00000394236	PROS1	P07225
ENST00000375547	PROZ	P22891
ENST00000344526	PRR27	Q6MZM9
ENST00000311737	PRSS1	P07477
ENST00000296498	PRSS12	P56730
ENST00000230582	PRSS16	Q9NQE7
ENST00000280258	PRSS23	O95084
ENST00000379405	PRSS3	P35030
ENST00000268281	PRSS36	Q5K4E3
ENST00000280606	PRSS53	Q2L4Q9
ENST00000436291	PSG1	P11464
ENST00000406487	PSG2	P11465
ENST00000327495	PSG3	Q16557
ENST00000405312	PSG4	Q00888
ENST00000187910	PSG6	Q00889
ENST00000282091	PTH	P01270
ENST00000545234	PTHLH	P12272
ENST00000261336	PZP	P20742
ENST00000338415	QPCT	Q16769
ENST00000584701	RBP3	P10745
ENST00000371464	RBP4	P02753
ENST00000272324	REG3G	Q6UW15
ENST00000428762	RELN	P78509
ENST00000272190	REN	P00797
ENST00000329082	RGMA	Q96B86
ENST00000223862	RLN1	P04808
ENST00000508775	RNASET2	O00584
ENST00000295640	RNPEP	Q9H4A4
ENST00000379984	RS1	O15537
ENST00000356545	RSPO1	Q2MKA7
ENST00000276659	RSPO2	Q6UXX9
ENST00000217260	RSPO4	Q2I0M5
ENST00000256733	SAA2	P0DJI9
ENST00000220478	SCG3	Q8WXD2
ENST00000262288	SCPEP1	Q9HB40
ENST00000360835	SCUBE1	Q8IWY4
ENST00000274938	SCUBE3	Q8IX30
ENST00000265362	SEMA3A	Q14563
ENST00000284136	SEMA3D	O95025
ENST00000643230	SEMA3E	O15041
ENST00000002829	SEMA3F	Q13275
ENST00000372781	SEMG1	P04279
ENST00000372769	SEMG2	Q02383
ENST00000393087	SERPINA1	P01009
ENST00000677451	SERPINA12	Q8IW75
ENST00000393078	SERPINA3	P01011
ENST00000341584	SERPINA6	P08185
ENST00000372563	SERPINA7	P05543
ENST00000674397	SERPINA9	Q86WD7
ENST00000367698	SERPINC1	P01008
ENST00000215727	SERPIND1	P05546
ENST00000223095	SERPINE1	P05121
ENST00000254722	SERPINF1	P36955
ENST00000453066	SERPINF2	P08697
ENST00000278407	SERPING1	P05155
ENST00000446050	SERPINI1	Q99574
ENST00000398636	SFTPA1	Q8IWL2
ENST00000372325	SFTPA2	Q8IWL1
ENST00000519937	SFTPB	P07988
ENST00000380450	SHBG	P04278
ENST00000266058	SLIT1	O75093
ENST00000519560	SLIT3	O75094
ENST00000246515	SLURP1	P55000
ENST00000361956	SMOC1	Q9H4F8
ENST00000356284	SMOC2	Q9H3U7
ENST00000342245	SMPD1	P17405
ENST00000373894	SMPDL3B	Q92485
ENST00000310397	SNED1	Q8TER0
ENST00000301691	SOST	Q9BQB4
ENST00000307068	SOSTDC1	Q6X4U4
ENST00000283550	SPACA7	Q96KW9
ENST00000231061	SPARC	P09486
ENST00000006658	SPATA20	Q8TB22
ENST00000296695	SPINK1	P00995
ENST00000256084	SPINK5	Q9NQ38
ENST00000394945	SPOCK1	Q08629
ENST00000168148	SPP2	Q13103
ENST00000242465	SRGN	P10124
ENST00000378533	SRPX	P78539
ENST00000373004	SRPX2	O60687
ENST00000389623	SSC5D	A1L4H1
ENST00000169298	ST6GAL1	P15907
ENST00000265087	STC2	O76061
ENST00000458521	TAC3	Q9UHF0
ENST00000361886	TAFA3	Q7Z5A8
ENST00000257264	TCN1	P20061
ENST00000215838	TCN2	P20062
ENST00000402696	TF	P02787
ENST00000222543	TFPI2	P48307
ENST00000220616	TG	P01266
ENST00000221930	TGFB1	P01137
ENST00000366930	TGFB2	P61812
ENST00000238682	TGFB3	P10600
ENST00000442011	TGFBI	Q15582
ENST00000361475	TGM2	P21980
ENST00000260356	THBS1	P07996
ENST00000617924	THBS2	P35442
ENST00000368378	THBS3	P49746
ENST00000647395	THPO	P40225
ENST00000261862	THSD4	Q6ZMP0
ENST00000218388	TIMP1	P01033
ENST00000266085	TIMP3	P35625
ENST00000259782	TINAG	Q9UJW2
ENST00000271064	TINAGL1	Q9GZM7
ENST00000061240	TLL1	O43897
ENST00000357947	TLL2	Q9Y6L7
ENST00000350763	TNC	P24821
ENST00000243347	TNFAIP6	P98066
ENST00000297350	TNFRSF11B	O00300
ENST00000369996	TNFRSF6B	O95407
ENST00000293825	TNFSF12	O43508
ENST00000338784	TNFSF13	O75888
ENST00000239462	TNN	Q9UQP3
ENST00000367674	TNR	Q92752
ENST00000644971	TNXB	P22105
ENST00000373284	TOR2A	Q5JU69
ENST00000338844	TPSAB1	Q15661
ENST00000606293	TPSB2	P20231
ENST00000302649	TRH	P20396
ENST00000256592	TSHB	P01222
ENST00000333090	TSKU	Q8WUA8
ENST00000323084	TSPEAR	Q8WU66
ENST00000237014	TTR	P02766
ENST00000368849	TUFT1	Q9NNX1
ENST00000517399	VASH2	Q86V25
ENST00000265077	VCAN	P13611
ENST00000672860	VEGFA	P15692
ENST00000618562	VEGFC	P49767
ENST00000297904	VEGFD	O43915
ENST00000249330	VGF	O15240
ENST00000379242	VIT	Q6UXI7
ENST00000226218	VTN	P04004
ENST00000476993	VWA1	Q6PCB0
ENST00000392982	VWA2	Q5GFL6
ENST00000389398	VWA3A	A6NCI4
ENST00000289815	VWA5B1	Q5TIE3
ENST00000375688	VWA7	Q9Y334
ENST00000275358	VWDE	Q8N2E2
ENST00000261405	VWF	P04275
ENST00000372676	WFDC2	Q14508
ENST00000243938	WFDC3	Q8IUB2
ENST00000319070	WFIKKN1	Q96NZ8
ENST00000286574	WIF1	Q9Y5W5
ENST00000293549	WNT1	P04628
ENST00000301061	WNT10B	O00744
ENST00000322563	WNT11	O96014
ENST00000265441	WNT2	P09544
ENST00000225512	WNT3	P56703
ENST00000264634	WNT5A	P41221
ENST00000397196	WNT5B	Q9H1J7
ENST00000233948	WNT6	Q9Y6F9
ENST00000285018	WNT7A	O00755
ENST00000339464	WNT7B	P56706
ENST00000343737	WNT8B	Q93098
ENST00000272164	WNT9A	O14904
ENST00000290015	WNT9B	O14905
ENST00000261381	XYLT1	Q86Y38
ENST00000017003	XYLT2	Q9H1B5
ENST00000400752	ZG16	O60844
ENST00000046087	ZPBP	Q9BS86
