Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000335327	WASF3	Q9UPY6
ENST00000025301	AKAP11	Q9UKA4
ENST00000377818	MZT1	Q08AG7
ENST00000352251	PROSER1	Q86XN7
ENST00000298738	ERICH6B	Q5W0A0
ENST00000290299	ATP5PO	P48047
ENST00000390667	BORA	Q6PGQ7
ENST00000291700	S100B	P04271
ENST00000377844	KLHL1	Q9NR64
ENST00000286800	BACH1	O14867
ENST00000239882	ELF1	P32519
ENST00000360938	ETS2	P15036
ENST00000349847	SCEL	O95171
ENST00000377930	PRR20B	P86481
ENST00000381554	CRYZL1	O95825
ENST00000377636	TBC1D4	O60343
ENST00000303775	N6AMT1	Q9Y5N5
ENST00000452123	PRR20D	P86480
ENST00000434815	PRR20E	P86478
ENST00000239878	UFM1	P61960
ENST00000377687	KLF5	Q13887
ENST00000310521	CBY2	Q8NA61
ENST00000380486	C2CD2	Q9Y426
ENST00000310826	ZBTB21	Q9ULJ3
ENST00000290349	CBR1	P16152
ENST00000290354	CBR3	O75828
ENST00000380071	RFC3	P40938
ENST00000377208	POU4F1	Q01851
ENST00000290155	CFAP298	P57076
ENST00000382108	SPATA13	Q96N96
ENST00000269159	IMPA2	O14732
ENST00000578921	RAB31	Q13636
ENST00000377931	PRR20A	P86496
ENST00000300258	TCP10L	Q8TDR4
ENST00000348354	BTG3	Q14201
ENST00000332859	SUMO3	P55854
ENST00000352957	MRPL39	Q9NYK5
ENST00000651721	IPO5	O00410
ENST00000314574	YES1	P07947
ENST00000400566	SAMSN1	Q9NSI8
ENST00000359358	KLHL14	Q9P2G3
ENST00000290399	SIM2	Q14190
ENST00000329553	RIPPLY3	P57055
ENST00000340648	RRP1B	Q14684
ENST00000318388	NDUFV2	P19404
ENST00000291565	PDXK	O00764
ENST00000400324	DIAPH3	Q9NSV4
ENST00000497547	RRP1	P56182
ENST00000379487	WBP4	O75554
ENST00000291574	TRAPPC10	P48553
ENST00000379561	FOXO1	Q12778
ENST00000291576	PWP2	Q15269
ENST00000349995	COG3	Q96JB2
ENST00000420428	CELF4	Q9BZC1
ENST00000434239	AKAIN1	P0CW23
ENST00000383432	RALBP1	Q15311
ENST00000251108	CDADC1	Q9BWV3
ENST00000647188	DYRK1A	Q13627
ENST00000415083	SS18	Q15532
ENST00000377767	DIS3	Q9Y2L1
ENST00000359963	CCT8L2	Q96SF2
ENST00000455146	COG6	Q9Y2V7
ENST00000262126	ANKRD12	Q6UB98
ENST00000544357	PRR20C	P86479
ENST00000398548	PRDM15	P57071
ENST00000285116	SKA1	Q96BD8
ENST00000291547	PKNOX1	P55347
ENST00000399022	RPRD1A	Q96P16
ENST00000263205	MED15	Q96RN5
ENST00000326695	RIT2	Q99578
ENST00000330949	SOX1	O00570
ENST00000398165	CBS	P35520
ENST00000291554	CRYAA	P02489
ENST00000336726	HORMAD2	Q8N7B1
ENST00000327155	RBBP8	Q99708
ENST00000375856	IRS2	Q9Y4H2
ENST00000291552	U2AF1	Q01081
ENST00000248899	NCF4	Q15080
ENST00000267339	ANKRD10	Q9NXR5
ENST00000400384	MAPK4	P31152
ENST00000332131	SETD4	Q9NVD3
ENST00000591504	CCDC68	Q9H2F9
ENST00000376285	PCCA	P05165
ENST00000262094	RAB27B	O00194
ENST00000404699	ISX	Q2M1V0
ENST00000325157	ENTHD1	Q8IYW4
ENST00000217515	TXNL1	O43396
ENST00000216133	CBX7	O95931
ENST00000261965	TUBGCP3	Q96CW5
ENST00000216180	PNPLA3	Q9NST1
ENST00000256413	CTIF	O43310
ENST00000335678	GRK1	Q15835
ENST00000267291	RNF113B	Q8IZP6
ENST00000282003	OBI1	Q5W0B1
ENST00000269209	GAREM1	Q9H706
ENST00000380680	UBL3	O95164
ENST00000262726	EFCAB6	Q5THR3
ENST00000303142	SHLD1	Q8IYI0
ENST00000590800	ZBTB7C	A1YPR0
ENST00000334534	SLX4IP	Q5VYV7
ENST00000377142	NKX2-2	O95096
ENST00000585477	BOD1L2	Q8IYS8
ENST00000381941	FAM110A	Q9BQ89
ENST00000290130	MIS18A	Q9NYP9
ENST00000419743	FBXO15	Q8NCQ5
ENST00000310227	INSM1	Q01101
ENST00000337137	TBC1D22A	Q8WUA7
ENST00000319562	FARP1	Q9Y4F1
ENST00000398208	WDR4	P57081
ENST00000216268	ZBED4	O75132
ENST00000313851	FAM216B	Q8N7L0
ENST00000354250	NDUFV3	P56181
ENST00000378226	BTBD3	Q9Y2F9
ENST00000351817	NKX2-4	Q9H2Z4
ENST00000400075	GABPA	Q06546
ENST00000349499	CLIC6	Q96NY7
ENST00000334295	TPGS2	Q68CL5
ENST00000216146	RPL3	P39023
ENST00000278772	ZNF343	Q6P1L6
ENST00000312942	KCNRG	Q8N5I3
ENST00000454366	GTSE1	Q9NYZ3
ENST00000377191	XRN2	Q9H0D6
ENST00000322475	FAM124A	Q86V42
ENST00000533490	ZAR1L	A6NP61
ENST00000246071	SNRPB2	P08579
ENST00000674351	SYNJ1	O43426
ENST00000380130	N4BP2L1	Q5TBK1
ENST00000350028	SAMM50	Q9Y512
ENST00000379800	CSNK1A1L	Q8N752
ENST00000255476	RFXAP	O00287
ENST00000400577	RBM11	P57052
ENST00000285667	HSPA13	P48723
ENST00000381031	TTC38	Q5R3I4
ENST00000377873	BFSP1	Q12934
ENST00000331573	PSMG1	O95456
ENST00000335694	GGTLC1	Q9BX51
ENST00000246069	DSTN	P60981
ENST00000644935	TRIOBP	Q9H2D6
ENST00000262719	PHLPP1	O60346
ENST00000381482	STK35	Q8TDR2
ENST00000246104	SCRT2	Q9NQ03
ENST00000360612	PIM3	Q86V86
ENST00000413817	DENND6B	Q8NEG7
ENST00000342449	BRWD1	Q9NSI6
ENST00000359003	NCOA6	Q14686
ENST00000592875	C18orf21	Q32NC0
ENST00000216264	CERK	Q8TCT0
ENST00000323076	LCP1	P13796
ENST00000400405	SIAH3	Q8IW03
ENST00000651870	ZBTB14	O43829
ENST00000380749	HMGN1	P05114
ENST00000361524	ZNF521	Q96K83
ENST00000612753	PPP6R2	O75170
ENST00000284202	IMPACT	Q9P2X3
ENST00000341255	RTL6	Q6ICC9
ENST00000417718	PVALB	P20472
ENST00000376032	TEX30	Q5JUR7
ENST00000328619	PCP4	P48539
ENST00000257336	BIVM	Q86UB2
ENST00000355994	MBP	P02686
ENST00000443721	MPPED1	O15442
ENST00000258662	NUDT15	Q9NV35
ENST00000258648	MED4	Q9NPJ6
ENST00000332512	RIPK4	P57078
ENST00000337743	TASP1	Q9H6P5
ENST00000215941	ANKRD54	Q6NXT1
ENST00000438737	RBM26	Q5T8P6
ENST00000443185	ZNF516	Q92618
ENST00000299824	PPP1R16B	Q96T49
ENST00000337343	DGKH	Q86XP1
ENST00000249007	RFPL3	O75679
ENST00000216038	RTCB	Q9Y3I0
ENST00000252011	DHX35	Q9H5Z1
ENST00000248975	YWHAH	Q04917
ENST00000646932	SUCLA2	Q9P2R7
ENST00000215917	SRRD	Q9UH36
ENST00000341197	TOX2	Q96NM4
ENST00000407690	TFIP11	Q9UBB9
ENST00000319294	UBASH3A	P57075
ENST00000378720	ESD	P10768
ENST00000291536	RSPH1	Q8WYR4
ENST00000647684	CRYBB1	P53674
ENST00000354760	CRYBA4	P53673
ENST00000377881	TDRD3	Q9H7E2
ENST00000327619	EYA2	O00167
ENST00000358232	ELP2	Q6IA86
ENST00000438666	SPART	Q8N0X7
ENST00000390665	PPP2R3B	Q9Y5P8
ENST00000539966	STK24	Q9Y6E0
ENST00000217740	RNF125	Q96EQ8
ENST00000262848	PRKX	P51817
ENST00000317103	VCX2	Q9H322
ENST00000344532	RCBTB2	O95199
ENST00000290246	ELMO2	Q96JJ3
ENST00000314328	SPECC1L	Q69YQ0
ENST00000351808	IFT88	Q13099
ENST00000381241	ASMT	P46597
ENST00000429979	RUBCNL	Q9H714
ENST00000619850	FAM83D	Q9H4H8
ENST00000326010	UPB1	Q9UBR1
ENST00000215829	SNRPD3	P62318
ENST00000380913	SHROOM2	Q13796
ENST00000318753	LRRC75B	Q2VPJ9
ENST00000707626	MROH5	Q6ZUA9
ENST00000671703	CASP8AP2	Q9UKL3
ENST00000381317	ASMTL	O95671
ENST00000327220	FAM9B	Q8IZU0
ENST00000267328	RAB20	Q9NX57
ENST00000291539	PDE9A	O76083
ENST00000380762	HCCS	P53701
ENST00000257347	CARS2	Q9HA77
ENST00000381003	FAM9A	Q8IZU1
ENST00000215832	MAPK1	P28482
ENST00000379485	KBTBD6	Q86V97
ENST00000379483	KBTBD7	Q8WVZ9
ENST00000379480	MTRF1	O75570
ENST00000371998	NCOA3	Q9Y6Q9
ENST00000380033	BEND2	Q8NDZ0
ENST00000379406	NAA16	Q6N069
ENST00000379499	KLHL34	Q8N239
ENST00000313871	AKAP17A	Q02040
ENST00000379359	RGCC	Q9H4X1
ENST00000379494	SMPX	Q9UHP9
ENST00000401950	MTMR3	Q13615
ENST00000379310	VWA8	A3KMH1
ENST00000539517	NOVA1	P51513
ENST00000261326	MOCOS	Q96EN8
ENST00000245304	RAP2A	P10114
ENST00000291560	HSF2BP	O75031
ENST00000371941	PREX1	Q8TCU6
ENST00000599962	H2BC12L	P57053
ENST00000281081	NUBPL	Q8TB37
ENST00000628202	DNMT3L	Q9UJW3
ENST00000291582	AIRE	O43918
ENST00000335473	MYO18B	Q8IUG5
ENST00000362031	SNX6	Q9UNH7
ENST00000324262	CNDP2	Q96KP4
ENST00000380554	AKR1C3	P42330
ENST00000246194	RALY	Q9UKM9
ENST00000610343	ZMYM2	Q9UBW7
ENST00000381750	RCL1	Q9Y2P8
ENST00000380419	TUBAL3	A6NHL2
ENST00000349048	PFKL	P17858
ENST00000381312	ADARB2	Q9NS39
ENST00000524240	GFRA2	O00451
ENST00000339818	CFAP410	O43822
ENST00000382758	EEF1AKMT1	Q8WVE0
ENST00000382592	LATS2	Q9NRM7
ENST00000614055	GOLGA6L1	Q8N7Z2
ENST00000380647	CNTLN	Q9NXG0
ENST00000497571	KLF6	Q99612
ENST00000325870	DMRTA1	Q5VZB9
ENST00000445930	PSMC6	P62333
ENST00000382713	DOK6	Q6PKX4
ENST00000400375	KRTAP10-1	P60331
ENST00000391621	KRTAP10-2	P60368
ENST00000391620	KRTAP10-3	P60369
ENST00000400372	KRTAP10-5	P60370
ENST00000400368	KRTAP10-6	P60371
ENST00000609664	KRTAP10-7	P60409
ENST00000334662	KRTAP10-8	P60410
ENST00000380095	KRTAP10-10	P60014
ENST00000334670	KRTAP10-11	P60412
ENST00000391618	KRTAP12-4	P60329
ENST00000397641	MORC2	Q9Y6X9
ENST00000397907	KRTAP12-3	P60328
ENST00000360770	KRTAP12-2	P59991
ENST00000391617	KRTAP12-1	P59990
ENST00000380502	HAUS6	Q7Z4H7
ENST00000361272	CNOT7	Q9UIV1
ENST00000356708	ATP5F1C	P36542
ENST00000381884	CENPJ	Q9HC77
ENST00000379510	CNKSR2	Q8WXI2
ENST00000345496	UBE2G2	P60604
ENST00000280020	KIAA1328	Q86T90
ENST00000619213	GOLGA6L6	A8MZA4
ENST00000317216	EGR3	Q06889
ENST00000397149	SMU1	Q2TAY7
ENST00000331444	DGCR6	Q14129
ENST00000370996	PPP1R3D	O95685
ENST00000297875	SYTL5	Q8TDW5
ENST00000371419	PFDN4	Q9NQP4
ENST00000520164	EBF2	Q9HAK2
ENST00000412172	PPP4R3C	Q6ZMV5
ENST00000370873	PSMA7	O14818
ENST00000645694	SIX1	Q15475
ENST00000262109	ERICH1	Q86X53
ENST00000323013	RRP7A	Q9Y3A4
ENST00000355341	ZFYVE19	Q96K21
ENST00000216068	DNAL4	O96015
ENST00000333039	NPTXR	O95502
ENST00000324849	VPS37A	Q8NEZ2
ENST00000380733	PSIP1	O75475
ENST00000407418	CBX6	O95503
ENST00000349485	POFUT2	Q9Y2G5
ENST00000354670	BMF	Q96LC9
ENST00000379562	KIN	O60870
ENST00000300605	HDHD2	Q9H0R4
ENST00000333467	APOBEC3B	Q9UH17
ENST00000305364	TRIM35	Q9UPQ4
ENST00000356189	ACBD7	Q8N6N7
ENST00000542859	FRY	Q5TBA9
ENST00000361441	APOBEC3C	Q9NRW3
ENST00000337537	PPP2R5E	Q16537
ENST00000378197	RPP38	P78345
ENST00000360128	MAK16	Q9BXY0
ENST00000425639	SKOR2	Q2VWA4
ENST00000308521	APOBEC3F	Q8IUX4
ENST00000407997	APOBEC3G	Q9HC16
ENST00000354586	STYX	Q8WUJ0
ENST00000315596	PDS5B	Q9NTI5
ENST00000247194	L3HYPDH	Q96EM0
ENST00000681687	PCBP3	P57721
ENST00000216160	TAB1	Q15750
ENST00000343820	TGIF1	Q15583
ENST00000454856	POTEB2	H3BUK9
ENST00000287701	HMBOX1	Q6NT76
ENST00000341184	MGAT3	Q09327
ENST00000521776	UTP14C	Q5TAP6
ENST00000321731	C14orf39	Q8N1H7
ENST00000256538	DPH6	Q7L8W6
ENST00000344320	C15orf62	A8K5M9
ENST00000327720	SIX6	O95475
ENST00000327671	FUT10	Q6P4F1
ENST00000216513	SIX4	Q9UIU6
ENST00000269142	TAF4B	Q92750
ENST00000334678	RPS19BP1	Q86WX3
ENST00000316660	PMAIP1	Q13794
ENST00000311234	INTS6	Q9UL03
ENST00000616417	FMN1	Q68DA7
ENST00000395076	PPM1A	P35813
ENST00000377833	CUBN	O60494
ENST00000379817	APTX	Q7Z2E3
ENST00000537690	CCDC175	P0C221
ENST00000242819	CCDC70	Q6NSX1
ENST00000252998	RBBP8NL	Q8NC74
ENST00000253413	ATP6V1E1	P36543
ENST00000612955	MTUS2	Q5JR59
ENST00000557185	DHRS7	Q9Y394
ENST00000377799	TRDMT1	O14717
ENST00000380701	CCDC171	Q6TFL3
ENST00000266069	GID8	Q9NWU2
ENST00000398598	MX1	P20591
ENST00000381588	RNF6	Q9Y252
ENST00000330714	MX2	P20592
ENST00000277632	MINDY3	Q9H8M7
ENST00000380607	SH3GL2	Q99962
ENST00000319264	LURAP1L	Q8IV03
ENST00000288350	LCA5L	O95447
ENST00000267868	RAD51	Q06609
ENST00000380843	IDH3B	O43837
ENST00000298032	ARMC3	Q5W041
ENST00000379540	NFX1	Q12986
ENST00000261245	MNAT1	P51948
ENST00000599174	CCDC177	Q9NQR7
ENST00000519973	SLC25A37	Q9NYZ2
ENST00000299957	GOLM2	Q6P4E1
ENST00000451717	RAI2	Q9Y5P3
ENST00000382292	SACS	Q9NZJ4
ENST00000406189	MEX3C	Q5U5Q3
ENST00000374980	EIF2S2	P20042
ENST00000284971	ATP5PF	P18859
ENST00000340356	SOX18	P35713
ENST00000377474	KCTD12	Q96CX2
ENST00000291672	SPATC1L	Q9H0A9
ENST00000376573	PIP4K2A	P48426
ENST00000397312	ELAVL2	Q12926
ENST00000358377	DCAF4	Q8WV16
ENST00000276440	DOCK5	Q9H7D0
ENST00000377453	CLN5	O75503
ENST00000332408	SHC4	Q6S5L8
ENST00000355619	FBXL3	Q9UKT7
ENST00000359276	CTPS2	Q9NRF8
ENST00000318158	GRHPR	Q9UBQ7
ENST00000380200	S100G	P29377
ENST00000341016	H2AP	O75409
ENST00000263126	AKR1C4	P17516
ENST00000336812	DHX15	O43143
ENST00000218340	RP2	O75695
ENST00000262593	DOK5	Q9P104
ENST00000267273	METTL21C	Q5VZV1
ENST00000610261	ZNF595	Q8IYB9
ENST00000371711	B4GALT5	O43286
ENST00000400004	MAGEB17	A8MXT2
ENST00000377602	ST8SIA6	P61647
ENST00000256261	DUSP26	Q9BV47
ENST00000397728	LSS	P48449
ENST00000329357	FAM47B	Q8NA70
ENST00000380871	NKX3-1	Q99801
ENST00000316754	RHOJ	Q9H4E5
ENST00000652225	ERCC5	P28715
ENST00000251900	SCML2	Q9UQR0
ENST00000555846	SOCS4	Q8WXH5
ENST00000420999	EFHC2	Q5JST6
ENST00000216923	ZFP64	Q9NTW7
ENST00000376261	GAD2	Q05329
ENST00000683975	GGACT	Q9BVM4
ENST00000217086	SALL4	Q9UJQ4
ENST00000282908	STK32B	Q9NY57
ENST00000316333	UNCX	A6NJT0
ENST00000419761	MKX	Q8IYA7
ENST00000382723	MSX1	P28360
ENST00000522514	PCMTD1	Q96MG8
ENST00000397746	FTCD	O95954
ENST00000674895	HLCS	P50747
ENST00000377428	SCP2D1	Q9UJQ7
ENST00000265857	GET4	Q7L5D6
ENST00000260327	CTDSPL2	Q05D32
ENST00000250457	EGLN3	Q9H6Z9
ENST00000389737	TRMT44	Q8IYL2
ENST00000324817	MED14	O60244
ENST00000645190	TRMU	O75648
ENST00000276055	CHST7	Q9NS84
ENST00000305242	ODAD2	Q5T2S8
ENST00000682242	COMMD6	Q7Z4G1
ENST00000303562	FOS	P01100
ENST00000288207	CCNB2	O95067
ENST00000307144	LDHAL6B	Q9BYZ2
ENST00000322564	PLEKHD1	A6NEE1
ENST00000248139	RAB40C	Q96S21
ENST00000399583	RADIL	Q96JH8
ENST00000382357	OLIG2	Q13516
ENST00000424439	NHLRC4	P0CG21
ENST00000382348	OLIG1	Q8TAK6
ENST00000327968	DDX53	Q86TM3
ENST00000378060	VPS36	Q86VN1
ENST00000524189	KIF13B	Q9NQT8
ENST00000304523	LDB2	O43679
ENST00000316495	ZFAND2A	Q8N6M9
ENST00000358127	PAX5	Q02548
ENST00000356790	MAGEB10	Q96LZ2
ENST00000299443	POTED	Q86YR6
ENST00000400677	HMX1	Q9NP08
ENST00000340080	MIOS	Q9NXC5
ENST00000349004	NDRG3	Q9UGV2
ENST00000380155	SYAP1	Q96A49
ENST00000388901	COPS2	P61201
ENST00000221114	DCTN6	O00399
ENST00000374852	MTMR8	Q96EF0
ENST00000343986	RPS21	P63220
ENST00000258607	CKAP2	Q8WWK9
ENST00000262041	MEOX2	P50222
ENST00000201031	TFAP2C	Q92754
ENST00000288840	SMAD6	O43541
ENST00000556816	ISCA2	Q86U28
ENST00000344646	ZFAND4	Q86XD8
ENST00000622694	BID	P55957
ENST00000331758	SS18L1	O75177
ENST00000380737	PPP2R2A	P63151
ENST00000310528	SUGT1	Q9Y2Z0
ENST00000286548	GNAQ	P50148
ENST00000328914	FOXK1	P85037
ENST00000357495	HNRNPA1L2	Q32P51
ENST00000651602	JDP2	Q8WYK2
ENST00000375936	DAOA	P59103
ENST00000397098	C7orf50	Q9BRJ6
ENST00000376335	ZIC2	O95409
ENST00000267294	ZIC5	Q96T25
ENST00000381980	C4orf19	Q8IY42
ENST00000297785	ALDH1A1	P00352
ENST00000316334	LNX2	Q8N448
ENST00000302945	GSX1	Q9H4S2
ENST00000381033	PDX1	P52945
ENST00000329276	NOP56	O00567
ENST00000380516	SLTM	Q9NWH9
ENST00000302979	POLR1D	P0DPB6
ENST00000442234	LIG4	P49917
ENST00000376708	FOXB2	Q5VYV0
ENST00000328268	CRELD2	Q6UXH1
ENST00000642920	MYO3A	Q8NEV4
ENST00000623535	CDKL5	O76039
ENST00000396396	PGM5	Q15124
ENST00000375992	NUDT11	Q96G61
ENST00000376510	MSRB2	Q9Y3D2
ENST00000393545	SPATA7	Q9P0W8
ENST00000376504	PTF1A	Q7RTS3
ENST00000376588	PSAT1	Q9Y617
ENST00000376419	IDNK	Q5T6J7
ENST00000320152	PRTFDC1	Q9NRG1
ENST00000596535	FAM236B	A0A1B0GV22
ENST00000400183	USP25	Q9UHP3
ENST00000329621	KRTAP8-1	Q8IUC2
ENST00000376447	RASEF	Q8IZ41
ENST00000621162	KRTAP7-1	Q8IUC3
ENST00000429584	YY2	O15391
ENST00000332378	KRTAP11-1	Q8IUC1
ENST00000382822	KRTAP19-8	Q3LI54
ENST00000559471	SECISBP2L	Q93073
ENST00000261558	AP5M1	Q9H0R1
ENST00000262320	AXIN1	O15169
ENST00000378578	DYNLT3	P51808
ENST00000331161	ENKUR	Q8TC29
ENST00000270142	SOD1	P00441
ENST00000361092	NMRK1	Q9NWW6
ENST00000358526	AKAP4	Q5JQC9
ENST00000352645	ZC3H7B	Q9UGR2
ENST00000371564	NFATC2	Q13469
ENST00000373880	PHYHIPL	Q96FC7
ENST00000266304	TEF	Q10587
ENST00000327492	TOB2	Q14106
ENST00000216252	PHF5A	Q7RTV0
ENST00000443617	HERC1	Q15751
ENST00000297423	SPIDR	Q14159
ENST00000691173	DOP1B	Q9Y3R5
ENST00000264867	PPARGC1A	Q9UBK2
ENST00000397911	KRTAP10-9	P60411
ENST00000388712	GOLM1	Q8NBJ4
ENST00000355209	POLR3H	Q9Y535
ENST00000380035	SKOR1	P84550
ENST00000249861	THAP10	Q9P2Z0
ENST00000396057	FOXB1	Q99853
ENST00000216259	PMM1	Q92871
ENST00000260447	GCHFR	P30047
ENST00000614628	JADE3	Q92613
ENST00000357552	SYCP2	Q9BX26
ENST00000339140	FOXR2	Q6PJQ5
ENST00000263256	DESI1	Q6ICB0
ENST00000557154	SRSF5	Q13243
ENST00000375963	TUT7	Q5VYS8
ENST00000611977	DGKK	Q5KSL6
ENST00000341700	GNA14	O95837
ENST00000380420	PIR	O00625
ENST00000344936	ARHGAP12	Q8IWW6
ENST00000279068	LSM14B	Q9BX40
ENST00000350612	SUPT20H	Q8NEM7
ENST00000288235	MYO1E	Q12965
ENST00000373910	UBE2D1	P51668
ENST00000355680	PRMT2	P55345
ENST00000376962	ZFAND5	O76080
ENST00000321437	RAB8B	Q92930
ENST00000304283	ANKS3	Q6ZW76
ENST00000223129	RPA3	P35244
ENST00000359467	ZNF33B	Q06732
ENST00000376834	CARNMT1	Q8N4J0
ENST00000360079	XRCC6	P12956
ENST00000563710	C13orf42	A0A1B0GVH6
ENST00000307750	ZBTB5	O15062
ENST00000404991	PAPOLB	Q9NRJ5
ENST00000371015	PHACTR3	Q96KR7
ENST00000401959	SNU13	P55769
ENST00000379887	ARIH1	Q9Y4X5
ENST00000436587	C1GALT1	Q9NS00
ENST00000361671	NAA35	Q5VZE5
ENST00000342833	FOXD4L3	Q6VB84
ENST00000288319	ERG	P11308
ENST00000216027	HSCB	Q8IWL3
ENST00000395686	ERO1A	Q96HE7
ENST00000400374	KRTAP10-4	P60372
ENST00000556492	NAA30	Q147X3
ENST00000265807	SH2D4A	Q9H788
ENST00000611815	SETDB2	Q96T68
ENST00000219409	ARHGDIG	Q99819
ENST00000649063	AP5Z1	O43299
ENST00000346234	OSTF1	Q92882
ENST00000343484	TCEA2	Q15560
ENST00000522362	PNMA2	Q9UL42
ENST00000252997	GATA5	Q9BWX5
ENST00000361682	COMT	P21964
ENST00000378319	PHF11	Q9UIL8
ENST00000426508	IFT140	Q96RY7
ENST00000260402	PLCB2	Q00722
ENST00000381571	COMMD8	Q9NX08
ENST00000297029	SCIN	Q9Y6U3
ENST00000360816	FAM217B	Q9NTX9
ENST00000519728	LYN	P07948
ENST00000378302	RCBTB1	Q8NDN9
ENST00000264313	SLAIN2	Q9P270
ENST00000252506	GADD45G	O95257
ENST00000314759	SKA3	Q8IX90
ENST00000376854	C9orf40	Q8IXQ3
ENST00000263207	ARVCF	O00192
ENST00000309594	MRPL57	Q9BQC6
ENST00000508632	OCIAD2	Q56VL3
ENST00000380815	GMDS	O60547
ENST00000297508	MICALL2	Q8IY33
ENST00000382374	MICU2	Q8IYU8
ENST00000259365	TMOD1	P28289
ENST00000321919	GLYR1	Q49A26
ENST00000344111	COX19	Q49B96
ENST00000616898	HEMGN	Q9BXL5
ENST00000375068	MAGED2	Q9UNF1
ENST00000230449	EXOC2	Q96KP1
ENST00000376395	UBQLN1	Q9UMX0
ENST00000642720	SNTG1	Q9NSN8
ENST00000648326	FAM50B	Q9Y247
ENST00000375377	JCAD	Q9P266
ENST00000651779	ARL4A	P40617
ENST00000468660	KLF8	O95600
ENST00000399820	WDR19	Q8NEZ3
ENST00000684187	B3GALT5	Q9Y2C3
ENST00000506618	PRPS1L1	P21108
ENST00000286049	XAGE2	Q96GT9
ENST00000253003	ADRM1	Q16186
ENST00000276127	CPXCR1	Q8N123
ENST00000397457	BLOC1S5	Q8TDH9
ENST00000331090	REC114	Q7Z4M0
ENST00000376624	SPAG6	O75602
ENST00000002596	HS3ST1	O14792
ENST00000327374	TANGO2	Q6ICL3
ENST00000317995	CA8	P35219
ENST00000389704	EXOSC8	Q96B26
ENST00000510175	ZNF718	Q3SXZ3
ENST00000374798	CYLC2	Q14093
ENST00000300504	TBC1D21	Q8IYX1
ENST00000297689	NFIL3	Q16649
ENST00000374012	PHF20	Q9BVI0
ENST00000265394	CPVL	Q9H3G5
ENST00000690772	ENOX1	Q8TC92
ENST00000354452	TCF4	P15884
ENST00000219478	ZNF500	O60304
ENST00000253968	BARX1	Q9HBU1
ENST00000650836	KDM1B	Q8NB78
ENST00000444614	CCDC122	Q5T0U0
ENST00000553525	RGS6	P49758
ENST00000291688	MCM3AP	O60318
ENST00000325686	LACC1	Q8IV20
ENST00000297737	ZMAT4	Q9H898
ENST00000306917	FEM1B	Q9UK73
ENST00000397701	YBEY	P58557
ENST00000556564	PTPN21	Q16825
ENST00000375431	GRTP1	Q5TC63
ENST00000343694	RBPJL	Q9UBG7
ENST00000379757	TXNDC5	Q8NBS9
ENST00000510882	HDGFL1	Q5TGJ6
ENST00000478244	DCUN1D2	Q6PH85
ENST00000296839	FOXQ1	Q9C009
ENST00000263208	HIRA	P54198
ENST00000302418	KIF5B	P33176
ENST00000372726	TP53TG5	Q9Y2B4
ENST00000291691	C21orf58	P58505
ENST00000265806	R3HCC1	Q9Y3T6
