Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000398449	ABCG1	P45844
ENST00000544604	ZNRF3	Q9ULT6
ENST00000383233	TMEM241	Q24JQ0
ENST00000644384	TMPRSS3	P57727
ENST00000215906	ASPHD2	Q6ICH7
ENST00000376414	GPR183	P32249
ENST00000375898	ABHD13	Q7L211
ENST00000542664	HTR2A	P28223
ENST00000352133	SLC37A1	P57057
ENST00000610913	SSTR3	P32745
ENST00000676104	TMPRSS6	Q8IU80
ENST00000582621	CD226	Q15762
ENST00000331035	IL3RA	P26951
ENST00000381297	P2RY8	Q86VZ1
ENST00000381401	SLC25A6	P12236
ENST00000337539	ADORA2A	P29274
ENST00000359271	SLC2A10	O95528
ENST00000371741	KCNB1	Q14721
ENST00000372861	KCNK15	Q9H427
ENST00000537909	CDH22	Q9UJ99
ENST00000342624	TMTC4	Q5T4D3
ENST00000313624	EPSTI1	Q96J88
ENST00000372230	SLC35C2	Q9NQQ7
ENST00000248484	TNFRSF19	Q9NS68
ENST00000400382	GGT1	P19440
ENST00000381095	NLGN4X	Q8N0W4
ENST00000380289	GRPR	P30550
ENST00000243911	MC3R	P41968
ENST00000275954	TMEM47	Q9BQJ4
ENST00000640252	PIGN	O95427
ENST00000270162	SIK1	P57059
ENST00000620633	LPAR6	P43657
ENST00000241125	GJA3	Q9Y6H8
ENST00000244043	PTGIS	Q16647
ENST00000382848	GJB2	P29033
ENST00000647029	GJB6	O95452
ENST00000338821	ATP9A	O75110
ENST00000248929	SGSM3	Q96HU1
ENST00000306051	PTGDR	Q13258
ENST00000382080	SGCZ	Q96LD1
ENST00000291592	LRRC3	Q9BY71
ENST00000342743	TMEM215	Q68D42
ENST00000245957	CFAP61	Q8NHU2
ENST00000321662	GPR137C	Q8N3F9
ENST00000319420	SHISA2	Q6UWI4
ENST00000370351	SLC17A9	Q9BYT1
ENST00000406854	PCNX4	Q63HM2
ENST00000330938	PTTG1IP	P53801
ENST00000298386	RXFP2	Q8WXD0
ENST00000585916	PIAS2	O75928
ENST00000348616	CDH26	Q8IXH8
ENST00000256433	IER3IP1	Q9Y5U9
ENST00000354638	OCA2	Q04671
ENST00000325301	MIEF1	Q9NQG6
ENST00000569591	MRC1	P22897
ENST00000299084	SPRED1	Q7Z699
ENST00000327451	SLC25A18	Q9H1K4
ENST00000308128	DSG4	Q86SJ6
ENST00000404895	UNC5D	Q6UXZ4
ENST00000257189	DSG3	P32926
ENST00000397470	GPR18	Q14330
ENST00000615808	GABRG3	Q99928
ENST00000389286	PRTG	Q2VWP7
ENST00000262101	MSR1	P21757
ENST00000341744	PMEPA1	Q969W9
ENST00000317582	BCL2L13	Q9BXK5
ENST00000269141	CDH2	P19022
ENST00000304743	PCNX1	Q96RV3
ENST00000381655	ATP8A2	Q9NTI2
ENST00000453061	PIGG	Q5H8A4
ENST00000379869	ADGRG2	Q8IZP9
ENST00000320542	MBOAT4	Q96T53
ENST00000283547	TEX29	Q8N6K0
ENST00000264784	SLC2A9	Q9NRM0
ENST00000323482	ACSS1	Q9NUB1
ENST00000441493	MICAL3	Q7RTP6
ENST00000321250	LEPROTL1	O95214
ENST00000261879	APH1B	Q8WW43
ENST00000454679	MALRD1	Q5VYJ5
ENST00000616435	JKAMP	Q9P055
ENST00000380573	ADRA1A	P35348
ENST00000379484	MBTPS2	O43462
ENST00000417257	FRMD5	Q7Z6J6
ENST00000245312	SLC10A2	Q12908
ENST00000322893	KCNH5	Q8NCM2
ENST00000683689	SLITRK5	O94991
ENST00000262096	ZDHHC2	Q9UIJ5
ENST00000342745	SUSD6	Q92537
ENST00000375645	ATP11A	P98196
ENST00000399286	KCNE1	P15382
ENST00000682523	CYSLTR2	Q9NS75
ENST00000541038	OXGR1	Q96P68
ENST00000298130	SPTSSA	Q969W0
ENST00000304374	DRD5	P21918
ENST00000380629	BNIP3L	O60238
ENST00000614565	CDH4	P55283
ENST00000404767	INTS1	Q8N201
ENST00000258613	THSD1	Q9NS62
ENST00000406902	GRAMD4	Q6IC98
ENST00000378076	ITGA8	P53708
ENST00000376091	CLCN5	P51795
ENST00000377369	SLC39A12	Q504Y0
ENST00000379361	PTCHD1	Q96NR3
ENST00000334304	ADGRA3	Q8IWK6
ENST00000408910	UMODL1	Q5DID0
ENST00000382487	GPR78	Q96P69
ENST00000376238	SLC28A3	Q9HAS3
ENST00000339105	CLYBL	Q8N0X4
ENST00000399932	FAM234A	Q9H0X4
ENST00000553795	OR13A1	Q8NGR1
ENST00000358689	ENTPD4	Q9Y227
ENST00000378653	CFAP47	Q6ZTR5
ENST00000264866	TBC1D19	Q8N5T2
ENST00000338758	PARVB	Q9HBI1
ENST00000376980	DNAJC1	Q96KC8
ENST00000298351	TMEM63C	Q9P1W3
ENST00000377798	POLR1E	Q9GZS1
ENST00000378069	MAOB	P27338
ENST00000374737	VSIG4	Q9Y279
ENST00000401592	SUN1	O94901
ENST00000301732	ABCA3	Q99758
ENST00000642844	SLC37A4	O43826
ENST00000586005	SMIM22	K7EJ46
ENST00000342972	MAGEH1	Q9H213
ENST00000178638	CA12	O43570
ENST00000566264	TMEM204	Q9BSN7
ENST00000388918	TYRP1	P17643
ENST00000402384	ICA1	Q05084
ENST00000374719	EDA2R	Q9HAV5
ENST00000373304	CYSLTR1	Q9Y271
ENST00000673929	FUT8	Q9BYC5
ENST00000375464	CARD19	Q96LW7
ENST00000342213	CLEC14A	Q86T13
ENST00000339600	NDUFA4	O00483
ENST00000399878	SEL1L3	Q68CR1
ENST00000304195	FRMD3	A2A2Y4
ENST00000636580	ATP6AP2	O75787
ENST00000587091	SLC16A2	P36021
ENST00000373664	RBL1	P28749
ENST00000315757	ITGA11	Q9UKX5
ENST00000397928	TRPM2	O94759
ENST00000454158	RELL1	Q8IUW5
ENST00000377252	PLXDC2	Q6UX71
ENST00000380588	IGSF5	Q9NSI5
ENST00000239891	ALG5	Q9Y673
ENST00000414264	MRLN	P0DMT0
ENST00000444847	GPR146	Q96CH1
ENST00000379715	EEF1E1	O43324
ENST00000567695	CDIP1	Q9H305
ENST00000261875	HACD3	Q9P035
ENST00000256255	SARAF	Q96BY9
ENST00000374902	TEX10	Q9NXF1
ENST00000379426	TMEM170B	Q5T4T1
ENST00000310193	CYP7B1	O75881
ENST00000361820	GRIN3A	Q8TCU5
ENST00000453424	MARCHF8	Q5T0T0
ENST00000256257	RNF122	Q9H9V4
ENST00000294016	ADCY9	O60503
ENST00000374692	TMEM38B	Q9NVV0
ENST00000334554	ZDHHC8	Q9ULC8
ENST00000439765	CCDC188	H7C350
ENST00000295454	GABRB1	P18505
ENST00000345330	NPTN	Q9Y639
ENST00000331351	HS3ST4	Q9Y661
ENST00000332556	LAMP1	P11279
ENST00000375446	NINJ1	Q92982
ENST00000331628	SYNDIG1L	A6NDD5
ENST00000488300	RNF182	Q8N6D2
ENST00000243918	SYS1	Q8N2H4
ENST00000457354	TMX1	Q9H3N1
ENST00000434316	TMCO3	Q6UWJ1
ENST00000273857	CORIN	Q9Y5Q5
ENST00000357039	PEX2	P28328
ENST00000434325	PLPP2	O43688
ENST00000542583	TMC5	Q6UXY8
ENST00000280979	AKAP6	Q13023
ENST00000267377	SSTR1	P30872
ENST00000378491	NRSN1	Q8IZ57
ENST00000417564	DIP2A	Q14689
ENST00000263094	ABCA7	Q8IZY2
ENST00000252321	KCNA5	P22460
ENST00000383168	AQP4	P55087
ENST00000408926	XKR9	Q5GH70
ENST00000267485	ARMH4	Q86TY3
ENST00000396825	FITM2	Q8N6M3
ENST00000354366	NRDE2	Q9H7Z3
ENST00000377173	OR2B3	O76000
ENST00000322989	RPS15A	P62244
ENST00000697147	TPTE2	Q6XPS3
ENST00000381210	TECRL	Q5HYJ1
ENST00000266943	SLC46A3	Q7Z3Q1
ENST00000648908	ATP8B1	O43520
ENST00000342374	SERINC3	Q13530
ENST00000366425	GP1BB	P13224
ENST00000234389	GRIN3B	O60391
ENST00000043402	RTN4R	Q9BZR6
ENST00000382051	SLC34A2	O95436
ENST00000244763	SSR1	P43307
ENST00000299663	CLEC4E	Q9ULY5
ENST00000521508	ALG11	Q2TAA5
ENST00000265403	UGT2B10	P36537
ENST00000372980	JPH2	Q9BR39
ENST00000274695	CDKAL1	Q5VV42
ENST00000315330	CLEC1A	Q8NC01
ENST00000360029	KCTD8	Q6ZWB6
ENST00000355819	CLEC9A	Q6UXN8
ENST00000381605	SIRPB1	O00241
ENST00000580170	PTPRM	P28827
ENST00000303071	DONSON	Q9NYP3
ENST00000246115	S1PR4	O95977
ENST00000267068	N4BP2L2	Q92802
ENST00000261349	LRP6	O75581
ENST00000343070	SCNN1B	P51168
ENST00000542230	TMEM50B	P56557
ENST00000409204	PCDH20	Q8N6Y1
ENST00000708727	OR11H7	Q8NGC8
ENST00000710315	OR10J4	P0C629
ENST00000290200	IL10RB	Q08334
ENST00000428135	SNX13	Q9Y5W8
ENST00000245457	PTGER2	P43116
ENST00000327946	GRID1	Q9ULK0
ENST00000262644	BPNT2	Q9NX62
ENST00000315087	ST8SIA5	O15466
ENST00000381946	ATP12A	P54707
ENST00000355591	COX7B2	Q8TF08
ENST00000246117	NCLN	Q969V3
ENST00000290219	IFNGR2	P38484
ENST00000710330	OR5AL1	P0C617
ENST00000446444	UGT2B11	O75310
ENST00000598581	SLC6A14	Q9UN76
ENST00000408954	DAPK1	P53355
ENST00000378616	XK	P51811
ENST00000261908	NEO1	Q92859
ENST00000710310	OR52E1	Q8NGJ3
ENST00000319540	SCD5	Q86SK9
ENST00000395842	PANX2	Q96RD6
ENST00000374874	PLPPR1	Q8TBJ4
ENST00000343932	CYP1A2	P05177
ENST00000359263	MYOF	Q9NZM1
ENST00000380909	TRABD	Q9H4I3
ENST00000336164	KLRD1	Q13241
ENST00000267842	SLC27A2	O14975
ENST00000418766	TTC3	P53804
ENST00000344408	EVC2	Q86UK5
ENST00000215531	SMIM24	O75264
ENST00000222033	ZNRF4	Q8WWF5
ENST00000309539	OLR1	P78380
ENST00000370316	NKAIN4	Q8IVV8
ENST00000373758	REEP3	Q6NUK4
ENST00000713554	VN1R5	Q7Z5H4
ENST00000261917	HCN4	Q9Y3Q4
ENST00000300061	SCNN1G	P51170
ENST00000276101	AWAT2	Q6E213
ENST00000332857	SPATA31A6	Q5VVP1
ENST00000222573	ITGB8	P26012
ENST00000651965	CYP26C1	Q6V0L0
ENST00000163416	GOLGA5	Q8TBA6
ENST00000304381	TMC7	Q7Z402
ENST00000318240	C18orf32	Q8TCD1
ENST00000355285	APCDD1	Q8J025
ENST00000358842	GK2	Q14410
ENST00000171757	P2RY10	O00398
ENST00000528841	BRSK2	Q8IWQ3
ENST00000261556	TMEM260	Q9NX78
ENST00000242249	RAMP3	O60896
ENST00000273859	ATP10D	Q9P241
ENST00000204961	EFNB1	P98172
ENST00000291232	TNFRSF13C	Q96RJ3
ENST00000223145	GLCCI1	Q86VQ1
ENST00000289119	ABHD3	Q8WU67
ENST00000227756	GALNT18	Q6P9A2
ENST00000324607	MBOAT1	Q6ZNC8
ENST00000276616	PSKH2	Q96QS6
ENST00000305231	UGT2B7	P16662
ENST00000645214	KDSR	Q06136
ENST00000261304	GALC	P54803
ENST00000370263	CHRNA4	P43681
ENST00000381638	ZZEF1	O43149
ENST00000216629	BDKRB1	P46663
ENST00000446113	ZDHHC13	Q8IUH4
ENST00000347364	MKKS	Q9NPJ1
ENST00000394785	SLC9B2	Q86UD5
ENST00000264741	ITGA9	Q13797
ENST00000333681	BCL2	P10415
ENST00000307428	PARM1	Q6UWI2
ENST00000562532	XKR7	Q5GH72
ENST00000304883	TACR3	P29371
ENST00000262209	TRPA1	O75762
ENST00000374919	SPIN3	Q5JUX0
ENST00000216968	PROCR	Q9UNN8
ENST00000304414	ARL6IP1	Q15041
ENST00000225538	P2RX1	P51575
ENST00000216117	HMOX1	P09601
ENST00000373298	ITM2A	O43736
ENST00000182527	TRAM2	Q15035
ENST00000256737	ANO3	Q9BYT9
ENST00000356928	SLITRK4	Q8IW52
ENST00000027335	CDH17	Q12864
ENST00000375472	SUSD3	Q96L08
ENST00000358771	SIRPA	P78324
ENST00000379153	CD83	Q01151
ENST00000300105	CACNG2	Q9Y698
ENST00000562435	NETO2	Q8NC67
ENST00000266086	SLC5A4	Q9NY91
ENST00000651643	FAM210A	Q96ND0
ENST00000318881	SYT9	Q86SS6
ENST00000281171	PTPRO	Q16827
ENST00000304434	ELOVL5	Q9NYP7
ENST00000264409	GPAT3	Q53EU6
ENST00000286713	STOM	P27105
ENST00000336273	MTDH	Q86UE4
ENST00000273986	CISD2	Q8N5K1
ENST00000205636	CMTM6	Q9NX76
ENST00000407780	ICOSLG	O75144
ENST00000370648	BRS3	P32247
ENST00000304084	CLEC7A	Q9BXN2
ENST00000302850	INSR	P06213
ENST00000342560	GDAP1L1	Q96MZ0
ENST00000535902	MANSC1	Q9H8J5
ENST00000218652	NDFIP2	Q9NV92
ENST00000397041	ATP2A3	Q93084
ENST00000260126	SLCO5A1	Q9H2Y9
ENST00000650645	GPR68	Q15743
ENST00000360428	DSC3	Q14574
ENST00000282146	KCNK13	Q9HB14
ENST00000308508	CSPG4	Q6UVK1
ENST00000360581	NPSR1	Q6W5P4
ENST00000257198	DSC1	Q08554
ENST00000396385	MPV17L	Q2QL34
ENST00000257192	DSG1	Q02413
ENST00000270570	SLC47A1	Q96FL8
ENST00000297323	ADCY1	Q08828
ENST00000218316	GPR50	Q13585
ENST00000358935	MARCHF5	Q9NX47
ENST00000371117	PKHD1	P08F94
ENST00000075503	STYK1	Q6J9G0
ENST00000320640	ITFG1	Q8TB96
ENST00000541638	STOML1	Q9UBI4
ENST00000376075	COX4I2	Q96KJ9
ENST00000374879	TMEFF1	Q8IYR6
ENST00000240618	KLRK1	P26718
ENST00000308159	NUP93	Q8N1F7
ENST00000361420	IGSF1	Q8N6C5
ENST00000255389	PEMT	Q9UBM1
ENST00000400590	ZDHHC20	Q5W0Z9
ENST00000344941	SLC15A5	A6NIM6
ENST00000307677	BCL2L1	Q07817
ENST00000442253	PAQR8	Q8TEZ7
ENST00000297524	SLC7A13	Q8TCU3
ENST00000287097	CD109	Q6YHK3
ENST00000555099	OR4C13	Q8NGP0
ENST00000310836	UGT8	Q16880
ENST00000446702	CNTN6	Q9UQ52
ENST00000396210	MGST1	P10620
ENST00000577390	CDH8	P55286
ENST00000284509	ATP8B4	Q8TF62
ENST00000225719	CPD	O75976
ENST00000382073	CLEC6A	Q6EIG7
ENST00000378116	FAM171A1	Q5VUB5
ENST00000430223	NIPAL2	Q9H841
ENST00000515279	GSTCD	Q8NEC7
ENST00000321998	COQ7	Q99807
ENST00000310754	TRAM1L1	Q8N609
ENST00000228567	SYT10	Q6XYQ8
ENST00000352385	IGDCC4	Q8TDY8
ENST00000447459	GSG1L	Q6UXU4
ENST00000229955	GPR63	Q9BZJ6
ENST00000246070	LAMP5	Q9UJQ1
ENST00000307526	CMTM8	Q8IZV2
ENST00000275016	CYP39A1	Q9NYL5
ENST00000255499	RNF128	Q8TEB7
ENST00000309664	LMAN1L	Q9HAT1
ENST00000371968	LHFPL1	Q86WI0
ENST00000381867	SNPH	O15079
ENST00000265707	ADAM18	Q9Y3Q7
ENST00000400335	KREMEN1	Q96MU8
ENST00000359801	SIRPB2	Q5JXA9
ENST00000356663	TMEM259	Q4ZIN3
ENST00000517970	WWP1	Q9H0M0
ENST00000539664	TRIL	Q7L0X0
ENST00000216085	RHBDD3	Q9Y3P4
ENST00000375708	ROR2	Q01974
ENST00000270139	IFNAR1	P17181
ENST00000521988	TRIQK	Q629K1
ENST00000370992	RRP12	Q5JTH9
ENST00000326828	CHRNA3	P32297
ENST00000378397	OR5L2	Q8NGL0
ENST00000400137	FKBP1A	P62942
ENST00000353258	GDE1	Q9NZC3
ENST00000416274	E2F5	Q15329
ENST00000335288	ATP4B	P51164
ENST00000338376	RMDN3	Q96TC7
ENST00000296422	SLC9B1	Q4ZJI4
ENST00000251566	UGT2A3	Q6UWM9
ENST00000642402	SLC4A11	Q8NBS3
ENST00000299565	CHRNA5	P30532
ENST00000524391	KCNV1	Q6PIU1
ENST00000395314	KTN1	Q86UP2
ENST00000243213	IL13RA2	Q14627
ENST00000371383	ENPP5	Q9UJA9
ENST00000327987	IGDCC3	Q8IVU1
ENST00000281806	MCHR2	Q969V1
ENST00000216144	CABP7	Q86V35
ENST00000330029	UQCR10	Q9UDW1
ENST00000311856	SLC22A13	Q9Y226
ENST00000340465	GFRAL	Q6UXV0
ENST00000319331	LRRN1	Q6UXK5
ENST00000256999	FOLH1	Q04609
ENST00000521545	LAPTM4B	Q86VI4
ENST00000289957	CHRNB3	Q05901
ENST00000328405	KCNH8	Q96L42
ENST00000329066	TPO	P07202
ENST00000335605	OR5D14	Q8NGL3
ENST00000250498	DAD1	P61803
ENST00000287042	KCNS2	Q9ULS6
ENST00000373367	ZDHHC15	Q96MV8
ENST00000379214	LGR4	Q9BXB1
ENST00000623930	OR5D13	Q8NGL4
ENST00000335397	OR9Q1	Q8NGQ5
ENST00000623907	OR4C16	Q8NGL9
ENST00000394143	ADGRG4	Q8IZF6
ENST00000409299	PXMP4	Q9Y6I8
ENST00000262134	LPCAT2	Q7L5N7
ENST00000359591	LRP10	Q7Z4F1
ENST00000298048	MELK	Q14680
ENST00000266579	SLC38A4	Q969I6
ENST00000395079	OR10W1	Q8NGF6
ENST00000268099	SCAMP2	O15127
ENST00000357377	OR5B17	Q8NGF7
ENST00000219368	FA2H	Q7L5A8
ENST00000319760	OR4A5	Q8NH83
ENST00000382363	RNF215	Q9Y6U7
ENST00000369816	ELOVL4	Q9GZR5
ENST00000367941	STX7	O15400
ENST00000447513	PEX10	O60683
ENST00000460006	CDS2	O95674
ENST00000678254	PROKR2	Q8NFJ6
ENST00000356607	PEX14	O75381
ENST00000420702	MTFR2	Q6P444
ENST00000321037	ENPP4	Q9Y6X5
ENST00000315576	ADGRE2	Q9UHX3
ENST00000368494	NUS1	Q96E22
ENST00000281017	TMEM18	Q96B42
ENST00000319357	STK17A	Q9UEE5
ENST00000646607	EDNRB	P24530
ENST00000342526	AGMO	Q6ZNB7
ENST00000266263	MTFP1	Q9UDX5
ENST00000261778	TANGO6	Q9C0B7
ENST00000248072	OR7C2	O60412
ENST00000301532	OR5I1	Q13606
ENST00000344514	OR5W2	Q8NH69
ENST00000266534	TMEM117	Q9H0C3
ENST00000221700	CYP4F2	P78329
ENST00000360768	VKORC1L1	Q8N0U8
ENST00000377424	SLC2A5	P22732
ENST00000280871	SLC2A13	Q96QE2
ENST00000326258	OR10A7	Q8NGE5
ENST00000611870	CNTNAP4	Q9C0A0
ENST00000340607	PTGES	O14684
ENST00000435041	UBE2J1	Q9Y385
ENST00000294484	DISP3	Q9P2K9
ENST00000337478	ITPRIP	Q8IWB1
ENST00000285279	VOPP1	Q96AW1
ENST00000292246	ANO10	Q9NW15
ENST00000550308	CYP4F12	Q9HCS2
ENST00000242827	EBPL	Q9BY08
ENST00000373693	CXCR3	P49682
ENST00000399298	TMEM26	Q6ZUK4
ENST00000222547	BET1	O15155
ENST00000292513	PTGER1	P34995
ENST00000377942	PCDH8	O95206
ENST00000379440	PRNP	P04156
ENST00000305817	PRND	Q9UKY0
ENST00000297293	LMTK2	Q8IWU2
ENST00000306928	NTSR2	O95665
ENST00000286448	VAMP7	P51809
ENST00000361371	LTN1	O94822
ENST00000376008	TMEM51	Q9NW97
ENST00000369951	OPN1LW	P04000
ENST00000263383	ILVBL	A1L0T0
ENST00000333891	PCLO	Q9Y6V0
ENST00000595290	OPN1MW	P04001
ENST00000314641	BVES	Q8NE79
ENST00000307552	OR10V1	Q8NGI7
ENST00000474889	PTPRG	P23470
ENST00000612078	CYP4F8	P98187
ENST00000398637	SLC38A1	Q9H2H9
ENST00000239032	PRLHR	P49683
ENST00000318109	DERL3	Q96Q80
ENST00000369682	PLXNA3	P51805
ENST00000282096	PDE3B	Q13370
ENST00000308742	ALG10B	Q5I7T1
ENST00000605895	RER1	O15258
ENST00000358321	SUSD2	Q9UGT4
ENST00000651600	SLC10A3	P09131
ENST00000373371	SLC2A8	Q9NY64
ENST00000292530	ZNF333	Q96JL9
ENST00000528697	LRRC4C	Q9HCJ2
ENST00000256689	SLC38A2	Q96QD8
ENST00000448841	WBP1L	Q9NX94
ENST00000216034	TOMM22	Q9NS69
ENST00000344731	SERPINB13	Q9UIV8
ENST00000357750	HYAL2	Q12891
ENST00000637218	CIROP	A0A1B0GTW7
ENST00000539008	SYT7	O43581
ENST00000311597	MLC1	Q15049
ENST00000276570	DNAJC5B	Q9UF47
ENST00000396005	SLC5A12	Q1EHB4
ENST00000435907	CHST15	Q7LFX5
ENST00000381486	GREB1	Q4ZG55
ENST00000339180	CMTM5	Q96DZ9
ENST00000517309	PTDSS1	P48651
ENST00000261751	CHRNB4	P30926
ENST00000359337	PLXNB2	O15031
ENST00000322107	OR10H4	Q8NGA5
ENST00000520358	TSPAN18	Q96SJ8
ENST00000609713	KCNJ6	P48051
ENST00000373231	KCNK17	Q96T54
ENST00000399635	TSSK2	Q96PF2
ENST00000237822	LDAH	Q9H6V9
ENST00000559717	MAN2A2	P49641
ENST00000376387	TM9SF2	Q99805
ENST00000330423	TUBA8	Q9NY65
ENST00000377411	GPR157	Q5UAW9
ENST00000284262	JPH3	Q8WXH2
ENST00000297459	TMEM74	Q96NL1
ENST00000360525	PIGP	P57054
ENST00000603053	ERVW-1	Q9UQF0
ENST00000268603	CDH11	P55287
ENST00000378396	OR5D16	Q8NGK9
ENST00000367837	HBS1L	Q9Y450
ENST00000300658	PGAP3	Q96FM1
ENST00000352861	SEC61G	P60059
ENST00000380659	TLR7	Q9NYK1
ENST00000360631	DCLK1	O15075
ENST00000341928	EPB41L3	Q9Y2J2
ENST00000378156	NPHP4	O75161
ENST00000367591	PEX3	P56589
ENST00000305428	MINAR1	Q9UPX6
ENST00000603798	SMAGP	Q0VAQ4
ENST00000338625	SLC25A15	Q9Y619
ENST00000379179	SERP2	Q8N6R1
ENST00000169551	TIMM21	Q9BVV7
ENST00000305344	HTR1E	P28566
ENST00000315571	LDLRAD3	Q86YD5
ENST00000625203	OR5L1	Q8NGL2
ENST00000249041	GALR3	O60755
ENST00000340533	CYB5A	P00167
ENST00000344519	ZNF66	Q6ZN08
ENST00000377028	DCT	P40126
ENST00000261622	SLC7A5	Q01650
ENST00000269703	CYP4F22	Q6NT55
ENST00000376958	GPR180	Q86V85
ENST00000394650	MCUB	Q9NWR8
ENST00000263980	SLC9A1	P19634
ENST00000547379	SLC16A7	O60669
ENST00000361564	OSTC	Q9NRP0
ENST00000300456	SLC27A4	Q6P1M0
ENST00000652021	EIF3L	Q9Y262
ENST00000226432	CWH43	Q9H720
ENST00000378191	AJAP1	Q9UKB5
ENST00000615133	C17orf78	Q8N4C9
ENST00000578689	GJD3	Q8N144
ENST00000373857	PTAFR	P25105
ENST00000302692	SLC25A33	Q9BSK2
ENST00000373366	GJB3	O75712
ENST00000336596	EPHA3	P29320
ENST00000349457	ADGRG5	Q8IZF4
ENST00000252338	NALF2	O75949
ENST00000645237	ABCC4	O15439
ENST00000162044	TMEM161A	Q9NX61
ENST00000294954	LHCGR	P22888
ENST00000301015	PIEZO1	Q92508
ENST00000334549	KCNK18	Q7Z418
ENST00000299339	CLDN10	P78369
ENST00000328041	SLC24A3	Q9HC58
ENST00000306078	KCNG3	Q8TAE7
ENST00000394427	QRFPR	Q96P65
ENST00000394144	TBC1D23	Q9NUY8
ENST00000358432	EPHA2	P29317
ENST00000284320	TOMM70	O94826
ENST00000650711	SLC6A4	P31645
ENST00000371142	TM9SF3	Q9HD45
ENST00000264318	GABRA4	P48169
ENST00000400419	SMIM2	Q9BVW6
ENST00000223114	MOGAT3	Q86VF5
ENST00000267082	ITGB7	P26010
ENST00000280612	SLC7A11	Q9UPY5
ENST00000449862	TMEM150C	B9EJG8
ENST00000266673	TMEM19	Q96HH6
ENST00000448108	TAF1D	Q9H5J8
ENST00000238714	PAPOLG	Q9BWT3
ENST00000246657	CCR7	P32248
ENST00000293379	ITGA5	P08648
ENST00000389363	TM6SF2	Q9BZW4
ENST00000257290	PDGFRA	P16234
ENST00000304046	ORMDL3	Q8N138
ENST00000367609	ADGRG6	Q86SQ4
ENST00000302103	FUT9	Q9Y231
ENST00000368605	CALHM6	Q5R3K3
ENST00000548058	ACSS3	Q9H6R3
ENST00000303575	TMED10	P49755
ENST00000399744	PEX26	Q7Z412
