Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000374358	TMEM50A	O95807
ENST00000264451	SLC30A9	Q6PML9
ENST00000260045	THAP12	O43422
ENST00000367126	AVPR1B	P47901
ENST00000325926	RPRM	Q9NS64
ENST00000361669	GRM3	Q14832
ENST00000418316	OR6V1	Q8N148
ENST00000383657	HACD2	Q6Y1H2
ENST00000296440	PLXNB1	O43157
ENST00000263864	VAMP8	Q9BV40
ENST00000309675	OR10P1	Q8NGE3
ENST00000358078	ASIC4	Q96FT7
ENST00000234831	TMEM59	Q9BXS4
ENST00000566264	TMEM204	Q9BSN7
ENST00000281154	SLC25A31	Q9H0C2
ENST00000298048	MELK	Q14680
ENST00000641114	OR2AP1	Q8NGE2
ENST00000262644	BPNT2	Q9NX62
ENST00000343399	OR6C74	A6NCV1
ENST00000233596	REEP6	Q96HR9
ENST00000372101	KCNE5	Q9UJ90
ENST00000302278	ITGB1	P05556
ENST00000438257	DIO2	Q92813
ENST00000297784	TMC1	Q8TDI8
ENST00000355273	OR5H2	Q8NGV7
ENST00000395645	SLC5A10	A0PJK1
ENST00000276431	TNFRSF10B	O14763
ENST00000310786	CD164	Q04900
ENST00000400546	NCAM2	O15394
ENST00000376421	NRM	Q8IXM6
ENST00000321442	SFXN1	Q9H9B4
ENST00000378386	MRS2	Q9HD23
ENST00000374273	SPAG4	Q9NPE6
ENST00000372281	TMEM254	Q8TBM7
ENST00000641885	OR4K2	Q8NGD2
ENST00000312108	CPT1B	Q92523
ENST00000160262	ICAM3	P32942
ENST00000313135	UTS2R	Q9UKP6
ENST00000396319	TAX1BP1	Q86VP1
ENST00000359634	SLC39A10	Q9ULF5
ENST00000281031	NDUFC2	O95298
ENST00000317479	PXMP2	Q9NR77
ENST00000619168	CAMK1D	Q8IU85
ENST00000187762	TMEM38A	Q9H6F2
ENST00000588408	CNTD1	Q8N815
ENST00000372901	UBR2	Q8IWV8
ENST00000538922	CD19	P15391
ENST00000292535	CUX1	P39880
ENST00000375371	TAS1R2	Q8TE23
ENST00000265708	ADAM2	Q99965
ENST00000380916	ZDHHC21	Q8IVQ6
ENST00000262225	TMED2	Q15363
ENST00000698399	LINGO2	Q7L985
ENST00000355265	KEL	P23276
ENST00000227525	TMEM109	Q9BVC6
ENST00000399878	SEL1L3	Q68CR1
ENST00000644266	XG	P55808
ENST00000371621	PTPN1	P18031
ENST00000641256	OR1C1	Q15619
ENST00000354181	SLC12A6	Q9UHW9
ENST00000615541	TMEM265	A0A087WTH1
ENST00000308961	NDUFA11	Q86Y39
ENST00000311104	GPR151	Q8TDV0
ENST00000358525	SLC6A20	Q9NP91
ENST00000223136	FIS1	Q9Y3D6
ENST00000396210	MGST1	P10620
ENST00000503335	MEGF10	Q96KG7
ENST00000584379	TEX2	Q8IWB9
ENST00000641528	OR52K1	Q8NGK4
ENST00000380007	GPR150	Q8NGU9
ENST00000237612	ABCG2	Q9UNQ0
ENST00000264360	PCDH10	Q9P2E7
ENST00000444469	TMEM238	C9JI98
ENST00000431843	SIGIRR	Q6IA17
ENST00000338305	LRFN2	Q9ULH4
ENST00000328795	OR4N4	Q8N0Y3
ENST00000263314	P2RX3	P56373
ENST00000296525	ASB5	Q8WWX0
ENST00000322101	OR51S1	Q8NGJ8
ENST00000286713	STOM	P27105
ENST00000372600	LRRC8A	Q8IWT6
ENST00000352732	ABHD2	P08910
ENST00000420911	CTAGE15	A4D2H0
ENST00000335504	MAGED4B	Q96JG8
ENST00000399398	RNF222	A6NCQ9
ENST00000409652	APOL6	Q9BWW8
ENST00000693296	MTUS1	Q9ULD2
ENST00000283296	ADGRF5	Q8IZF2
ENST00000444024	RMND1	Q9NWS8
ENST00000394427	QRFPR	Q96P65
ENST00000329410	C16orf54	Q6UWD8
ENST00000264463	CDH10	Q9Y6N8
ENST00000375363	G6PC2	Q9NQR9
ENST00000315948	LYSMD3	Q7Z3D4
ENST00000577390	CDH8	P55286
ENST00000361420	IGSF1	Q8N6C5
ENST00000377893	GPR153	Q6NV75
ENST00000328405	KCNH8	Q96L42
ENST00000327216	OR5M8	Q8NGP6
ENST00000320560	ANO6	Q4KMQ2
ENST00000458549	TMEM64	Q6YI46
ENST00000312349	FNDC9	Q8TBE3
ENST00000392790	CUZD1	Q86UP6
ENST00000323523	TMEM45A	Q9NWC5
ENST00000370757	PTGFR	P43088
ENST00000445385	SPATA31D3	P0C874
ENST00000641156	OR56A4	Q8NGH8
ENST00000328540	BRICD5	Q6PL45
ENST00000379214	LGR4	Q9BXB1
ENST00000368605	CALHM6	Q5R3K3
ENST00000226760	WFS1	O76024
ENST00000422265	ACKR2	O00590
ENST00000506868	TAS2R50	P59544
ENST00000544665	ITGAM	P11215
ENST00000645722	ARHGAP26	Q9UNA1
ENST00000395749	CAMK2B	Q13554
ENST00000446632	IL5RA	Q01344
ENST00000283228	PTPRR	Q15256
ENST00000455827	CLEC2A	Q6UVW9
ENST00000682440	GPR119	Q8TDV5
ENST00000264257	IL1RL2	Q9HB29
ENST00000642051	OR12D2	P58182
ENST00000288135	KIT	P10721
ENST00000434824	RNF148	Q8N7C7
ENST00000324106	CD28	P10747
ENST00000372530	ABCC10	Q5T3U5
ENST00000273075	DNPEP	Q9ULA0
ENST00000225823	ASIC2	Q16515
ENST00000684488	XKR3	Q5GH77
ENST00000539935	CACNB4	O00305
ENST00000418388	TMEM250	H0YL14
ENST00000369750	TPBG	Q13641
ENST00000359396	TRPV6	Q9H1D0
ENST00000290079	TMEM141	Q96I45
ENST00000348729	SLC23A1	Q9UHI7
ENST00000369893	SFXN2	Q96NB2
ENST00000456936	TMED7	Q9Y3B3
ENST00000360213	OR52M1	Q8NGK5
ENST00000371142	TM9SF3	Q9HD45
ENST00000685175	MFSD11	O43934
ENST00000317147	CNOT1	A5YKK6
ENST00000674085	CD1D	P15813
ENST00000289707	SLAMF8	Q9P0V8
ENST00000312891	GJC3	Q8NFK1
ENST00000258080	HTRA2	O43464
ENST00000254508	NUP210	Q8TEM1
ENST00000404169	CAMKK2	Q96RR4
ENST00000314134	SLC35C1	Q96A29
ENST00000285518	AGPAT5	Q9NUQ2
ENST00000231706	SLC7A14	Q8TBB6
ENST00000266673	TMEM19	Q96HH6
ENST00000271651	CTSK	P43235
ENST00000361756	RNF121	Q9H920
ENST00000430297	RETREG2	Q8NC44
ENST00000392167	PNLDC1	Q8NA58
ENST00000339180	CMTM5	Q96DZ9
ENST00000218721	MLNR	O43193
ENST00000380044	MPV17	P39210
ENST00000398802	SLC25A45	Q8N413
ENST00000342232	JPH1	Q9HDC5
ENST00000305510	CNNM3	Q8NE01
ENST00000241891	OPN4	Q9UHM6
ENST00000250693	ART1	P52961
ENST00000339007	LRRC25	Q8N386
ENST00000402142	CACNA1I	Q9P0X4
ENST00000309170	P2RY14	Q15391
ENST00000227752	IL10RA	Q13651
ENST00000652477	LYNX1	P0DP58
ENST00000347631	ST3GAL3	Q11203
ENST00000356432	MPG	P29372
ENST00000641580	OR4C11	Q6IEV9
ENST00000568943	SLC6A2	P23975
ENST00000320002	OR2G3	Q8NGZ4
ENST00000358241	RTP2	Q5QGT7
ENST00000359801	SIRPB2	Q5JXA9
ENST00000394144	TBC1D23	Q9NUY8
ENST00000374694	FZD8	Q9H461
ENST00000262817	TMEM59L	Q9UK28
ENST00000313503	OR8H2	Q8N162
ENST00000343002	HEPH	Q9BQS7
ENST00000265316	ABCB6	Q9NP58
ENST00000370489	ENTPD7	Q9NQZ7
ENST00000620267	PKD1L3	Q7Z443
ENST00000495461	SELENOK	Q9Y6D0
ENST00000644384	TMPRSS3	P57727
ENST00000325617	CLGN	O14967
ENST00000370608	MCOLN2	Q8IZK6
ENST00000371759	C1orf185	Q5T7R7
ENST00000362091	FBH1	Q8NFZ0
ENST00000310926	SLCO2A1	Q92959
ENST00000302060	DNAJC18	Q9H819
ENST00000322893	KCNH5	Q8NCM2
ENST00000330432	OPRM1	P35372
ENST00000305141	NMUR1	Q9HB89
ENST00000441339	MYEOV	Q96EZ4
ENST00000361516	FCRL2	Q96LA5
ENST00000409204	PCDH20	Q8N6Y1
ENST00000647029	GJB6	O95452
ENST00000684409	MS4A6E	Q96DS6
ENST00000283547	TEX29	Q8N6K0
ENST00000343348	SEMA6A	Q9H2E6
ENST00000358812	MANEA	Q5SRI9
ENST00000439118	ITPRIPL1	Q6GPH6
ENST00000301327	MFSD3	Q96ES6
ENST00000375614	LAYN	Q6UX15
ENST00000271375	SFT2D2	O95562
ENST00000358691	HELZ	P42694
ENST00000598293	CPT1C	Q8TCG5
ENST00000331628	SYNDIG1L	A6NDD5
ENST00000536621	MUC12	Q9UKN1
ENST00000395511	DHRS7B	Q6IAN0
ENST00000588485	ACSBG2	Q5FVE4
ENST00000689035	SUN2	Q9UH99
ENST00000542569	SAMD8	Q96LT4
ENST00000354638	OCA2	Q04671
ENST00000408954	DAPK1	P53355
ENST00000435456	SLC25A17	O43808
ENST00000320065	OR2G2	Q8NGZ5
ENST00000164305	PIGB	Q92521
ENST00000263636	LY75	O60449
ENST00000308177	PCDHGC3	Q9UN70
ENST00000535902	MANSC1	Q9H8J5
ENST00000279028	OCSTAMP	Q9BR26
ENST00000253122	SLC6A8	P48029
ENST00000274364	IQGAP2	Q13576
ENST00000355085	C5AR1	P21730
ENST00000367739	IFNGR1	P15260
ENST00000373779	PTPRU	Q92729
ENST00000339917	TSSK4	Q6SA08
ENST00000342358	ATP13A5	Q4VNC0
ENST00000233957	IL18R1	Q13478
ENST00000297668	CNTNAP3	Q9BZ76
ENST00000263980	SLC9A1	P19634
ENST00000370060	L1CAM	P32004
ENST00000341928	EPB41L3	Q9Y2J2
ENST00000367153	LEMD1	Q68G75
ENST00000246024	TMX4	Q9H1E5
ENST00000264661	KCNH4	Q9UQ05
ENST00000647814	ABCC2	Q92887
ENST00000517309	PTDSS1	P48651
ENST00000329321	GPR39	O43194
ENST00000640252	PIGN	O95427
ENST00000380342	CLTRN	Q9HBJ8
ENST00000261797	NDST1	P52848
ENST00000043402	RTN4R	Q9BZR6
ENST00000348749	CHRNA1	P02708
ENST00000360039	GAL3ST4	Q96RP7
ENST00000345732	MS4A1	P11836
ENST00000338206	UGT2B15	P54855
ENST00000503731	TUSC3	Q13454
ENST00000258436	MFSD9	Q8NBP5
ENST00000614302	ACSF3	Q4G176
ENST00000274711	LRRTM2	O43300
ENST00000334726	OR13F1	Q8NGS4
ENST00000368143	TMEM244	Q5VVB8
ENST00000252826	TRPM4	Q8TD43
ENST00000329797	GPR132	Q9UNW8
ENST00000284601	PPP1R3A	Q16821
ENST00000519479	PCDHGB4	Q9UN71
ENST00000590918	GIPR	P48546
ENST00000373408	CCDC167	Q9P0B6
ENST00000300900	CA4	P22748
ENST00000312457	GPR152	Q8TDT2
ENST00000316519	AACS	Q86V21
ENST00000344803	SPATA31D1	Q6ZQQ2
ENST00000359626	TYW1	Q9NV66
ENST00000267842	SLC27A2	O14975
ENST00000240618	KLRK1	P26718
ENST00000295682	KRTCAP2	Q8N6L1
ENST00000358273	NF1	P21359
ENST00000305963	MMGT1	Q8N4V1
ENST00000641816	SMIM44	A0A286YF18
ENST00000649170	GET1	O00258
ENST00000297819	SSMEM1	Q8WWF3
ENST00000361726	GJB1	P08034
ENST00000382082	KCNV2	Q8TDN2
ENST00000360228	CACNA1A	O00555
ENST00000525815	SLC35F2	Q8IXU6
ENST00000643258	SCN7A	Q01118
ENST00000433844	SLC47A2	Q86VL8
ENST00000340990	ADIPOR1	Q96A54
ENST00000399002	SPTLC3	Q9NUV7
ENST00000297290	BRI3	O95415
ENST00000379936	CNGA4	Q8IV77
ENST00000358230	TMBIM4	Q9HC24
ENST00000569529	ANTKMT	Q9BQD7
ENST00000302548	GPR82	Q96P67
ENST00000409520	TRABD2A	Q86V40
ENST00000345540	KIR2DL4	Q99706
ENST00000219343	SLC7A6	Q92536
ENST00000247883	TAS2R5	Q9NYW4
ENST00000650617	SLC25A38	Q96DW6
ENST00000329565	SNN	O75324
ENST00000644876	DDX3X	O00571
ENST00000370501	NTSR1	P30989
ENST00000341049	CAV1	Q03135
ENST00000698511	NPIPB11	E5RHQ5
ENST00000614032	SLC38A3	Q99624
ENST00000377865	PCDH9	Q9HC56
ENST00000402297	CEBPZOS	A8MTT3
ENST00000533028	SLC35A3	Q9Y2D2
ENST00000521654	RNF217	Q8TC41
ENST00000337908	MS4A4A	Q96JQ5
ENST00000338616	OR13H1	Q8NG92
ENST00000409851	INPP4A	Q96PE3
ENST00000270590	GPR32	O75388
ENST00000296051	HPS3	Q969F9
ENST00000397676	ALG3	Q92685
ENST00000448108	TAF1D	Q9H5J8
ENST00000254765	POPDC3	Q9HBV1
ENST00000504986	TMEM33	P57088
ENST00000369146	SV2A	Q7L0J3
ENST00000546076	TSPAN11	A1L157
ENST00000295057	LRRTM1	Q86UE6
ENST00000291232	TNFRSF13C	Q96RJ3
ENST00000381577	CD274	Q9NZQ7
ENST00000337338	LRRC8D	Q7L1W4
ENST00000448775	CLMP	Q9H6B4
ENST00000373502	CHIC1	Q5VXU3
ENST00000343411	MBTPS1	Q14703
ENST00000303746	KREMEN2	Q8NCW0
ENST00000378204	EXT1	Q16394
ENST00000453061	PIGG	Q5H8A4
ENST00000398449	ABCG1	P45844
ENST00000310638	CYP4A11	Q02928
ENST00000379153	CD83	Q01151
ENST00000444847	GPR146	Q96CH1
ENST00000275198	TAAR6	Q96RI8
ENST00000429436	MARK3	P27448
ENST00000223293	GIMAP2	Q9UG22
ENST00000371852	CH25H	O95992
ENST00000228916	SCNN1A	P37088
ENST00000297405	CSMD3	Q7Z407
ENST00000357440	SLC29A2	Q14542
ENST00000354924	OR5K4	A6NMS3
ENST00000409968	THSD7B	Q9C0I4
ENST00000377647	SPATA31A1	Q5TZJ5
ENST00000367434	B3GALT2	O43825
ENST00000293760	LEMD2	Q8NC56
ENST00000296387	CLDN19	Q8N6F1
ENST00000306928	NTSR2	O95665
ENST00000378863	CRLS1	Q9UJA2
ENST00000624868	OR4X2	Q8NGF9
ENST00000610222	SYT6	Q5T7P8
ENST00000256447	CD180	Q99467
ENST00000313056	OGFOD3	Q6PK18
ENST00000304411	GPR27	Q9NS67
ENST00000308330	LEMD3	Q9Y2U8
ENST00000309664	LMAN1L	Q9HAT1
ENST00000262352	SLC1A1	P43005
ENST00000618236	CLDN5	O00501
ENST00000372766	TMCO2	Q7Z6W1
ENST00000257879	ITGA7	Q13683
ENST00000216223	IL2RB	P14784
ENST00000389202	ITGAD	Q13349
ENST00000377741	GPR20	Q99678
ENST00000224721	CDH23	Q9H251
ENST00000318911	CYC1	P08574
ENST00000400137	FKBP1A	P62942
ENST00000531738	CDON	Q4KMG0
ENST00000341998	SLC24A2	Q9UI40
ENST00000377577	DNAJC11	Q9NVH1
ENST00000261942	FAF2	Q96CS3
ENST00000495186	EBP	Q15125
ENST00000240619	TAS2R10	Q9NYW0
ENST00000359775	ZDHHC14	Q8IZN3
ENST00000377950	LYPD5	Q6UWN5
ENST00000357869	ADCY6	O43306
ENST00000561100	GPR176	Q14439
ENST00000641666	OR7C1	O76099
ENST00000281772	KANSL1L	A0AUZ9
ENST00000393658	GPM6A	P51674
ENST00000309777	TMEM234	Q8WY98
ENST00000403825	IFRD1	O00458
ENST00000641076	OR5M1	Q8NGP8
ENST00000417564	DIP2A	Q14689
ENST00000300226	MS4A8	Q9BY19
ENST00000405535	TMEM79	Q9BSE2
ENST00000370812	PIGK	Q92643
ENST00000672073	ACP2	P11117
ENST00000310256	ARV1	Q9H2C2
ENST00000278829	FADS3	Q9Y5Q0
ENST00000194130	SLC13A1	Q9BZW2
ENST00000304661	C1GALT1C1	Q96EU7
ENST00000378750	PEX16	Q9Y5Y5
ENST00000298428	SEC61A2	Q9H9S3
ENST00000373304	CYSLTR1	Q9Y271
ENST00000279036	PIGT	Q969N2
ENST00000329434	OR5P2	Q8WZ92
ENST00000515393	MCTP1	Q6DN14
ENST00000357525	PLN	P26678
ENST00000409959	TMEM131L	A2VDJ0
ENST00000273861	SLC10A4	Q96EP9
ENST00000444313	PARVG	Q9HBI0
ENST00000349243	AGTR1	P30556
ENST00000332438	CCR10	P46092
ENST00000258733	GPNMB	Q14956
ENST00000609923	SLC25A16	P16260
ENST00000270645	RCN3	Q96D15
ENST00000361204	SREBF2	Q12772
ENST00000257770	NT5E	P21589
ENST00000217420	SLC32A1	Q9H598
ENST00000442253	PAQR8	Q8TEZ7
ENST00000273857	CORIN	Q9Y5Q5
ENST00000467482	GPR143	P51810
ENST00000598409	SMIM17	P0DL12
ENST00000367931	TAAR2	Q9P1P5
ENST00000299295	CHODL	Q9H9P2
ENST00000072869	ADCK2	Q7Z695
ENST00000331075	INPP5J	Q15735
ENST00000233838	GGCX	P38435
ENST00000236147	SELL	P14151
ENST00000644744	KITLG	P21583
ENST00000298966	SMCO4	Q9NRQ5
ENST00000297156	CAMLG	P49069
ENST00000424952	ZDHHC3	Q9NYG2
ENST00000641804	OR2G6	Q5TZ20
ENST00000216452	PIGH	Q14442
ENST00000621129	NSG1	P42857
ENST00000573584	NUP88	Q99567
ENST00000326258	OR10A7	Q8NGE5
ENST00000322301	OR7A5	Q15622
ENST00000273286	LRTM1	Q9HBL6
ENST00000370310	DIPK1A	Q5T7M9
ENST00000263800	LTK	P29376
ENST00000392370	CALCRL	Q16602
ENST00000313182	INTS14	Q96SY0
ENST00000450689	ELAPOR2	A8MWY0
ENST00000230381	PRPH2	P23942
ENST00000306494	SLC22A25	Q6T423
ENST00000292114	TMEM199	Q8N511
ENST00000421241	C1orf159	Q96HA4
ENST00000371429	NDC1	Q9BTX1
ENST00000330387	CREB3L2	Q70SY1
ENST00000256460	CAMK1	Q14012
ENST00000342624	TMTC4	Q5T4D3
ENST00000350721	ATR	Q13535
ENST00000376387	TM9SF2	Q99805
ENST00000456475	OR4F3	Q6IEY1
ENST00000568484	TEX51	A0A1B0GUA7
ENST00000678299	SRPRB	Q9Y5M8
ENST00000292246	ANO10	Q9NW15
ENST00000309285	XCR1	P46094
ENST00000674881	DHRS9	Q9BPW9
ENST00000382051	SLC34A2	O95436
ENST00000372476	TIE1	P35590
ENST00000328796	CLDN6	P56747
ENST00000482026	UGT1A3	P35503
ENST00000374521	AWAT1	Q58HT5
ENST00000003100	CYP51A1	Q16850
ENST00000272928	ACKR3	P25106
ENST00000252229	MICB	Q29980
ENST00000520262	SLC20A2	Q08357
ENST00000300441	ACSF2	Q96CM8
ENST00000355443	MFSD10	Q14728
ENST00000282903	PLOD2	O00469
ENST00000280886	DIP2C	Q9Y2E4
ENST00000279178	SLC22A9	Q8IVM8
ENST00000622633	LITAF	Q99732
ENST00000326735	ATP13A2	Q9NQ11
ENST00000296776	TMEM174	Q8WUU8
ENST00000368090	PIGM	Q9H3S5
ENST00000647941	CPOX	P36551
ENST00000361157	IFI6	P09912
ENST00000529694	KCNJ5	P48544
ENST00000684270	ZFYVE27	Q5T4F4
ENST00000397968	CDH7	Q9ULB5
ENST00000374228	SLC46A2	Q9BY10
ENST00000261918	SEMA7A	O75326
ENST00000305783	RNFT1	Q5M7Z0
ENST00000379542	TMEM14B	Q9NUH8
ENST00000433363	SLC13A5	Q86YT5
ENST00000315962	TRIM55	Q9BYV6
ENST00000299498	CYB5R2	Q6BCY4
ENST00000291041	PSKH1	P11801
ENST00000330953	CCR4	P51679
ENST00000270458	CACNG8	Q8WXS5
ENST00000355810	ART3	Q13508
ENST00000349129	DOP1A	Q5JWR5
ENST00000360581	NPSR1	Q6W5P4
ENST00000383695	OR5K3	A6NET4
ENST00000276101	AWAT2	Q6E213
ENST00000339488	PTCHD4	Q6ZW05
ENST00000368170	CD1C	P29017
ENST00000392671	KCNJ16	Q9NPI9
ENST00000395940	CCR3	P51677
ENST00000326499	VNN2	O95498
ENST00000309731	GRAMD2A	Q8IUY3
ENST00000258443	EDAR	Q9UNE0
ENST00000330029	UQCR10	Q9UDW1
ENST00000373709	SERINC2	Q96SA4
ENST00000598523	GABRQ	Q9UN88
ENST00000333430	S1PR5	Q9H228
ENST00000539008	SYT7	O43581
ENST00000322608	OR1E1	P30953
ENST00000317096	PARL	Q9H300
ENST00000371175	RHAG	Q02094
ENST00000203629	LAG3	P18627
ENST00000257189	DSG3	P32926
ENST00000356986	KLRG1	Q96E93
ENST00000537328	TMEM258	P61165
ENST00000609684	PCDHB16	Q9NRJ7
ENST00000462833	ADCY5	O95622
ENST00000264350	HERC5	Q9UII4
ENST00000708727	OR11H7	Q8NGC8
ENST00000374843	HLA-DMA	P28067
ENST00000355083	STIMATE	Q86TL2
ENST00000370859	SLC44A5	Q8NCS7
ENST00000487137	CDH24	Q86UP0
ENST00000601417	ERVV-2	B6SEH9
ENST00000347136	GPR107	Q5VW38
ENST00000367749	FMO4	P31512
ENST00000358433	OR6C6	A6NF89
ENST00000295770	STT3B	Q8TCJ2
ENST00000373883	TMEM198	Q66K66
ENST00000318351	HTR3C	Q8WXA8
ENST00000373700	HERC4	Q5GLZ8
ENST00000352133	SLC37A1	P57057
ENST00000399808	IFITM3	Q01628
ENST00000398138	RDH16	O75452
ENST00000641351	OR10D3	Q8NH80
ENST00000371369	TMEM255A	Q5JRV8
ENST00000341511	ABCA2	Q9BZC7
ENST00000652641	CYYR1	Q96J86
ENST00000305988	ADRB2	P07550
ENST00000645652	FUT1	P19526
ENST00000357599	SEMA5B	Q9P283
ENST00000542267	FBXL17	Q9UF56
ENST00000269187	SLC39A6	Q13433
ENST00000349457	ADGRG5	Q8IZF4
ENST00000004103	TMEM176A	Q96HP8
ENST00000253812	PCDHGA3	Q9Y5H0
ENST00000371117	PKHD1	P08F94
ENST00000372435	PRPS1	P60891
ENST00000289429	CD1A	P06126
ENST00000682931	GPR161	Q8N6U8
ENST00000370314	GABRA3	P34903
ENST00000381334	TMEM165	Q9HC07
ENST00000371225	TACSTD2	P09758
ENST00000379631	STOML3	Q8TAV4
ENST00000541814	CLDN24	A6NM45
ENST00000641698	OR6B1	O95007
ENST00000290219	IFNGR2	P38484
ENST00000651257	CACHD1	Q5VU97
ENST00000620793	ADRA2B	P18089
ENST00000641904	OR4K13	Q8NH42
ENST00000401731	CEACAM7	Q14002
ENST00000370185	PLPPR4	Q7Z2D5
ENST00000251102	CNGB1	Q14028
ENST00000337979	STX3	Q13277
ENST00000054666	VAMP3	Q15836
ENST00000542575	SLC1A5	Q15758
ENST00000381951	OR1A2	Q9Y585
ENST00000155840	KCNQ1	P51787
ENST00000496811	DHX36	Q9H2U1
ENST00000375023	NOTCH4	Q99466
ENST00000267377	SSTR1	P30872
ENST00000552374	TMEM116	Q8NCL8
ENST00000284061	DGKE	P52429
ENST00000335508	SF3B1	O75533
ENST00000641172	OR4K1	Q8NGD4
ENST00000275815	EPHA1	P21709
ENST00000161559	CEACAM1	P13688
ENST00000452346	TMPRSS7	Q7RTY8
ENST00000253047	TMEM160	Q9NX00
ENST00000261622	SLC7A5	Q01650
ENST00000313843	STX4	Q12846
ENST00000253801	G6PC1	P35575
ENST00000574322	CTDNEP1	O95476
ENST00000333590	PIGA	P37287
ENST00000317643	SIGLEC7	Q9Y286
ENST00000394650	MCUB	Q9NWR8
ENST00000396806	OR12D3	Q9UGF7
ENST00000368476	CHRNB2	P17787
ENST00000260649	SLC3A1	Q07837
ENST00000359263	MYOF	Q9NZM1
ENST00000357396	CEACAM3	P40198
ENST00000347624	LRRC15	Q8TF66
ENST00000159087	ANO8	Q9HCE9
ENST00000674203	IL12RB2	Q99665
ENST00000340093	PLAUR	Q03405
ENST00000249041	GALR3	O60755
ENST00000230256	UNC93A	Q86WB7
ENST00000370086	SSR4	P51571
ENST00000339996	MYMK	A6NI61
ENST00000333926	CISD1	Q9NZ45
ENST00000418766	TTC3	P53804
ENST00000644486	ATXN3	P54252
ENST00000303545	RNF139	Q8WU17
ENST00000322989	RPS15A	P62244
ENST00000354161	SLC12A9	Q9BXP2
ENST00000392250	DPY19L3	Q6ZPD9
ENST00000367057	CR2	P20023
ENST00000302632	P2RY12	Q9H244
ENST00000268220	SEC11A	P67812
ENST00000372874	ADA	P00813
ENST00000009180	CD9	P21926
ENST00000333274	EFNA5	P52803
ENST00000304361	CLEC12A	Q5QGZ9
ENST00000356205	SLC39A1	Q9NY26
ENST00000418107	HLA-DMB	P28068
ENST00000317968	PDLIM5	Q96HC4
ENST00000331565	SLC6A17	Q9H1V8
ENST00000293599	AQP5	P55064
ENST00000354202	DPAGT1	Q9H3H5
ENST00000533191	TSBP1	Q5SRN2
ENST00000412585	HLA-B	P01889
ENST00000214869	TMED1	Q13445
ENST00000317834	OR2D3	Q8NGH3
ENST00000292513	PTGER1	P34995
ENST00000340465	GFRAL	Q6UXV0
ENST00000335565	SLITRK2	Q9H156
ENST00000331035	IL3RA	P26951
ENST00000306675	ADRA1B	P35368
ENST00000366485	OR14A2	Q96R54
ENST00000277942	NPFFR1	Q9GZQ6
ENST00000354905	TMEM207	Q6UWW9
ENST00000532411	OR56A5	P0C7T3
ENST00000240851	TFG	Q92734
ENST00000366888	PACRG	Q96M98
ENST00000321854	ACBD4	Q8NC06
