Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000101074	ENST00000217043	Q9H3Y0	R3HDML
ENSG00000135046	ENST00000257497	P04083	ANXA1
ENSG00000189227	ENST00000342683	A6NNL5	C15orf61
ENSG00000095587	ENST00000357947	Q9Y6L7	TLL2
ENSG00000109208	ENST00000226460	Q99954	SMR3A
ENSG00000175868	ENST00000324229	P10092	CALCB
ENSG00000136378	ENST00000388820	Q9UKP4	ADAMTS7
ENSG00000100147	ENST00000255784	Q9H6E4	CCDC134
ENSG00000132205	ENST00000254528	Q9BXX0	EMILIN2
ENSG00000042813	ENST00000046087	Q9BS86	ZPBP
ENSG00000124490	ENST00000339139	P16562	CRISP2
ENSG00000121335	ENST00000389362	P02812	PRB2
ENSG00000166535	ENST00000299698	A8K2U0	A2ML1
ENSG00000166035	ENST00000299022	P11150	LIPC
ENSG00000101405	ENST00000217386	P01178	OXT
ENSG00000101200	ENST00000380293	P01185	AVP
ENSG00000186803	ENST00000357374	P01566	IFNA10
ENSG00000196739	ENST00000356083	Q8IZC6	COL27A1
ENSG00000188730	ENST00000340652	Q2TAL6	VWC2
ENSG00000106483	ENST00000436072	Q6FHJ7	SFRP4
ENSG00000155011	ENST00000285311	Q9UBU2	DKK2
ENSG00000187398	ENST00000336930	Q86TE4	LUZP2
ENSG00000057593	ENST00000346342	P08709	F7
ENSG00000126218	ENST00000375559	P00742	F10
ENSG00000129038	ENST00000261921	Q08397	LOXL1
ENSG00000124875	ENST00000226317	P80162	CXCL6
ENSG00000126231	ENST00000375547	P22891	PROZ
ENSG00000185010	ENST00000360256	P00451	F8
ENSG00000087245	ENST00000219070	P08253	MMP2
ENSG00000186998	ENST00000334018	Q96A84	EMID1
ENSG00000125900	ENST00000381623	Q9H106	SIRPD
ENSG00000100979	ENST00000372431	P55058	PLTP
ENSG00000074842	ENST00000262947	Q969H8	MYDGF
ENSG00000173376	ENST00000379692	Q8TB73	NDNF
ENSG00000102970	ENST00000219244	Q92583	CCL17
ENSG00000100985	ENST00000372330	P14780	MMP9
ENSG00000053747	ENST00000313654	Q16787	LAMA3
ENSG00000136250	ENST00000617537	P28039	AOAH
ENSG00000102962	ENST00000219235	O00626	CCL22
ENSG00000082293	ENST00000620364	Q14993	COL19A1
ENSG00000146250	ENST00000369700	Q8N3Z0	PRSS35
ENSG00000168928	ENST00000303037	Q6GPI1	CTRB2
ENSG00000111405	ENST00000422538	P21128	ENDOU
ENSG00000114378	ENST00000395144	Q12794	HYAL1
ENSG00000102265	ENST00000218388	P01033	TIMP1
ENSG00000075213	ENST00000265362	Q14563	SEMA3A
ENSG00000125787	ENST00000359100	O43555	GNRH2
ENSG00000168925	ENST00000361017	P17538	CTRB1
ENSG00000182752	ENST00000328252	Q13219	PAPPA
ENSG00000185585	ENST00000373580	Q68BL7	OLFML2A
ENSG00000100802	ENST00000299088	Q9H972	C14orf93
ENSG00000103888	ENST00000394685	Q8WUJ3	CEMIP
ENSG00000135413	ENST00000257867	Q9GZZ8	LACRT
ENSG00000185652	ENST00000423158	P20783	NTF3
ENSG00000142173	ENST00000300527	P12110	COL6A2
ENSG00000149021	ENST00000278282	P11684	SCGB1A1
ENSG00000103175	ENST00000219454	Q9HC57	WFDC1
ENSG00000160404	ENST00000373284	Q5JU69	TOR2A
ENSG00000164761	ENST00000297350	O00300	TNFRSF11B
ENSG00000165973	ENST00000357134	Q92832	NELL1
ENSG00000132031	ENST00000407540	O15232	MATN3
ENSG00000136999	ENST00000259526	P48745	CCN3
ENSG00000161634	ENST00000293371	P81605	DCD
ENSG00000130287	ENST00000252575	O14594	NCAN
ENSG00000106236	ENST00000265634	P47972	NPTX2
ENSG00000132561	ENST00000254898	O00339	MATN2
ENSG00000006128	ENST00000319273	P20366	TAC1
ENSG00000049323	ENST00000404816	Q14766	LTBP1
ENSG00000139610	ENST00000293636	Q9UNI1	CELA1
ENSG00000137251	ENST00000259782	Q9UJW2	TINAG
ENSG00000148346	ENST00000277480	P80188	LCN2
ENSG00000171195	ENST00000304887	Q8TAX7	MUC7
ENSG00000164099	ENST00000296498	P56730	PRSS12
ENSG00000143869	ENST00000272224	Q7Z4P5	GDF7
ENSG00000063761	ENST00000238561	Q86TW2	ADCK1
ENSG00000188153	ENST00000328300	P29400	COL4A5
ENSG00000148702	ENST00000351270	Q14520	HABP2
ENSG00000166033	ENST00000368984	Q92743	HTRA1
ENSG00000115380	ENST00000355426	Q12805	EFEMP1
ENSG00000156218	ENST00000286744	P82987	ADAMTSL3
ENSG00000186895	ENST00000334134	P11487	FGF3
ENSG00000124107	ENST00000338380	P03973	SLPI
ENSG00000101443	ENST00000372676	Q14508	WFDC2
ENSG00000101446	ENST00000217428	P49223	SPINT3
ENSG00000101448	ENST00000354280	O95925	EPPIN
ENSG00000124116	ENST00000243938	Q8IUB2	WFDC3
ENSG00000119630	ENST00000555567	P49763	PGF
ENSG00000106809	ENST00000375561	P20774	OGN
ENSG00000127472	ENST00000375108	P39877	PLA2G5
ENSG00000140873	ENST00000282849	Q8TE60	ADAMTS18
ENSG00000171199	ENST00000399575	Q99935	OPRPN
ENSG00000112175	ENST00000370830	P22003	BMP5
ENSG00000100665	ENST00000557004	P29622	SERPINA4
ENSG00000131471	ENST00000308423	Q16853	AOC3
ENSG00000165078	ENST00000297770	Q8N4T0	CPA6
ENSG00000167779	ENST00000301464	P24592	IGFBP6
ENSG00000123500	ENST00000651968	Q03692	COL10A1
ENSG00000099937	ENST00000215727	P05546	SERPIND1
ENSG00000188488	ENST00000329597	P05154	SERPINA5
ENSG00000105825	ENST00000222543	P48307	TFPI2
ENSG00000196136	ENST00000393078	P01011	SERPINA3
ENSG00000118113	ENST00000236826	P22894	MMP8
ENSG00000188107	ENST00000503581	Q5T1H1	EYS
ENSG00000187664	ENST00000291481	Q86UW8	HAPLN4
ENSG00000141753	ENST00000269593	P22692	IGFBP4
ENSG00000092758	ENST00000649368	Q14050	COL9A3
ENSG00000117215	ENST00000375105	Q9UNK4	PLA2G2D
ENSG00000044012	ENST00000372581	Q16661	GUCA2B
ENSG00000161249	ENST00000339686	Q6E0U4	DMKN
ENSG00000105852	ENST00000265627	Q15166	PON3
ENSG00000106366	ENST00000223095	P05121	SERPINE1
ENSG00000005421	ENST00000222381	P27169	PON1
ENSG00000165197	ENST00000297904	O43915	VEGFD
ENSG00000019991	ENST00000222390	P14210	HGF
ENSG00000163377	ENST00000295569	Q96LR4	TAFA4
ENSG00000119655	ENST00000555619	P61916	NPC2
ENSG00000187498	ENST00000375820	P02462	COL4A1
ENSG00000144837	ENST00000273371	Q53H76	PLA1A
ENSG00000173714	ENST00000311378	Q8TEU8	WFIKKN2
ENSG00000184374	ENST00000332843	Q9Y6Z7	COLEC10
ENSG00000141433	ENST00000450565	P18509	ADCYAP1
ENSG00000172594	ENST00000368440	Q92484	SMPDL3A
ENSG00000186458	ENST00000382376	Q7Z7B7	DEFB132
ENSG00000134871	ENST00000360467	P08572	COL4A2
ENSG00000069482	ENST00000265643	P22466	GAL
ENSG00000075290	ENST00000343737	Q93098	WNT8B
ENSG00000090382	ENST00000261267	P61626	LYZ
ENSG00000106397	ENST00000223127	O60568	PLOD3
ENSG00000181562	ENST00000326842	Q14507	EDDM3A
ENSG00000181552	ENST00000326783	P56851	EDDM3B
ENSG00000169413	ENST00000304677	Q93091	RNASE6
ENSG00000129538	ENST00000397967	P07998	RNASE1
ENSG00000169385	ENST00000304625	P10153	RNASE2
ENSG00000121898	ENST00000241305	Q8N436	CPXM2
ENSG00000165799	ENST00000298690	Q9H1E1	RNASE7
ENSG00000173431	ENST00000308227	Q8TDE3	RNASE8
ENSG00000042832	ENST00000220616	P01266	TG
ENSG00000170962	ENST00000393158	Q9GZP0	PDGFD
ENSG00000143954	ENST00000272324	Q6UW15	REG3G
ENSG00000115386	ENST00000233735	P05451	REG1A
ENSG00000164764	ENST00000297354	Q8IVN8	SBSPON
ENSG00000147113	ENST00000398000	Q9H7Y0	DIPK2B
ENSG00000147655	ENST00000276659	Q6UXX9	RSPO2
ENSG00000130385	ENST00000252677	O95972	BMP15
ENSG00000126233	ENST00000246515	P55000	SLURP1
ENSG00000101680	ENST00000389658	P25391	LAMA1
ENSG00000119699	ENST00000238682	P10600	TGFB3
ENSG00000075223	ENST00000265361	Q99985	SEMA3C
ENSG00000104324	ENST00000220763	Q9Y646	CPQ
ENSG00000159307	ENST00000360835	Q8IWY4	SCUBE1
ENSG00000154975	ENST00000451037	Q9NS85	CA10
ENSG00000176919	ENST00000371634	P07360	C8G
ENSG00000184925	ENST00000371633	Q6JVE5	LCN12
ENSG00000105854	ENST00000222572	Q15165	PON2
ENSG00000122861	ENST00000372764	P00749	PLAU
ENSG00000107317	ENST00000371625	P41222	PTGDS
ENSG00000163421	ENST00000295619	Q9HC23	PROK2
ENSG00000162878	ENST00000294964	Q504Y2	PKDCC
ENSG00000172023	ENST00000305089	P48304	REG1B
ENSG00000184459	ENST00000300399	Q8NFQ6	BPIFC
ENSG00000130193	ENST00000336138	Q8WUY1	THEM6
ENSG00000146469	ENST00000367244	P01282	VIP
ENSG00000128165	ENST00000395737	Q7Z4H4	ADM2
ENSG00000189403	ENST00000341423	P09429	HMGB1
ENSG00000112706	ENST00000369950	Q17R60	IMPG1
ENSG00000178226	ENST00000268281	Q5K4E3	PRSS36
ENSG00000146374	ENST00000356698	Q9BXY4	RSPO3
ENSG00000181195	ENST00000451791	P01210	PENK
ENSG00000126759	ENST00000396992	P27918	CFP
ENSG00000001036	ENST00000002165	Q9BTY2	FUCA2
ENSG00000168843	ENST00000306100	Q8N475	FSTL5
ENSG00000104332	ENST00000220772	Q8N474	SFRP1
ENSG00000147571	ENST00000276571	P06850	CRH
ENSG00000164136	ENST00000320650	P40933	IL15
ENSG00000188334	ENST00000344839	Q075Z2	BSPH1
ENSG00000038295	ENST00000061240	O43897	TLL1
ENSG00000132855	ENST00000371129	Q9Y5C1	ANGPTL3
ENSG00000187122	ENST00000266058	O75093	SLIT1
ENSG00000188710	ENST00000623824	P83859	QRFP
ENSG00000197272	ENST00000356897	Q8NEV9	IL27
ENSG00000188508	ENST00000338897	P60985	KRTDAP
ENSG00000104415	ENST00000250160	O95388	CCN4
ENSG00000167751	ENST00000325321	P20151	KLK2
ENSG00000114200	ENST00000264381	P06276	BCHE
ENSG00000170373	ENST00000304749	P01037	CST1
ENSG00000101441	ENST00000217423	P01036	CST4
ENSG00000150630	ENST00000618562	P49767	VEGFC
ENSG00000108231	ENST00000371418	O95970	LGI1
ENSG00000168634	ENST00000305479	Q8IUB5	WFDC13
ENSG00000185267	ENST00000465530	Q49AH0	CDNF
ENSG00000149651	ENST00000279058	Q6UDR6	SPINT4
ENSG00000196104	ENST00000357545	Q9BQ16	SPOCK3
ENSG00000104760	ENST00000427924	Q08830	FGL1
ENSG00000159224	ENST00000357424	P09681	GIP
ENSG00000165471	ENST00000674931	P11226	MBL2
ENSG00000172889	ENST00000308874	Q9UHF1	EGFL7
ENSG00000182333	ENST00000238983	P07098	LIPF
ENSG00000197273	ENST00000357001	Q02747	GUCA2A
ENSG00000173239	ENST00000404743	Q5VYY2	LIPM
ENSG00000187922	ENST00000497771	Q6JVE6	LCN10
ENSG00000177984	ENST00000316144	Q6UWW0	LCN15
ENSG00000125538	ENST00000263341	P01584	IL1B
ENSG00000091128	ENST00000388781	A4D0S4	LAMB4
ENSG00000122862	ENST00000242465	P10124	SRGN
ENSG00000088882	ENST00000380605	Q96SM3	CPXM1
ENSG00000196937	ENST00000359943	Q92520	FAM3C
ENSG00000187151	ENST00000334289	Q86XS5	ANGPTL5
ENSG00000104901	ENST00000221498	Q9UK85	DKKL1
ENSG00000144227	ENST00000272641	O95156	NXPH2
ENSG00000165076	ENST00000350549	A4D1T9	PRSS37
ENSG00000183760	ENST00000331256	Q6ZNF0	ACP7
ENSG00000093072	ENST00000399837	Q9NZK5	ADA2
ENSG00000130558	ENST00000371793	Q99784	OLFM1
ENSG00000182393	ENST00000333625	Q8IU54	IFNL1
ENSG00000021355	ENST00000380739	P30740	SERPINB1
ENSG00000128322	ENST00000330377	P15814	IGLL1
ENSG00000137558	ENST00000260113	O43692	PI15
ENSG00000071073	ENST00000393487	Q9UM21	MGAT4A
ENSG00000112293	ENST00000230036	P80108	GPLD1
ENSG00000184232	ENST00000328965	Q86UD1	OAF
ENSG00000171502	ENST00000370571	Q17RW2	COL24A1
ENSG00000116157	ENST00000361314	Q96SL4	GPX7
ENSG00000129214	ENST00000380450	P04278	SHBG
ENSG00000099953	ENST00000215743	P24347	MMP11
ENSG00000125823	ENST00000347397	Q9H114	CSTL1
ENSG00000125831	ENST00000377009	Q9H112	CST11
ENSG00000118702	ENST00000373614	P01286	GHRH
ENSG00000166845	ENST00000620105	Q8IYD9	C18orf54
ENSG00000160963	ENST00000313669	Q96A83	COL26A1
ENSG00000100399	ENST00000216241	Q6NUI6	CHADL
ENSG00000187689	ENST00000339336	Q6UX39	AMTN
ENSG00000132464	ENST00000396073	Q9NRM1	ENAM
ENSG00000155719	ENST00000646100	Q7RTW8	OTOA
ENSG00000134443	ENST00000256857	P07492	GRP
ENSG00000185339	ENST00000215838	P20062	TCN2
ENSG00000109072	ENST00000226218	P04004	VTN
ENSG00000182379	ENST00000349394	O95158	NXPH4
ENSG00000050555	ENST00000361069	Q9Y6N6	LAMC3
ENSG00000183287	ENST00000439986	Q6UXH8	CCBE1
ENSG00000008438	ENST00000008938	O75594	PGLYRP1
ENSG00000188624	ENST00000341415	Q6UXB1	IGFL3
ENSG00000109471	ENST00000226730	P60568	IL2
ENSG00000133661	ENST00000372292	P35247	SFTPD
ENSG00000149735	ENST00000279168	Q96T91	GPHA2
ENSG00000174792	ENST00000311623	Q17RF5	ODAPH
ENSG00000164104	ENST00000296503	P26583	HMGB2
ENSG00000164106	ENST00000296506	O75711	SCRG1
ENSG00000104951	ENST00000391826	Q96RQ9	IL4I1
ENSG00000167711	ENST00000453066	P08697	SERPINF2
ENSG00000132386	ENST00000254722	P36955	SERPINF1
ENSG00000116774	ENST00000320334	Q9NRN5	OLFML3
ENSG00000100097	ENST00000215909	P09382	LGALS1
ENSG00000137440	ENST00000382333	Q14512	FGFBP1
ENSG00000137441	ENST00000259989	Q9BYJ0	FGFBP2
ENSG00000171388	ENST00000429967	Q9ULZ1	APLN
ENSG00000167748	ENST00000301420	P06870	KLK1
ENSG00000101938	ENST00000372042	Q9BU40	CHRDL1
ENSG00000177225	ENST00000319863	Q8NB37	GATD1
ENSG00000102359	ENST00000373004	O60687	SRPX2
ENSG00000170848	ENST00000187910	Q00889	PSG6
ENSG00000181634	ENST00000374045	O95150	TNFSF15
ENSG00000147869	ENST00000380911	O95813	CER1
ENSG00000164946	ENST00000380880	Q5H8C1	FREM1
ENSG00000002745	ENST00000222462	Q9UBV4	WNT16
ENSG00000163083	ENST00000295228	P09529	INHBB
ENSG00000163453	ENST00000295666	Q16270	IGFBP7
ENSG00000183709	ENST00000331982	Q8IZJ0	IFNL2
ENSG00000104112	ENST00000220478	Q8WXD2	SCG3
ENSG00000105550	ENST00000593756	Q9NSA1	FGF21
ENSG00000163638	ENST00000498707	Q9P2N4	ADAMTS9
ENSG00000068079	ENST00000415816	P80217	IFI35
ENSG00000196260	ENST00000359086	Q6UW10	SFTA2
ENSG00000185303	ENST00000372325	Q8IWL1	SFTPA2
ENSG00000182575	ENST00000328741	O95157	NXPH3
ENSG00000167740	ENST00000301391	Q8WUJ1	CYB5D2
ENSG00000122852	ENST00000398636	Q8IWL2	SFTPA1
ENSG00000079101	ENST00000692774	Q15846	CLUL1
ENSG00000108342	ENST00000394149	P09919	CSF3
ENSG00000178031	ENST00000380548	Q8N6G6	ADAMTSL1
ENSG00000168913	ENST00000399775	Q6UWT2	ENHO
ENSG00000153902	ENST00000310123	Q8N135	LGI4
ENSG00000144119	ENST00000272520	Q7Z5L3	C1QL2
ENSG00000138131	ENST00000260702	Q96JB6	LOXL4
ENSG00000172724	ENST00000311925	Q99731	CCL19
ENSG00000126545	ENST00000246891	P47710	CSN1S1
ENSG00000126549	ENST00000246895	P02808	STATH
ENSG00000150782	ENST00000280357	Q14116	IL18
ENSG00000126550	ENST00000246896	P15515	HTN1
ENSG00000187533	ENST00000344526	Q6MZM9	PRR27
ENSG00000170835	ENST00000372080	P19835	CEL
ENSG00000134200	ENST00000256592	P01222	TSHB
ENSG00000132465	ENST00000254801	P01591	JCHAIN
ENSG00000169551	ENST00000276241	Q8WUE5	CT55
ENSG00000184956	ENST00000421673	Q6W4X9	MUC6
ENSG00000095752	ENST00000264563	P20809	IL11
ENSG00000179954	ENST00000389623	A1L4H1	SSC5D
ENSG00000174453	ENST00000312504	B2RUY7	VWC2L
ENSG00000074527	ENST00000343702	Q9HB63	NTN4
ENSG00000182718	ENST00000451270	P07355	ANXA2
ENSG00000169314	ENST00000402217	Q8WYQ4	C22orf15
ENSG00000107821	ENST00000370200	Q96I82	KAZALD1
ENSG00000073754	ENST00000368174	O43866	CD5L
ENSG00000139899	ENST00000267406	Q6UW01	CBLN3
ENSG00000101203	ENST00000358894	Q9P218	COL20A1
ENSG00000092009	ENST00000250378	P23946	CMA1
ENSG00000100450	ENST00000216338	P20718	GZMH
ENSG00000124491	ENST00000264870	P00488	F13A1
ENSG00000182931	ENST00000330523	Q8IUB3	WFDC10B
ENSG00000165828	ENST00000433452	Q96NZ9	PRAP1
ENSG00000158901	ENST00000289953	Q8IUA0	WFDC8
ENSG00000181092	ENST00000320741	Q15848	ADIPOQ
ENSG00000080573	ENST00000264828	P25940	COL5A3
ENSG00000170099	ENST00000341584	P08185	SERPINA6
ENSG00000197249	ENST00000393087	P01009	SERPINA1
ENSG00000065320	ENST00000173229	O95631	NTN1
ENSG00000077942	ENST00000327858	P23142	FBLN1
ENSG00000174928	ENST00000340171	Q6P1S2	C3orf33
ENSG00000186910	ENST00000334708	Q86U17	SERPINA11
ENSG00000170054	ENST00000674397	Q86WD7	SERPINA9
ENSG00000135862	ENST00000258341	P11047	LAMC1
ENSG00000163898	ENST00000296252	Q8WWY8	LIPH
ENSG00000165953	ENST00000677451	Q8IW75	SERPINA12
ENSG00000143185	ENST00000367819	Q9UBD3	XCL2
ENSG00000171478	ENST00000304270	Q96QH8	SPACA5B
ENSG00000163751	ENST00000296046	P15088	CPA3
ENSG00000169495	ENST00000302495	P83105	HTRA4
ENSG00000100078	ENST00000215885	Q9NZ20	PLA2G3
ENSG00000148926	ENST00000278175	P35318	ADM
ENSG00000107831	ENST00000320185	P55075	FGF8
ENSG00000157017	ENST00000335542	Q9UBU3	GHRL
ENSG00000101981	ENST00000218099	P00740	F9
ENSG00000104368	ENST00000220809	P00750	PLAT
ENSG00000058085	ENST00000264144	Q13753	LAMC2
ENSG00000138615	ENST00000261883	O75339	CILP
ENSG00000173269	ENST00000372027	Q9H8L6	MMRN2
ENSG00000003436	ENST00000233156	P10646	TFPI
ENSG00000143184	ENST00000367818	P47992	XCL1
ENSG00000158516	ENST00000222481	P48052	CPA2
ENSG00000172638	ENST00000307998	O95967	EFEMP2
ENSG00000128510	ENST00000222482	Q9UI42	CPA4
ENSG00000162068	ENST00000293973	O00634	NTN3
ENSG00000104371	ENST00000220812	Q9UBT3	DKK4
ENSG00000163661	ENST00000295927	P26022	PTX3
ENSG00000096088	ENST00000373025	P20142	PGC
ENSG00000156574	ENST00000287139	Q96S42	NODAL
ENSG00000175315	ENST00000312134	Q15828	CST6
ENSG00000131873	ENST00000254190	Q86X52	CHSY1
ENSG00000103260	ENST00000568223	Q9UJH8	METRN
ENSG00000140479	ENST00000611716	P29122	PCSK6
ENSG00000131981	ENST00000254301	P17931	LGALS3
ENSG00000162670	ENST00000367462	Q76B58	BRINP3
ENSG00000146700	ENST00000275560	Q8WTU2	SSC4D
ENSG00000171243	ENST00000307068	Q6X4U4	SOSTDC1
ENSG00000127083	ENST00000375550	Q99983	OMD
ENSG00000100234	ENST00000266085	P35625	TIMP3
ENSG00000101825	ENST00000217939	Q9NR99	MXRA5
ENSG00000131094	ENST00000253407	O75973	C1QL1
ENSG00000158815	ENST00000359441	O60258	FGF17
ENSG00000188064	ENST00000339464	P56706	WNT7B
ENSG00000181744	ENST00000315691	Q8NDZ4	DIPK2A
ENSG00000168481	ENST00000306317	Q8N145	LGI3
ENSG00000168487	ENST00000306385	P13497	BMP1
ENSG00000137634	ENST00000375478	Q6UWF7	NXPE4
ENSG00000167772	ENST00000301455	Q9BY76	ANGPTL4
ENSG00000138316	ENST00000373207	Q8WXS8	ADAMTS14
ENSG00000116962	ENST00000264187	P14543	NID1
ENSG00000150281	ENST00000279804	Q16619	CTF1
ENSG00000170965	ENST00000359237	Q9HBJ0	PLAC1
ENSG00000140285	ENST00000267843	P21781	FGF7
ENSG00000002726	ENST00000360937	P19801	AOC1
ENSG00000063180	ENST00000084798	O75493	CA11
ENSG00000168743	ENST00000379987	Q6UXI9	NPNT
ENSG00000156575	ENST00000287143	Q9Y2Y8	PRG3
ENSG00000186652	ENST00000311862	P13727	PRG2
ENSG00000166482	ENST00000299610	P55083	MFAP4
ENSG00000163145	ENST00000444304	Q9BXJ2	C1QTNF7
ENSG00000010438	ENST00000379405	P35030	PRSS3
ENSG00000157335	ENST00000541793	Q8NCF0	CLEC18C
ENSG00000142538	ENST00000270631	Q96A98	PTH2
ENSG00000091136	ENST00000222399	P07942	LAMB1
ENSG00000124159	ENST00000372756	O95460	MATN4
ENSG00000152093	ENST00000281882	P0CG36	CFC1B
ENSG00000096006	ENST00000263045	P54108	CRISP3
ENSG00000092969	ENST00000366930	P61812	TGFB2
ENSG00000140470	ENST00000268070	Q8TE56	ADAMTS17
ENSG00000138207	ENST00000371464	P02753	RBP4
ENSG00000064205	ENST00000190983	O76076	CCN5
ENSG00000078898	ENST00000170150	Q8N4F0	BPIFB2
ENSG00000106538	ENST00000223271	Q99969	RARRES2
ENSG00000167104	ENST00000349552	Q8NFQ5	BPIFB6
ENSG00000186191	ENST00000375483	P59827	BPIFB4
ENSG00000184276	ENST00000328698	Q8NET1	DEFB108B
ENSG00000131050	ENST00000354932	Q96DR5	BPIFA2
ENSG00000131059	ENST00000375454	Q9BQP9	BPIFA3
ENSG00000125999	ENST00000253354	Q8TDL5	BPIFB1
ENSG00000106624	ENST00000223357	Q8IUX7	AEBP1
ENSG00000186190	ENST00000375494	P59826	BPIFB3
ENSG00000126838	ENST00000261336	P20742	PZP
ENSG00000138684	ENST00000648588	Q9HBE4	IL21
ENSG00000121064	ENST00000262288	Q9HB40	SCPEP1
