Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000273075	DNPEP	Q9ULA0
ENST00000372586	DOLK	Q9UPQ8
ENST00000303071	DONSON	Q9NYP3
ENST00000349129	DOP1A	Q5JWR5
ENST00000354202	DPAGT1	Q9H3H5
ENST00000314392	DPM2	O94777
ENST00000368400	DPM3	Q9P2X0
ENST00000324472	DPY19L2	Q6NUT2
ENST00000392250	DPY19L3	Q6ZPD9
ENST00000280904	DSC2	Q02487
ENST00000400454	DSCAM	O60469
ENST00000261590	DSG2	Q14126
ENST00000257189	DSG3	P32926
ENST00000308128	DSG4	Q86SJ6
ENST00000344096	DYRK2	Q92630
ENST00000495186	EBP	Q15125
ENST00000304546	ECEL1	O95672
ENST00000374719	EDA2R	Q9HAV5
ENST00000258443	EDAR	Q9UNE0
ENST00000204961	EFNB1	P98172
ENST00000265171	EGF	P01133
ENST00000450689	ELAPOR2	A8MWY0
ENST00000402918	ELFN2	Q5R3F8
ENST00000369816	ELOVL4	Q9GZR5
ENST00000477853	EMC1	Q8N766
ENST00000369842	EMD	P50402
ENST00000265162	ENPEP	Q07075
ENST00000371205	ENTPD1	P49961
ENST00000370489	ENTPD7	Q9NQZ7
ENST00000337057	EPB41L2	O43491
ENST00000341928	EPB41L3	Q9Y2J2
ENST00000275815	EPHA1	P21709
ENST00000373048	EPHA10	Q5JZY3
ENST00000358432	EPHA2	P29317
ENST00000369303	EPHA7	Q15375
ENST00000166244	EPHA8	P29322
ENST00000313624	EPSTI1	Q96J88
ENST00000269571	ERBB2	P04626
ENST00000342788	ERBB4	Q15303
ENST00000348547	ERGIC3	Q9Y282
ENST00000601417	ERVV-2	B6SEH9
ENST00000278927	ESAM	Q96AP7
ENST00000257934	ESPL1	Q14674
ENST00000394048	ESYT1	Q9BSJ8
ENST00000330927	EVI2B	P34910
ENST00000378204	EXT1	Q16394
ENST00000219368	FA2H	Q7L5A8
ENST00000378116	FAM171A1	Q5VUB5
ENST00000409293	FAM174C	Q9BVV8
ENST00000324675	FAM187B	Q17R55
ENST00000362065	FAN1	Q9Y2M0
ENST00000389301	FANCA	O15360
ENST00000310775	FANCI	Q9NVI1
ENST00000536681	FAR2	Q96K12
ENST00000261800	FAT2	Q9NYQ8
ENST00000362091	FBH1	Q8NFZ0
ENST00000542267	FBXL17	Q9UF56
ENST00000271450	FCGR2A	P12318
ENST00000220584	FDFT1	P37268
ENST00000447712	FGFR1	P11362
ENST00000449352	FHIP1B	Q8N612
ENST00000230124	FIG4	Q92562
ENST00000330753	FLRT2	O43155
ENST00000367749	FMO4	P31512
ENST00000415807	FNDC3B	Q53EP0
ENST00000264703	FNDC4	Q9H6D8
ENST00000304748	FPR1	P21462
ENST00000280481	FREM2	Q5SZK8
ENST00000304195	FRMD3	A2A2Y4
ENST00000268171	FURIN	P09958
ENST00000425340	FUT2	Q10981
ENST00000358752	FUT4	P22083
ENST00000292079	FXYD2	P54710
ENST00000287934	FZD1	Q9UP38
ENST00000358755	FZD6	O60353
ENST00000374694	FZD8	Q9H461
ENST00000253801	G6PC1	P35575
ENST00000375363	G6PC2	Q9NQR9
ENST00000370314	GABRA3	P34903
ENST00000335625	GABRA5	P31644
ENST00000393959	GABRB2	P47870
ENST00000311550	GABRB3	P28472
ENST00000378585	GABRD	O14764
ENST00000265294	GABRP	O00591
ENST00000261304	GALC	P54803
ENST00000392800	GALNTL5	Q7Z4T8
ENST00000342560	GDAP1L1	Q96MZ0
ENST00000233838	GGCX	P38435
ENST00000241256	GHSR	Q92847
ENST00000223293	GIMAP2	Q9UG22
ENST00000282561	GJA1	P17302
ENST00000369352	GJA10	Q969M2
ENST00000241125	GJA3	Q9Y6H8
ENST00000361726	GJB1	P08034
ENST00000427190	GK	P32189
ENST00000218075	GLRA2	P23416
ENST00000371085	GNAS	P63092
ENST00000163416	GOLGA5	Q8TBA6
ENST00000366425	GP1BB	P13224
ENST00000348367	GPAM	Q9HCL2
ENST00000264409	GPAT3	Q53EU6
ENST00000519574	GPBAR1	Q8TDU6
ENST00000370828	GPC4	O75487
ENST00000393658	GPM6A	P51674
ENST00000258733	GPNMB	Q14956
ENST00000347136	GPR107	Q5VW38
ENST00000467482	GPR143	P51810
ENST00000444847	GPR146	Q96CH1
ENST00000380007	GPR150	Q8NGU9
ENST00000312457	GPR152	Q8TDT2
ENST00000377893	GPR153	Q6NV75
ENST00000355897	GPR160	Q9UJ42
ENST00000311268	GPR162	Q16538
ENST00000561100	GPR176	Q14439
ENST00000376958	GPR180	Q86V85
ENST00000377741	GPR20	Q99678
ENST00000304411	GPR27	Q9NS67
ENST00000378142	GPR34	Q9UPC5
ENST00000218316	GPR50	Q13585
ENST00000527748	GPR61	Q9BZJ8
ENST00000302548	GPR82	Q96P67
ENST00000313835	GPR89A	B7ZAQ6
ENST00000392627	GPRC5C	Q9NQ84
ENST00000309731	GRAMD2A	Q8IUY3
ENST00000381486	GREB1	Q4ZG55
ENST00000285900	GRIA1	P42261
ENST00000371561	GRIN1	Q05586
ENST00000361669	GRM3	Q14832
ENST00000305447	GRM5	P41594
ENST00000356183	GTF3C1	Q12789
ENST00000263956	GTF3C3	Q9Y5Q9
ENST00000261170	GUCY2C	P25092
ENST00000328880	HCAR2	Q8TDS4
ENST00000528880	HCAR3	P49019
ENST00000303230	HCN1	O60741
ENST00000403528	HCRTR1	O43613
ENST00000358691	HELZ	P42694
ENST00000343002	HEPH	Q9BQS7
ENST00000261609	HERC2	O95714
ENST00000373700	HERC4	Q5GLZ8
ENST00000261458	HHAT	Q5VTY9
ENST00000467761	HHLA2	Q9UM44
ENST00000426820	HIPK1	Q86Z02
ENST00000406875	HIPK2	Q9H2X6
ENST00000412585	HLA-B	P01889
ENST00000395388	HLA-DRA	P01903
ENST00000216117	HMOX1	P09601
ENST00000296051	HPS3	Q969F9
ENST00000369416	HSD3B2	P26439
ENST00000276198	HTR2C	P28335
ENST00000258080	HTRA2	O43464
ENST00000262854	HUWE1	Q7Z6Z7
ENST00000579788	ICAM2	P13598
ENST00000316386	ICOS	Q9Y6W8
ENST00000367739	IFNGR1	P15260
ENST00000290219	IFNGR2	P38484
ENST00000327535	IFNLR1	Q8IU57
ENST00000403825	IFRD1	O00458
ENST00000356956	IGF2R	P11717
ENST00000361420	IGSF1	Q8N6C5
ENST00000369486	IGSF3	O75054
ENST00000227752	IL10RA	Q13651
ENST00000290200	IL10RB	Q08334
ENST00000233957	IL18R1	Q13478
ENST00000264257	IL1RL2	Q9HB29
ENST00000316649	IL20RA	Q9UHF4
ENST00000379959	IL2RA	P01589
ENST00000216223	IL2RB	P14784
ENST00000331035	IL3RA	P26951
ENST00000244174	IL9R	Q01113
ENST00000331075	INPP5J	Q15735
ENST00000404767	INTS1	Q8N201
ENST00000274364	IQGAP2	Q13576
ENST00000423302	IRAG1	Q9Y6F6
ENST00000453268	ISLR2	Q6UXK2
ENST00000369304	ITGA10	O75578
ENST00000315757	ITGA11	Q9UKX5
ENST00000262407	ITGA2B	P08514
ENST00000257879	ITGA7	Q13683
ENST00000389202	ITGAD	Q13349
ENST00000544665	ITGAM	P11215
ENST00000302278	ITGB1	P05556
ENST00000559488	ITGB3	P05106
ENST00000283249	ITGB6	P18564
ENST00000373298	ITM2A	O43736
ENST00000605930	ITPR3	Q14573
ENST00000382545	KCNA1	Q09470
ENST00000328224	KCNA4	P22459
ENST00000371741	KCNB1	Q14721
ENST00000265969	KCNC1	P48547
ENST00000477616	KCNC3	Q14003
ENST00000399286	KCNE1	P15382
ENST00000290310	KCNE2	Q9Y6J6
ENST00000310128	KCNE3	Q9Y6H6
ENST00000372101	KCNE5	Q9UJ90
ENST00000271751	KCNH1	O95259
ENST00000262186	KCNH2	Q12809
ENST00000264661	KCNH4	Q9UQ05
ENST00000322893	KCNH5	Q8NCM2
ENST00000332142	KCNH7	Q9NS40
ENST00000382152	KCNIP4	Q6PIL6
ENST00000392666	KCNJ1	P48048
ENST00000339994	KCNJ11	Q14654
ENST00000392671	KCNJ16	Q9NPI9
ENST00000529694	KCNJ5	P48544
ENST00000437525	KCNK16	Q96T55
ENST00000271915	KCNN3	Q9UGI6
ENST00000155840	KCNQ1	P51787
ENST00000287042	KCNS2	Q9ULS6
ENST00000294725	KCNT2	Q6UVM3
ENST00000382082	KCNV2	Q8TDN2
ENST00000355265	KEL	P23276
ENST00000257765	KHDC1	Q4VXA5
ENST00000345540	KIR2DL4	Q99706
ENST00000234371	KISS1R	Q969F8
ENST00000288135	KIT	P10721
ENST00000303746	KREMEN2	Q8NCW0
ENST00000370060	L1CAM	P32004
ENST00000272163	LBR	Q14739
ENST00000293760	LEMD2	Q8NC56
ENST00000308330	LEMD3	Q9Y2U8
ENST00000302787	LETM1	O95202
ENST00000379214	LGR4	Q9BXB1
ENST00000294954	LHCGR	P22888
ENST00000453190	LIFR	P42702
ENST00000596399	LIM2	P55344
ENST00000368820	LINGO4	Q6UY18
ENST00000353442	LMBR1	Q8WVP7
ENST00000267102	LMBR1L	Q6UX01
ENST00000420910	LMLN	Q96KR4
ENST00000272748	LNPK	Q9C0E8
ENST00000314891	LPCAT4	Q643R3
ENST00000372113	LRIT2	A6NDA9
ENST00000594814	LRIT3	Q3SXY7
ENST00000389484	LRP1B	Q9NZR2
ENST00000253193	LRP3	O75074
ENST00000261349	LRP6	O75581
ENST00000529415	LRRC24	Q50LG9
ENST00000294635	LRRC53	A6NM62
ENST00000372600	LRRC8A	Q8IWT6
ENST00000337338	LRRC8D	Q7L1W4
ENST00000306708	LRRC8E	Q6NSJ5
ENST00000295057	LRRTM1	Q86UE6
ENST00000533293	LTB4R2	Q9NPC1
ENST00000263800	LTK	P29376
ENST00000375825	LY6G6D	O95868
ENST00000263636	LY75	O60449
ENST00000256178	LYVE1	Q9Y5Y7
ENST00000392213	MAG	P20916
ENST00000261483	MAN2A1	Q16706
ENST00000399503	MAP3K1	Q13233
ENST00000274140	MARCHF6	O60337
ENST00000343411	MBTPS1	Q14703
ENST00000327606	MC2R	Q01718
ENST00000299766	MC4R	P32245
ENST00000249016	MCHR1	Q99705
ENST00000357742	MCTP2	Q6DN12
ENST00000503335	MEGF10	Q96KG7
ENST00000298048	MELK	Q14680
ENST00000355443	MFSD10	Q14728
ENST00000301327	MFSD3	Q96ES6
ENST00000475668	MGAM	O43451
ENST00000441493	MICAL3	Q7RTP6
ENST00000347364	MKKS	Q9NPJ1
ENST00000218721	MLNR	O43193
ENST00000360490	MME	P08473
ENST00000305963	MMGT1	Q8N4V1
ENST00000311852	MMP14	P50281
ENST00000370783	MOSPD1	Q9UJG1
ENST00000380492	MOSPD2	Q8NHP6
ENST00000380044	MPV17	P39210
ENST00000533357	MPZ	P25189
ENST00000367580	MR1	Q95460
ENST00000303375	MRC2	Q9UBG0
ENST00000389832	MRGPRE	Q86SM8
ENST00000345732	MS4A1	P11836
ENST00000536621	MUC12	Q9UKN1
ENST00000561890	MUC22	E2RYF6
ENST00000409745	MYADML2	A6NDP7
ENST00000360304	MYLK	Q15746
ENST00000394809	MYLK3	Q32MK0
ENST00000339996	MYMK	A6NI61
ENST00000359263	MYOF	Q9NZM1
ENST00000297625	MYORG	Q6NSJ0
ENST00000278836	MYRF	Q9Y2G1
ENST00000423729	NAT8L	Q8N9F0
ENST00000400546	NCAM2	O15394
ENST00000293373	NCKAP1L	P55160
ENST00000294129	NCKIPSD	Q9NZQ3
ENST00000323851	NDRG1	Q92597
ENST00000261797	NDST1	P52848
ENST00000308961	NDUFA11	Q86Y39
ENST00000485303	NECTIN3	Q9NQS3
ENST00000314400	NEPRO	Q6NW34
ENST00000358273	NF1	P21359
ENST00000339876	NFASC	O94856
ENST00000302926	NLGN2	Q8NFZ4
ENST00000344920	NNT	Q13423
ENST00000297990	NOL6	Q9H6R4
ENST00000375023	NOTCH4	Q99466
ENST00000263317	NOX4	Q9NPH5
ENST00000360151	NPIPA5	E9PKD4
ENST00000243300	NRK	Q7Z2Y5
ENST00000257770	NT5E	P21589
ENST00000277120	NTRK2	Q16620
ENST00000370501	NTSR1	P30989
ENST00000306928	NTSR2	O95665
ENST00000254508	NUP210	Q8TEM1
ENST00000368559	NUP210L	Q5VU65
ENST00000573584	NUP88	Q99567
ENST00000354638	OCA2	Q04671
ENST00000279028	OCSTAMP	Q9BR26
ENST00000369951	OPN1LW	P04000
ENST00000369929	OPN1MW2	P0DN77
ENST00000241891	OPN4	Q9UHM6
ENST00000330432	OPRM1	P35372
ENST00000309675	OR10P1	Q8NGE3
ENST00000396806	OR12D3	Q9UGF7
ENST00000338616	OR13H1	Q8NG92
ENST00000317834	OR2D3	Q8NGH3
ENST00000360358	OR2W3	Q7Z3T1
ENST00000545221	OR4D2	P58180
ENST00000585993	OR4F17	Q8NGA8
ENST00000328795	OR4N4	Q8N0Y3
ENST00000537935	OR52E8	Q6IFG1
ENST00000325719	OR52K2	Q8NGK3
ENST00000360213	OR52M1	Q8NGK5
ENST00000326855	OR5AK2	Q8NH90
ENST00000329434	OR5P2	Q8WZ92
ENST00000418316	OR6V1	Q8N148
ENST00000350513	OR9A2	Q8NGT5
ENST00000392844	ORC3	Q9UBD5
ENST00000263650	OSBPL5	Q9H0X9
ENST00000263314	P2RX3	P56373
ENST00000302632	P2RY12	Q9H244
ENST00000381297	P2RY8	Q86VZ1
ENST00000383729	P4HTM	Q9NXG6
ENST00000263563	PALD1	Q9ULE6
ENST00000227638	PANX1	Q96RD7
ENST00000264360	PCDH10	Q9P2E7
ENST00000377865	PCDH9	Q9HC56
ENST00000398631	PCDHA12	Q9UN75
ENST00000289272	PCDHA13	Q9Y5I0
ENST00000526136	PCDHA2	Q9Y5H9
ENST00000522353	PCDHA3	Q9Y5H8
ENST00000530339	PCDHA4	Q9UN74
ENST00000525929	PCDHA7	Q9UN72
ENST00000253807	PCDHAC1	Q9H158
ENST00000239446	PCDHB10	Q9UN67
ENST00000239450	PCDHB12	Q9Y5F1
ENST00000239449	PCDHB14	Q9Y5E9
ENST00000194152	PCDHB4	Q9Y5E5
ENST00000398587	PCDHGA11	Q9Y5H2
ENST00000253812	PCDHGA3	Q9Y5H0
ENST00000518069	PCDHGA5	Q9Y5G8
ENST00000523390	PCDHGB1	Q9Y5G3
ENST00000519479	PCDHGB4	Q9UN71
ENST00000308177	PCDHGC3	Q9UN70
ENST00000252087	PCDHGC5	Q9Y5F6
ENST00000304743	PCNX1	Q96RV3
ENST00000258229	PCNX2	A6NKB5
ENST00000300954	PCSK4	Q6UW60
ENST00000282096	PDE3B	Q13370
ENST00000317968	PDLIM5	Q96HC4
ENST00000447513	PEX10	O60683
ENST00000225873	PEX12	O00623
ENST00000378750	PEX16	Q9Y5Y5
ENST00000357039	PEX2	P28328
ENST00000431232	PGAP6	Q9HCN3
ENST00000332995	PHACTR1	Q9C0D0
ENST00000297373	PHKG1	Q16816
ENST00000301015	PIEZO1	Q92508
ENST00000333590	PIGA	P37287
ENST00000164305	PIGB	Q92521
ENST00000344529	PIGC	Q92535
ENST00000453061	PIGG	Q5H8A4
ENST00000216452	PIGH	Q14442
ENST00000368090	PIGM	Q9H3S5
ENST00000308360	PIGS	Q96S52
ENST00000279036	PIGT	Q969N2
ENST00000527353	PIGY	Q3MUY2
ENST00000262304	PKD1	P98161
ENST00000289672	PKD1L1	Q8TDX9
ENST00000253255	PKDREJ	Q9NTG1
ENST00000371117	PKHD1	P08F94
ENST00000409735	PLD3	Q8IV08
ENST00000392593	PLD4	Q96BZ4
ENST00000357525	PLN	P26678
ENST00000282903	PLOD2	O00469
ENST00000376327	PLP2	Q04941
ENST00000370185	PLPPR4	Q7Z2D5
ENST00000252590	PLVAP	Q9BX97
ENST00000315392	PLXDC1	Q8IUK5
ENST00000377252	PLXDC2	Q6UX71
ENST00000393409	PLXNA1	Q9UIW2
ENST00000367033	PLXNA2	O75051
ENST00000296440	PLXNB1	O43157
ENST00000361971	PLXNB3	Q9ULL4
ENST00000324093	PLXND1	Q9Y4D7
ENST00000548747	PMEL	P40967
ENST00000371984	POMGNT1	Q8WZA1
ENST00000331373	POMK	Q9H5K3
ENST00000261534	POMT2	Q9UKY4
ENST00000254765	POPDC3	Q9HBV1
ENST00000253925	PPFIA1	Q13136
ENST00000284601	PPP1R3A	Q16821
ENST00000553851	PRAF2	O60831
ENST00000447510	PROM1	O43490
ENST00000230381	PRPH2	P23942
ENST00000372435	PRPS1	P60891
ENST00000378628	PRRG1	O14668
ENST00000211413	PRRT1	Q99946
ENST00000324501	PSEN1	P49768
ENST00000331920	PTCH1	Q13635
ENST00000372192	PTCH2	Q9Y6C5
ENST00000517309	PTDSS1	P48651
ENST00000308020	PTDSS2	Q9BVG9
ENST00000292513	PTGER1	P34995
ENST00000370757	PTGFR	P43088
ENST00000244043	PTGIS	Q16647
ENST00000371621	PTPN1	P18031
ENST00000358540	PTPN5	P54829
ENST00000359947	PTPRF	P10586
ENST00000281171	PTPRO	Q16827
ENST00000373187	PTPRT	O14522
ENST00000373779	PTPRU	Q92729
ENST00000330938	PTTG1IP	P53801
ENST00000394427	QRFPR	Q96P65
ENST00000523189	RANBP17	Q9H2T7
ENST00000233596	REEP6	Q96HR9
ENST00000295802	RETSAT	Q6NUM9
ENST00000296292	RFT1	Q96AA3
ENST00000371175	RHAG	Q02094
ENST00000372990	RHBDL2	Q9NX52
ENST00000315082	RHOT2	Q8IXI1
ENST00000444024	RMND1	Q9NWS8
ENST00000515673	RNF150	Q9ULK6
ENST00000262482	RNF167	Q9H6Y7
ENST00000521654	RNF217	Q8TC41
ENST00000407977	RNF43	Q68DV7
ENST00000610020	RPAP2	Q8IXW5
ENST00000377813	RRBP1	Q9P2E9
ENST00000370992	RRP12	Q5JTH9
ENST00000267484	RTN1	Q16799
ENST00000312295	RTP1	P59025
ENST00000358241	RTP2	Q5QGT7
ENST00000359596	RYR1	P21817
ENST00000341901	SBK1	Q52WX2
ENST00000425597	SCAMP5	Q8TAC9
ENST00000354914	SCARA5	Q6ZMJ2
ENST00000278947	SCN2B	O60939
ENST00000299333	SCN3B	Q9NY72
ENST00000435607	SCN4A	P35499
ENST00000324727	SCN4B	Q8IWT1
ENST00000228916	SCNN1A	P37088
ENST00000395693	SCO2	O43819
ENST00000367975	SDHC	Q99643
ENST00000404826	SDK1	Q7Z5N4
ENST00000243253	SEC61A1	P61619
ENST00000337002	SEC62	Q99442
ENST00000399878	SEL1L3	Q68CR1
ENST00000333360	SELE	P16581
ENST00000236147	SELL	P14151
ENST00000357599	SEMA5B	Q9P283
ENST00000343348	SEMA6A	Q9H2E6
ENST00000368914	SEMA6C	Q9H3T2
ENST00000382103	SEPSECS	Q9HD40
ENST00000319327	SERINC4	A6NH21
ENST00000248933	SEZ6L	Q9BYH1
ENST00000335508	SF3B1	O75533
ENST00000369893	SFXN2	Q96NB2
ENST00000272433	SFXN5	Q8TD22
ENST00000262018	SGCA	Q16586
ENST00000324225	SIDT2	Q8NBJ9
ENST00000431843	SIGIRR	Q6IA17
ENST00000344754	SIGLEC1	Q9BZZ2
ENST00000270162	SIK1	P57059
ENST00000368057	SLAMF6	Q96DU3
ENST00000518568	SLC10A5	Q5PT55
ENST00000335472	SLC10A7	Q0GE19
