Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000393256	BCL2L11	O43521
ENST00000320776	BLOC1S4	Q9NUP1
ENST00000367808	BLZF1	Q9H2G9
ENST00000314565	BORCS5	Q969J3
ENST00000357654	BRCA1	P38398
ENST00000380152	BRCA2	P51587
ENST00000404760	BRD1	O95696
ENST00000374825	BRD2	P25440
ENST00000399546	BRDT	Q58F21
ENST00000326581	C4orf17	Q53FE4
ENST00000511828	C4orf54	D6RIA3
ENST00000297324	C8orf48	Q96LL4
ENST00000374165	C9orf43	Q8TAL5
ENST00000285379	CA2	P00918
ENST00000394303	CACNB1	Q02641
ENST00000324631	CACNB2	Q08289
ENST00000272298	CALM2	P0DP24
ENST00000378494	CAMKMT	Q7Z624
ENST00000229922	CAP2	P40123
ENST00000271971	CAPN9	O14815
ENST00000341394	CAPRIN1	Q14444
ENST00000251973	CARD10	Q9BWT7
ENST00000380525	CARS1	P49589
ENST00000357037	CAVIN1	Q6NZI2
ENST00000398165	CBS	P35520
ENST00000417826	CCDC103	Q8IW40
ENST00000389176	CCDC154	A6NI56
ENST00000338306	CCDC157	Q569K6
ENST00000338005	CCDC183	Q5T5S1
ENST00000476379	CCDC39	Q9UFE4
ENST00000389857	CCDC88C	Q9P219
ENST00000258781	CCM2	Q9BSQ5
ENST00000288207	CCNB2	O95067
ENST00000261254	CCND2	P30279
ENST00000258091	CCT7	Q99832
ENST00000286788	CCT8	P50990
ENST00000342711	CDC42BPG	Q6DT37
ENST00000371477	CDC5L	Q99459
ENST00000330560	CDCA2	Q69YH5
ENST00000306721	CDCA7	Q9BWT1
ENST00000566621	CDIN1	Q9Y2V0
ENST00000301488	CDK2AP2	O75956
ENST00000257904	CDK4	P11802
ENST00000349780	CDK5RAP2	Q96SN8
ENST00000424848	CDK6	Q00534
ENST00000276925	CDKN2B	P42772
ENST00000301019	CDT1	Q9H211
ENST00000273853	CENPC	Q03188
ENST00000366955	CENPF	P49454
ENST00000375587	CENPP	Q6IPU0
ENST00000309048	CENPS	Q8N2Z9
ENST00000378230	CEP104	O60308
ENST00000414716	CEP170B	Q9Y4F5
ENST00000506447	CEP192	Q8TEP8
ENST00000325212	CEP295	Q9C0D2
ENST00000305768	CEP89	Q96ST8
ENST00000339818	CFAP410	O43822
ENST00000389297	CFAP69	A5D8W1
ENST00000447540	CHD9	Q3L8U1
ENST00000323578	CHID1	Q9BWS9
ENST00000406938	CHKB	Q9Y259
ENST00000263780	CHMP2B	Q9UQN3
ENST00000243776	CHPF	Q8IZ52
ENST00000276055	CHST7	Q9NS84
ENST00000258930	CIB2	O75838
ENST00000372938	CIZ1	Q9ULV3
ENST00000409790	CLEC16A	Q2KHT3
ENST00000369449	CLIC2	O15247
ENST00000377453	CLN5	O75503
ENST00000551295	CNTN1	Q12860
ENST00000297135	COG5	Q9UP83
ENST00000252599	COLGALT1	Q8NBJ5
ENST00000308197	COQ10A	Q96MF6
ENST00000334571	COQ6	Q9Y2Z9
ENST00000262507	COQ9	O75208
ENST00000219150	CORO1A	P31146
ENST00000538197	CPEB2	Q7Z5Q1
ENST00000310396	CPED1	A4D0V7
ENST00000233072	CPS1	P31327
ENST00000371486	CPT2	P23786
ENST00000368222	CRABP2	P29373
ENST00000332896	CRADD	P78560
ENST00000318080	CRAT	P43155
ENST00000331536	CROT	Q9UKG9
ENST00000368633	CRTC2	Q53ET0
ENST00000282141	CRYGC	P07315
ENST00000307944	CRYGS	P22914
ENST00000572914	CRYM	Q14894
ENST00000358528	CSDE1	O75534
ENST00000374466	CSGALNACT2	Q8N6G5
ENST00000228515	CSRNP2	Q9H175
ENST00000331173	CSTF2T	Q9H0L4
ENST00000302763	CTNNA1	P35221
ENST00000399050	CTNND1	O60716
ENST00000359276	CTPS2	Q9NRF8
ENST00000310325	CTSF	Q9UBX1
ENST00000453996	CTU2	Q2VPK5
ENST00000375440	CUL4A	Q13619
ENST00000305786	CYCS	P99999
ENST00000381813	CYS1	Q717R9
ENST00000391916	DACT3	Q96B18
ENST00000368336	DAP3	P51398
ENST00000393565	DBN1	Q16643
ENST00000389924	DDX42	Q86XP3
ENST00000397333	DDX51	Q8N8A6
ENST00000382409	DEAF1	O75398
ENST00000496613	DENND2A	Q9ULE3
ENST00000337343	DGKH	Q86XP1
ENST00000210060	DHPS	P49366
ENST00000263035	DHTKD1	Q96HY7
ENST00000308736	DHX37	Q8IY37
ENST00000400324	DIAPH3	Q9NSV4
ENST00000270223	DMWD	Q09019
ENST00000358410	DNA2	P51530
ENST00000420323	DNAH1	Q9P2D7
ENST00000389840	DNAH17	Q9UFH2
ENST00000311014	DNAI2	Q9GZS0
ENST00000602402	DNAJC3	Q13217
ENST00000549701	DNM1L	O00429
ENST00000432829	DOCK8	Q8NF50
ENST00000398665	DOT1L	Q8TEK3
ENST00000528416	DPF2	Q92785
ENST00000351513	DPYS	Q14117
ENST00000379802	DSP	P15924
ENST00000337737	DTX3	Q8N9I9
ENST00000342782	DUSP9	Q99956
ENST00000337523	DXO	O77932
ENST00000447467	DYNC1I1	O14576
ENST00000346618	E2F3	O00716
ENST00000382758	EEF1AKMT1	Q8WVE0
ENST00000331493	EFCAB13	Q8IY85
ENST00000262726	EFCAB6	Q5THR3
ENST00000371068	EFHC1	Q5JVL4
ENST00000366641	EGLN1	Q9GZT9
ENST00000231887	EHHADH	Q08426
ENST00000338034	ELAC2	Q9BQ52
ENST00000319359	ELL3	Q9HB65
ENST00000393997	ELMO3	Q96BJ8
ENST00000520242	ELOC	Q15369
ENST00000358232	ELP2	Q6IA86
ENST00000553456	EMX2	Q04743
ENST00000357365	ENTR1	Q96C92
ENST00000367519	EPM2A	O95278
ENST00000281172	EPS8	Q12929
ENST00000250263	ERI1	Q8IV48
ENST00000357967	ERI2	A8K979
ENST00000298738	ERICH6B	Q5W0A0
ENST00000185150	ERLEC1	Q96DZ1
ENST00000410096	ERMN	Q8TAM6
ENST00000206249	ESR1	P03372
ENST00000341099	ESR2	Q92731
ENST00000473183	ESRP2	Q9H6T0
ENST00000396373	ETV6	P41212
ENST00000372358	EXOSC2	Q13868
ENST00000561421	FAH	P16930
ENST00000476287	FAM120B	Q96EK7
ENST00000418814	FAM135A	Q9P2D6
ENST00000286544	FAM161B	Q96MY7
ENST00000493442	FAM199X	Q6PEV8
ENST00000393600	FAM50A	Q14320
ENST00000381003	FAM9A	Q8IZU1
ENST00000450660	FANCD2OS	Q96PS1
ENST00000229769	FANCE	Q9HB96
ENST00000267430	FANCM	Q8IYD8
ENST00000306749	FASN	P49327
ENST00000375326	FBP1	P09467
ENST00000397621	FBXL16	Q8N461
ENST00000382368	FBXL18	Q96ME1
ENST00000292852	FBXO17	Q96EF6
ENST00000292853	FBXO27	Q8NI29
ENST00000366862	FBXO28	Q9NVF7
ENST00000338040	FBXO40	Q9UH90
ENST00000288078	FCSK	Q8N0W3
ENST00000217289	FERMT1	Q9BQL6
ENST00000442488	FEZF1	A0PJY2
ENST00000315930	FGF13	Q92913
ENST00000285071	FLCN	Q8NFG4
ENST00000527786	FLI1	Q01543
ENST00000335071	FOXE3	Q13461
ENST00000374259	FOXO4	P98177
ENST00000350908	FOXP2	O15409
ENST00000357447	FRMD4A	Q9P2Q2
ENST00000377765	FRMPD1	Q5SYB0
ENST00000427159	FTSJ3	Q8IY81
ENST00000262994	GAB1	Q13480
ENST00000282538	GADL1	Q6ZQY3
ENST00000407599	GAGE10	A6NGK3
ENST00000375011	GALNT12	Q8IXK2
ENST00000366672	GALNT2	Q10471
ENST00000265000	GALNT7	Q86SF2
ENST00000299505	GARRE1	O15063
ENST00000268699	GAS8	O95995
ENST00000376670	GATA1	P15976
ENST00000396659	GATM	P50440
ENST00000379491	GCM2	O75603
ENST00000315467	GCSH	P23434
ENST00000380191	GDI2	P50395
ENST00000373563	GIGYF2	Q6Y7W6
ENST00000307271	GIMAP8	Q8ND71
ENST00000228682	GLI1	P08151
ENST00000308388	GMPPB	Q9Y5P6
ENST00000399440	GMPR2	Q9P2T1
ENST00000378609	GNB1	P62873
ENST00000232564	GNB4	Q9HAV0
ENST00000360845	GNL3L	Q9NVN8
ENST00000421285	GOLGA6B	A6NDN3
ENST00000388712	GOLM1	Q8NBJ4
ENST00000367763	GORAB	Q5T7V8
ENST00000370508	GOT1	P17174
ENST00000379019	GPCPD1	Q9NPB8
ENST00000394955	GPT	P24298
ENST00000309851	GSTM1	P09488
ENST00000424337	GTF2IRD1	Q9UHL9
ENST00000222511	GTPBP10	A4D1E9
ENST00000526355	GUCY1A2	P33402
ENST00000281543	GUF1	Q8N442
ENST00000261195	GYS2	P54840
ENST00000244534	H1-3	P16402
ENST00000359562	HAND2	P61296
ENST00000330597	HBG1	P69891
ENST00000380762	HCCS	P53701
ENST00000373548	HDAC1	Q13547
ENST00000519065	HDAC2	Q92769
ENST00000305264	HDAC3	O15379
ENST00000080059	HDAC7	Q8WUI4
ENST00000366582	HEATR1	Q9H583
ENST00000295488	HELQ	Q8TDG4
ENST00000370425	HFM1	A2PYH4
ENST00000253083	HIP1R	O75146
ENST00000379388	HIVEP1	P15822
ENST00000367603	HIVEP2	P31629
ENST00000336216	HMG20A	Q9NP66
ENST00000403681	HMGA2	P52926
ENST00000369406	HMGCS2	P54868
ENST00000358130	HMGN5	P82970
ENST00000301785	HNRNPUL2	Q1KMD3
ENST00000392351	HOMER3	Q9NSC5
ENST00000006015	HOXA11	P31270
ENST00000249501	HOXD10	P28358
ENST00000372844	HPCAL4	Q9UM19
ENST00000299238	HPS6	Q86YV9
ENST00000252825	HRC	P23327
ENST00000304031	HS1BP3	Q53T59
ENST00000451882	HSBP1L1	C9JCN9
ENST00000216027	HSCB	Q8IWL3
ENST00000521374	HSF4	Q9ULV5
ENST00000371646	HSP90AB1	P08238
ENST00000247207	HSPA2	P54652
ENST00000311890	HSPB7	Q9UBY9
ENST00000320027	HSPH1	Q92598
ENST00000432176	HYCC1	Q9BYI3
ENST00000366711	IBA57	Q5T440
ENST00000296564	ICE1	Q9Y2F5
ENST00000348417	IFT122	Q9HBG6
ENST00000433985	IFT27	Q9BW83
ENST00000326448	IFT80	Q9P2H3
ENST00000368886	IKZF5	Q9H5V7
ENST00000299421	ILK	Q13418
ENST00000326739	IMPDH2	P12268
ENST00000369849	INA	Q16352
ENST00000233331	INO80B	Q9C086
ENST00000373024	INPP5B	P32019
ENST00000421807	INPP5K	Q9BT40
ENST00000435064	INTS11	Q5TA45
ENST00000340139	INTS12	Q96CB8
ENST00000330574	INTS5	Q6P9B9
ENST00000523731	INTS8	Q75QN2
ENST00000361170	IQGAP3	Q86VI3
ENST00000369980	IRAK1	P51617
ENST00000366609	IRF2BP2	Q7Z5L9
ENST00000367021	IRF6	O14896
ENST00000244314	IRGC	Q6NXR0
ENST00000302057	IRX2	Q9BZI1
ENST00000556816	ISCA2	Q86U28
ENST00000230658	ISL1	P61371
ENST00000173527	ISOC1	Q96CN7
ENST00000374864	ITCH	Q96J02
ENST00000431877	ITPRID2	P28290
ENST00000226319	JADE1	Q6IE81
ENST00000458235	JAK3	P52333
ENST00000397299	JMJD7	P0C870
ENST00000261588	KATNIP	O60303
ENST00000568000	KCTD13	Q8WZ19
ENST00000403888	KCTD17	Q8N5Z5
ENST00000373731	KCTD20	Q7Z5Y7
ENST00000377071	KDM2B	Q8NHM5
ENST00000259711	KIF13A	Q9H1H9
ENST00000524189	KIF13B	Q9NQT8
ENST00000320785	KIF1C	O43896
ENST00000394894	KIF20A	O95235
ENST00000461742	KIF21B	O75037
ENST00000407818	KIF2A	O00139
ENST00000375712	KIF3B	O15066
ENST00000302418	KIF5B	P33176
ENST00000394412	KIF7	Q2M1P5
ENST00000285407	KLF10	Q13118
ENST00000377687	KLF5	Q13887
ENST00000468660	KLF8	O95600
ENST00000359358	KLHL14	Q9P2G3
ENST00000534358	KMT2A	Q03164
ENST00000301067	KMT2D	O14686
ENST00000399668	KNL1	Q8NG31
ENST00000344337	KPNA1	P52294
ENST00000251643	KRT12	Q99456
ENST00000388835	KRT18	P05783
ENST00000330722	KRT6A	P02538
ENST00000252252	KRT6B	P04259
ENST00000293745	KRT72	Q14CN4
ENST00000293670	KRT83	P78385
ENST00000391620	KRTAP10-3	P60369
ENST00000399676	KRTAP5-5	Q701N2
ENST00000391354	KRTAP9-7	A8MTY7
ENST00000267436	L2HGDH	Q9H9P8
ENST00000357360	LAGE3	Q14657
ENST00000299213	LARP6	Q9BRS8
ENST00000544547	LIMS1	P48059
ENST00000157600	LMCD1	Q9NZU5
ENST00000329451	LMNTD2	Q8IXW0
ENST00000342310	LMX1A	Q8TE12
ENST00000360614	LONP1	P36776
ENST00000317135	LRCH2	Q5VUJ6
ENST00000285928	LRGUK	Q96M69
ENST00000328278	LRRC14B	A6NHZ5
ENST00000316428	LRRC31	Q6UY01
ENST00000371980	LURAP1	Q96LR2
ENST00000371920	LUZP4	Q9P127
ENST00000454422	LZTS2	Q9BRK4
ENST00000400004	MAGEB17	A8MXT2
ENST00000378988	MAGEB2	O15479
ENST00000375068	MAGED2	Q9UNF1
ENST00000361470	MAGEE1	Q9HCI5
ENST00000354212	MAGI2	Q86UL8
ENST00000466681	MALSU1	Q96EH3
ENST00000307102	MAP2K1	Q02750
ENST00000353533	MAP2K4	P45985
ENST00000547488	MAP3K12	Q12852
ENST00000338883	MAP3K15	Q6ZN16
ENST00000392142	MAP3K4	Q9Y6R4
ENST00000338033	MAPK15	Q8TD08
ENST00000263025	MAPK3	P27361
ENST00000282276	MARS2	Q96GW9
ENST00000403625	MAST4	O15021
ENST00000394805	MATR3	P43243
ENST00000262815	MAU2	Q9Y6X3
ENST00000322945	MAZ	P56270
ENST00000370853	MBNL3	Q9NUK0
ENST00000408903	MCC	P23508
ENST00000244217	MCEE	Q96PE7
ENST00000519895	MCF2	P10911
ENST00000233114	MDH1	P40925
ENST00000374080	MED12	Q93074
ENST00000397786	MED13	Q9UHV7
ENST00000312865	MED25	Q71SY5
ENST00000401548	MEI1	Q5TIA1
ENST00000450708	MEN1	O00255
ENST00000318579	MEOX1	P50221
ENST00000300057	MESP1	Q9BRJ9
ENST00000407364	METTL15	A6NJ78
ENST00000301686	METTL26	Q96S19
ENST00000356998	MFNG	O00587
ENST00000264819	MIER2	Q8N344
ENST00000371996	MINPP1	Q9UNW1
ENST00000352241	MITF	O75030
ENST00000262430	MLYCD	O95822
ENST00000274813	MMUT	P22033
ENST00000260453	MNS1	Q8NEH6
ENST00000252971	MNX1	P50219
ENST00000244051	MOCS3	O95396
ENST00000306984	MPLKIP	Q8TAP9
ENST00000225275	MPO	P05164
ENST00000409474	MPP4	Q96JB8
ENST00000323929	MRE11	P49959
ENST00000389758	MROH2A	A6NES4
ENST00000360840	MRPL37	Q9BZE1
ENST00000309352	MRPL38	Q96DV4
ENST00000312475	MRPL46	Q9H2W6
ENST00000368830	MRPL9	Q9BYD2
ENST00000241600	MRPS2	Q9Y399
ENST00000272418	MRPS5	P82675
ENST00000239243	MSX2	P35548
ENST00000351870	MTERF1	Q99551
ENST00000240050	MTERF2	Q49AM1
ENST00000332674	MXI1	P50539
ENST00000254718	MYBBP1A	Q9BQG0
ENST00000228641	MYF6	P23409
ENST00000245503	MYH2	Q9UKX2
ENST00000228841	MYL2	P10916
ENST00000300119	MYO1A	Q9UBC5
ENST00000318217	MYO1D	O94832
ENST00000356056	MYO9A	B2RTY4
ENST00000472487	MYSM1	Q5VVJ2
ENST00000425611	NABP1	Q96AH0
ENST00000292431	NACC1	Q96RE7
ENST00000277554	NACC2	Q96BF6
ENST00000396398	NAGA	P17050
ENST00000373079	NAP1L3	Q99457
ENST00000450053	NBEAL2	Q6ZNJ1
ENST00000318249	NBPF3	Q9H094
ENST00000415641	NBPF4	Q96M43
ENST00000396354	NDE1	Q9NXR1
ENST00000260361	NDUFAF1	Q9Y375
ENST00000378106	NDUFAF5	Q5TEU4
ENST00000396124	NDUFAF6	Q330K2
ENST00000377122	NEBL	O76041
ENST00000366999	NEK2	P51955
ENST00000375429	NELFE	P18615
ENST00000298310	NEMF	O60524
ENST00000375631	NEU1	Q99519
ENST00000295108	NEUROD1	Q13562
ENST00000314744	NEUROG1	Q92886
ENST00000320805	NFATC2IP	Q8NCF5
ENST00000250373	NFATC4	Q14934
ENST00000410022	NFU1	Q9UMS0
ENST00000274606	NHP2	Q9NX24
ENST00000278886	NINL	Q9Y2I6
ENST00000422806	NKX1-1	Q15270
ENST00000329198	NKX2-5	P52952
ENST00000325017	NKX2-6	A6NCS4
ENST00000324134	NLRP12	P59046
ENST00000301295	NLRP4	Q96MN2
ENST00000390649	NLRP5	P59047
ENST00000199447	NME8	Q8N427
ENST00000299964	NNMT	P40261
ENST00000467773	NOBOX	O60393
ENST00000564992	NOL3	O60936
ENST00000276079	NONO	Q15233
ENST00000361897	NOS1AP	O75052
ENST00000317647	NOSTRIN	Q8IVI9
ENST00000329468	NPAP1	Q9NZP6
ENST00000278612	NPAT	Q14207
ENST00000445609	NPHP1	O15259
ENST00000367553	NPL	Q9BXD5
ENST00000370110	NPM3	O75607
ENST00000246672	NR1D1	P20393
ENST00000291442	NR2F6	P10588
ENST00000394464	NR3C1	P04150
ENST00000358102	NR3C2	P08235
ENST00000339562	NR4A2	P43354
ENST00000369023	NSMCE4A	Q9NXX6
ENST00000304081	NT5C1B	Q96P26
ENST00000422318	NT5DC2	Q9H857
ENST00000287706	NTAN1	Q96AB6
ENST00000370068	NTNG1	Q9Y2I2
ENST00000568733	NUB1	Q9Y5A7
ENST00000397061	NUDT19	A8MXV4
ENST00000229179	NUP107	P57740
ENST00000372466	NUP62CL	Q9H1M0
ENST00000381707	NUTM2A	Q8IVF1
ENST00000228928	OAS3	Q9Y6K5
ENST00000257570	OASL	Q15646
ENST00000344629	OGG1	O15527
ENST00000382348	OLIG1	Q8TAK6
ENST00000382357	OLIG2	Q13516
ENST00000371568	ORC1	Q13415
ENST00000392857	ORC4	O43929
ENST00000039007	OTC	P00480
ENST00000327582	OXCT2	Q9BYC2
ENST00000517566	OXR1	Q8N573
ENST00000331483	P4HB	P07237
ENST00000312600	PABPC5	Q96DU9
ENST00000244458	PACSIN1	Q9BY11
ENST00000374968	PAGE2	Q7Z2X7
ENST00000560346	PAK6	Q9NQU5
ENST00000263174	PALMD	Q9NP74
ENST00000374788	PARD3	Q8TEW0
ENST00000366794	PARP1	P09874
ENST00000313028	PARP10	Q53GL7
ENST00000371279	PARS2	Q7L3T8
ENST00000373358	PBDC1	Q9BVG4
ENST00000376285	PCCA	P05165
ENST00000372409	PCIF1	Q9H4Z3
ENST00000319441	PCK1	P35558
ENST00000392750	PDCD10	Q9BUL8
ENST00000380702	PDE4A	P27815
ENST00000354960	PDE5A	O76074
ENST00000255266	PDE6A	P16499
ENST00000264917	PDE8B	O95263
ENST00000422285	PDHA1	P08559
ENST00000227868	PDHX	O00330
ENST00000297598	PDP1	Q9P0J1
ENST00000402685	PDZRN4	Q6ZMN7
ENST00000326441	PEG3	Q9GZU2
ENST00000572293	PELP1	Q8IZL8
ENST00000314666	PFAS	O15067
ENST00000368010	PFDN2	Q9UHV9
ENST00000374606	PFDN6	O15212
ENST00000378319	PHF11	Q9UIL8
ENST00000370803	PHF6	Q8IWS0
ENST00000222254	PIK3R2	O00459
ENST00000447110	PIK3R5	Q8WYR1
ENST00000572447	PIMREG	Q9BSJ6
ENST00000380420	PIR	O00625
ENST00000356404	PITPNM1	O00562
ENST00000224949	PITRM1	Q5JRX3
ENST00000397292	PLAA	Q9Y263
ENST00000381657	PLCXD1	Q9NUJ7
ENST00000430334	PLEKHM1	Q9Y4G2
ENST00000375799	PLEKHM2	Q8IWE5
ENST00000223864	PLGRKT	Q9HBL7
ENST00000454744	PLK5	Q496M5
ENST00000196061	PLOD1	Q02809
ENST00000249269	PMPCB	O75439
ENST00000369239	PNISR	Q8TF01
ENST00000428202	POC5	Q8NA72
ENST00000375749	POFUT1	Q9H488
ENST00000376004	POGLUT2	Q6UW63
ENST00000271715	POGZ	Q7Z3K3
ENST00000309424	POLR1G	O15446
ENST00000314595	POLR2B	P30876
ENST00000380842	POMP	Q9Y244
ENST00000401707	POP1	Q99575
ENST00000357500	POP5	Q969H6
ENST00000409914	POTEF	A5A3E0
ENST00000259915	POU5F1	Q01860
ENST00000373232	PPA1	Q15181
ENST00000299492	PPFIBP2	Q8ND30
ENST00000294952	PPP1R21	Q6ZMI0
ENST00000481195	PPP2CA	P67775
ENST00000221138	PPP2CB	P62714
ENST00000264977	PPP2R3A	Q06190
ENST00000240139	PPP3CC	P48454
ENST00000012443	PPP5C	P53041
ENST00000447146	PQBP1	O60828
ENST00000376189	PRAMEF6	Q5VXH4
ENST00000398548	PRDM15	P57071
ENST00000264808	PRDM5	Q9NQX1
ENST00000319248	PRDX1	Q06830
ENST00000371941	PREX1	Q8TCU6
ENST00000308677	PRKACA	P17612
ENST00000287878	PRKAG2	Q9UGJ0
ENST00000589228	PRKAR1A	P10644
ENST00000264399	PRKG2	Q13237
ENST00000324862	PRPF3	O43395
ENST00000321030	PRPF31	Q8WWY3
ENST00000266079	PRPF6	O94906
ENST00000396394	PSMA1	P25786
ENST00000157812	PSMC4	P43686
ENST00000295901	PSMD6	Q15008
ENST00000404125	PSME4	Q14997
ENST00000317615	PSMG2	Q969U7
ENST00000275605	PSPH	P78330
ENST00000265562	PTPN23	Q9H3S7
ENST00000331327	PURA	Q00577
ENST00000469408	PUS7	Q96PZ0
ENST00000379031	PUSL1	Q8N0Z8
ENST00000286353	PXYLP1	Q8TE99
ENST00000329875	PYCR1	P32322
ENST00000216392	PYGL	P06737
ENST00000361752	QKI	Q96PU8
ENST00000355624	RAB11FIP2	Q7L804
ENST00000305626	RAB33B	Q9H082
ENST00000265062	RAB7A	P51149
ENST00000373538	RABEPK	Q7Z6M1
ENST00000284957	RABGEF1	Q9UJ41
ENST00000311502	RABL6	Q3YEC7
ENST00000249071	RAC2	P15153
ENST00000512805	RACK1	P63244
ENST00000378823	RAD50	Q92878
ENST00000358495	RAD52	P43351
ENST00000265109	RAI14	Q9P0K7
ENST00000372050	RALGDS	Q12967
ENST00000408927	RAP1GDS1	P52306
ENST00000334062	RASA3	Q14644
ENST00000367649	RASAL2	Q9UJF2
ENST00000225688	RASD1	Q9Y272
ENST00000310803	RASGRP1	O95267
ENST00000267163	RB1	P06400
ENST00000396912	RBAK	Q9NYW8
ENST00000373493	RBBP4	Q09028
ENST00000327155	RBBP8	Q99708
ENST00000356286	RBCK1	Q9BYM8
ENST00000376759	RBM3	P98179
ENST00000424776	RBMXL3	Q8N7X1
ENST00000343694	RBPJL	Q9UBG7
ENST00000367854	RCSD1	Q6JBY9
ENST00000331090	REC114	Q7Z4M0
ENST00000317905	RECQL5	O94762
ENST00000309042	REST	Q13127
ENST00000055077	RFC2	P35250
ENST00000546355	RFLNA	Q6ZTI6
ENST00000303088	RFXANK	O14593
ENST00000255476	RFXAP	O00287
ENST00000398146	RGPD2	P0DJD1
ENST00000408999	RGPD4	Q7Z3J3
ENST00000276500	RGS20	O76081
ENST00000371388	RHOXF2	Q9BQY4
ENST00000254260	RHPN2	Q8IUC4
ENST00000311320	RIN1	Q13671
ENST00000220751	RIPK2	O43353
ENST00000276173	RIPPLY1	Q0D2K3
ENST00000305943	RNF187	Q5TA31
ENST00000295704	RNF25	Q96BH1
ENST00000324685	RNF40	O75150
ENST00000297157	RP9	Q8TA86
ENST00000400017	RPGRIP1	Q96KN7
ENST00000311528	RPL13	P26373
ENST00000311549	RPL21	P46778
ENST00000370321	RPL5	P46777
ENST00000399022	RPRD1A	Q96P16
ENST00000396651	RPS8	P62241
ENST00000246792	RRAS	P10301
ENST00000291536	RSPH1	Q8WYR4
ENST00000404077	RSPH10B2	B2RC85
ENST00000372163	RSPH9	Q9H1X1
ENST00000360203	RTEL1	Q9NZ71
ENST00000319449	RUFY1	Q96T51
ENST00000270225	SAE1	Q9UBE0
ENST00000537592	SALL3	Q9BXA9
ENST00000379958	SAMD9	Q5K651
ENST00000417098	SATB2	Q9UPW6
ENST00000263071	SCARF1	Q14162
ENST00000270176	SCYL1	Q96KG9
ENST00000375499	SDHB	P21912
ENST00000293502	SDR9C7	Q8NEX9
ENST00000265175	SEC24B	O95487
ENST00000370345	SEC31B	Q9NQW1
ENST00000375807	SECISBP2	Q96T21
ENST00000559471	SECISBP2L	Q93073
ENST00000394610	SEPTIN6	Q14141
ENST00000332131	SETD4	Q9NVD3
