Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000100122	ENST00000647684	P53674	CRYBB1
ENSG00000083544	ENST00000377881	Q9H7E2	TDRD3
ENSG00000062598	ENST00000290246	Q96JJ3	ELMO2
ENSG00000102572	ENST00000539966	Q9Y6E0	STK24
ENSG00000101695	ENST00000217740	Q96EQ8	RNF125
ENSG00000100014	ENST00000314328	Q69YQ0	SPECC1L
ENSG00000032742	ENST00000351808	Q13099	IFT88
ENSG00000102445	ENST00000429979	Q9H714	RUBCNL
ENSG00000100024	ENST00000326010	Q9UBR1	UPB1
ENSG00000101447	ENST00000619850	Q9H4H8	FAM83D
ENSG00000100028	ENST00000215829	P62318	SNRPD3
ENSG00000004961	ENST00000380762	P53701	HCCS
ENSG00000124151	ENST00000371998	Q9Y6Q9	NCOA3
ENSG00000100030	ENST00000215832	P28482	MAPK1
ENSG00000120696	ENST00000379483	Q8WVZ9	KBTBD7
ENSG00000100330	ENST00000401950	Q13615	MTMR3
ENSG00000120662	ENST00000379480	O75570	MTRF1
ENSG00000102760	ENST00000379359	Q9H4X1	RGCC
ENSG00000091482	ENST00000379494	Q9UHP9	SMPX
ENSG00000102763	ENST00000379310	A3KMH1	VWA8
ENSG00000124126	ENST00000371941	Q8TCU6	PREX1
ENSG00000075643	ENST00000261326	Q96EN8	MOCOS
ENSG00000125249	ENST00000245304	P10114	RAP2A
ENSG00000121741	ENST00000610343	Q9UBW7	ZMYM2
ENSG00000125970	ENST00000246194	Q9UKM9	RALY
ENSG00000120158	ENST00000381750	Q9Y2P8	RCL1
ENSG00000044459	ENST00000380647	Q9NXG0	CNTLN
ENSG00000067082	ENST00000497571	Q99612	KLF6
ENSG00000100519	ENST00000445930	P62333	PSMC6
ENSG00000122692	ENST00000397149	Q2TAY7	SMU1
ENSG00000101132	ENST00000371419	Q9NQP4	PFDN4
ENSG00000073910	ENST00000542859	Q5TBA9	FRY
ENSG00000101182	ENST00000370873	O14818	PSMA7
ENSG00000104714	ENST00000262109	Q86X53	ERICH1
ENSG00000126778	ENST00000645694	Q15475	SIX1
ENSG00000100246	ENST00000216068	O96015	DNAL4
ENSG00000104081	ENST00000354670	Q96LC9	BMF
ENSG00000104228	ENST00000305364	Q9UPQ4	TRIM35
ENSG00000083642	ENST00000315596	Q9NTI5	PDS5B
ENSG00000100324	ENST00000216160	Q15750	TAB1
ENSG00000126790	ENST00000247194	Q96EM0	L3HYPDH
ENSG00000102786	ENST00000311234	Q9UL03	INTS6
ENSG00000100625	ENST00000216513	Q9UIU6	SIX4
ENSG00000107611	ENST00000377833	O60494	CUBN
ENSG00000100614	ENST00000395076	P35813	PPM1A
ENSG00000107614	ENST00000377799	O14717	TRDMT1
ENSG00000100612	ENST00000557185	Q9Y394	DHRS7
ENSG00000123171	ENST00000242819	Q6NSX1	CCDC70
ENSG00000101193	ENST00000266069	Q9NWU2	GID8
ENSG00000051180	ENST00000267868	Q06609	RAD51
ENSG00000107295	ENST00000380607	Q99962	SH3GL2
ENSG00000101365	ENST00000380843	O43837	IDH3B
ENSG00000086102	ENST00000379540	Q12986	NFX1
ENSG00000020426	ENST00000261245	P51948	MNAT1
ENSG00000125977	ENST00000374980	P20042	EIF2S2
ENSG00000119599	ENST00000358377	Q8WV16	DCAF4
ENSG00000107105	ENST00000397312	Q12926	ELAVL2
ENSG00000047230	ENST00000359276	Q9NRF8	CTPS2
ENSG00000102805	ENST00000377453	O75503	CLN5
ENSG00000005812	ENST00000355619	Q9UKT7	FBXL3
ENSG00000109606	ENST00000336812	O43143	DHX15
ENSG00000101134	ENST00000262593	Q9P104	DOK5
ENSG00000102218	ENST00000218340	O75695	RP2
ENSG00000020256	ENST00000216923	Q9NTW7	ZFP64
ENSG00000102098	ENST00000251900	Q9UQR0	SCML2
ENSG00000126785	ENST00000316754	Q9H4E5	RHOJ
ENSG00000100416	ENST00000645190	O75648	TRMU
ENSG00000101115	ENST00000217086	Q9UJQ4	SALL4
ENSG00000101079	ENST00000349004	Q9UGV2	NDRG3
ENSG00000015475	ENST00000622694	P55957	BID
ENSG00000104671	ENST00000221114	O00399	DCTN6
ENSG00000102043	ENST00000374852	Q96EF0	MTMR8
ENSG00000008086	ENST00000623535	O76039	CDKL5
ENSG00000087510	ENST00000201031	Q92754	TFAP2C
ENSG00000106511	ENST00000262041	P50222	MEOX2
ENSG00000101361	ENST00000329276	O00567	NOP56
ENSG00000095777	ENST00000642920	Q8NEV4	MYO3A
ENSG00000042317	ENST00000393545	Q9P0W8	SPATA7
ENSG00000043355	ENST00000376335	O95409	ZIC2
ENSG00000101096	ENST00000371564	Q13469	NFATC2
ENSG00000103126	ENST00000262320	O15169	AXIN1
ENSG00000099256	ENST00000320152	Q9NRG1	PRTFDC1
ENSG00000102710	ENST00000350612	Q8NEM7	SUPT20H
ENSG00000053770	ENST00000261558	Q9H0R1	AP5M1
ENSG00000109819	ENST00000264867	Q9UBK2	PPARGC1A
ENSG00000106733	ENST00000361092	Q9NWW6	NMRK1
ENSG00000103657	ENST00000443617	Q15751	HERC1
ENSG00000100403	ENST00000352645	Q9UGR2	ZC3H7B
ENSG00000100410	ENST00000216252	Q7RTV0	PHF5A
ENSG00000100413	ENST00000355209	Q9Y535	POLR3H
ENSG00000100650	ENST00000557154	Q13243	SRSF5
ENSG00000102221	ENST00000614628	Q92613	JADE3
ENSG00000100417	ENST00000216259	Q92871	PMM1
ENSG00000083223	ENST00000375963	Q5VYS8	TUT7
ENSG00000100418	ENST00000263256	Q6ICB0	DESI1
ENSG00000087842	ENST00000380420	O00625	PIR
ENSG00000107372	ENST00000376962	O76080	ZFAND5
ENSG00000072401	ENST00000373910	P51668	UBE2D1
ENSG00000087495	ENST00000371015	Q96KR7	PHACTR3
ENSG00000106399	ENST00000223129	P35244	RPA3
ENSG00000100138	ENST00000401959	P55769	SNU13
ENSG00000106392	ENST00000436587	Q9NS00	C1GALT1
ENSG00000100209	ENST00000216027	Q8IWL3	HSCB
ENSG00000104611	ENST00000265807	Q9H788	SH2D4A
ENSG00000093010	ENST00000361682	P21964	COMT
ENSG00000006747	ENST00000297029	Q9Y6U3	SCIN
ENSG00000099889	ENST00000263207	O00192	ARVCF
ENSG00000109171	ENST00000264313	Q9P270	SLAIN2
ENSG00000112699	ENST00000380815	O60547	GMDS
ENSG00000112685	ENST00000230449	Q96KP1	EXOC2
ENSG00000102316	ENST00000375068	Q9UNF1	MAGED2
ENSG00000102349	ENST00000468660	O95600	KLF8
ENSG00000122644	ENST00000651779	P40617	ARL4A
ENSG00000120699	ENST00000389704	Q96B26	EXOSC8
ENSG00000077327	ENST00000376624	O75602	SPAG6
ENSG00000025293	ENST00000374012	Q9BVI0	PHF20
ENSG00000106066	ENST00000265394	Q9H3G5	CPVL
ENSG00000002587	ENST00000002596	O14792	HS3ST1
ENSG00000120658	ENST00000690772	Q8TC92	ENOX1
ENSG00000103199	ENST00000219478	O60304	ZNF500
ENSG00000100084	ENST00000263208	P54198	HIRA
ENSG00000105963	ENST00000265846	O75689	ADAP1
ENSG00000124232	ENST00000343694	Q9UBG7	RBPJL
ENSG00000070778	ENST00000556564	Q16825	PTPN21
ENSG00000112273	ENST00000510882	Q5TGJ6	HDGFL1
ENSG00000124787	ENST00000380051	O75818	RPP40
ENSG00000070010	ENST00000263202	Q92890	UFD1
ENSG00000124251	ENST00000372726	Q9Y2B4	TP53TG5
ENSG00000104679	ENST00000265806	Q9Y3T6	R3HCC1
ENSG00000104722	ENST00000221166	P07197	NEFM
ENSG00000087302	ENST00000261700	Q9Y224	RTRAF
ENSG00000124795	ENST00000652689	P35659	DEK
ENSG00000060339	ENST00000265872	Q8IX12	CCAR1
ENSG00000099812	ENST00000215582	Q8IVT2	MISP
ENSG00000101158	ENST00000652272	Q8IXH7	NELFCD
ENSG00000093009	ENST00000263201	O75419	CDC45
ENSG00000091656	ENST00000651372	Q86UP3	ZFHX4
ENSG00000005339	ENST00000262367	Q92793	CREBBP
ENSG00000105928	ENST00000645220	O60443	GSDME
ENSG00000047621	ENST00000261250	Q9NQ89	C12orf4
ENSG00000005810	ENST00000544440	O75592	MYCBP2
ENSG00000104442	ENST00000276569	Q9NVT9	ARMC1
ENSG00000100629	ENST00000555265	Q6ZU80	CEP128
ENSG00000008083	ENST00000341776	Q92833	JARID2
ENSG00000101162	ENST00000217133	Q9H4B7	TUBB1
ENSG00000094841	ENST00000373383	Q96BW1	UPRT
ENSG00000124172	ENST00000243997	P56381	ATP5F1E
ENSG00000070882	ENST00000313367	Q9H4L5	OSBPL3
ENSG00000101166	ENST00000355937	Q9Y3B1	PRELID3B
ENSG00000121390	ENST00000338910	Q8WXF1	PSPC1
ENSG00000116017	ENST00000263620	Q99856	ARID3A
ENSG00000076641	ENST00000220597	Q9NWQ8	PAG1
ENSG00000125975	ENST00000444723	Q96LM9	C20orf173
ENSG00000119547	ENST00000491143	O95948	ONECUT2
ENSG00000102796	ENST00000444610	A0PJE2	DHRS12
ENSG00000064932	ENST00000361757	Q9Y2G9	SBNO2
ENSG00000103599	ENST00000335894	Q86VS3	IQCH
ENSG00000124120	ENST00000262605	Q9BTX7	TTPAL
ENSG00000112183	ENST00000379052	Q9BX46	RBM24
ENSG00000119318	ENST00000358015	P54727	RAD23B
ENSG00000080823	ENST00000361847	Q9UQ07	MOK
ENSG00000076344	ENST00000397770	O94810	RGS11
ENSG00000122952	ENST00000373944	O95229	ZWINT
ENSG00000064666	ENST00000263097	Q99439	CNN2
ENSG00000101342	ENST00000217320	A0PJX2	TLDC2
ENSG00000124429	ENST00000262753	Q8WVV4	POF1B
ENSG00000124766	ENST00000244745	Q06945	SOX4
ENSG00000102271	ENST00000373119	Q9C0H6	KLHL4
ENSG00000122359	ENST00000422982	P50995	ANXA11
ENSG00000124193	ENST00000244020	Q13247	SRSF6
ENSG00000101052	ENST00000373030	Q9Y366	IFT52
ENSG00000101057	ENST00000217026	P10244	MYBL2
ENSG00000099864	ENST00000338448	O75781	PALM
ENSG00000122824	ENST00000356450	Q8NFP7	NUDT10
ENSG00000102390	ENST00000373358	Q9BVG4	PBDC1
ENSG00000124196	ENST00000373003	Q9H1H1	GTSF1L
ENSG00000122145	ENST00000373296	Q9Y458	TBX22
ENSG00000125821	ENST00000377452	Q8TEA8	DTD1
ENSG00000107789	ENST00000371996	Q9UNW1	MINPP1
ENSG00000108064	ENST00000487519	Q00059	TFAM
ENSG00000100764	ENST00000261303	P62191	PSMC1
ENSG00000102858	ENST00000262370	O60291	MGRN1
ENSG00000088756	ENST00000383472	Q9P2N2	ARHGAP28
ENSG00000011132	ENST00000316757	O96018	APBA3
ENSG00000122550	ENST00000339077	Q8IXQ5	KLHL7
ENSG00000066739	ENST00000359933	Q96BY7	ATG2B
ENSG00000047648	ENST00000337414	O43182	ARHGAP6
ENSG00000078902	ENST00000317204	Q9H0E2	TOLLIP
ENSG00000105289	ENST00000541714	O95049	TJP3
ENSG00000040341	ENST00000524300	Q9NUL3	STAU2
ENSG00000109787	ENST00000261438	P57682	KLF3
ENSG00000078725	ENST00000265922	O60477	BRINP1
ENSG00000100784	ENST00000614987	O75582	RPS6KA5
ENSG00000106546	ENST00000242057	P35869	AHR
ENSG00000101098	ENST00000372851	Q9H426	RIMS4
ENSG00000101844	ENST00000372232	Q8WYN0	ATG4A
ENSG00000111196	ENST00000320756	Q96A72	MAGOHB
ENSG00000122691	ENST00000242261	Q15672	TWIST1
ENSG00000107771	ENST00000372088	Q9H7U1	CCSER2
ENSG00000101197	ENST00000217169	Q96CA5	BIRC7
ENSG00000103528	ENST00000355377	Q9BSW7	SYT17
ENSG00000106100	ENST00000222823	Q9Y239	NOD1
ENSG00000088808	ENST00000202556	Q96KQ4	PPP1R13B
ENSG00000074657	ENST00000591808	Q9HCE3	ZNF532
ENSG00000105866	ENST00000222584	Q02446	SP4
ENSG00000101199	ENST00000370283	Q8N6T3	ARFGAP1
ENSG00000122254	ENST00000261374	Q9Y278	HS3ST2
ENSG00000060138	ENST00000228251	P16989	YBX3
ENSG00000101843	ENST00000217958	O75832	PSMD10
ENSG00000086061	ENST00000330899	P31689	DNAJA1
ENSG00000107551	ENST00000340258	Q9H2L5	RASSF4
ENSG00000069509	ENST00000378045	Q8IVP5	FUNDC1
ENSG00000090905	ENST00000395799	Q8NDV7	TNRC6A
ENSG00000035720	ENST00000265404	Q9ULZ2	STAP1
ENSG00000031823	ENST00000340578	Q9H6Z4	RANBP3
ENSG00000127084	ENST00000375482	Q5JSP0	FGD3
ENSG00000077420	ENST00000376236	Q7Z5R6	APBB1IP
ENSG00000054598	ENST00000645831	Q12948	FOXC1
ENSG00000102055	ENST00000378131	O14990	PPP1R2C
ENSG00000100162	ENST00000215980	Q9NSP4	CENPM
ENSG00000048471	ENST00000566228	Q8TEQ0	SNX29
ENSG00000074211	ENST00000382599	Q9Y2T4	PPP2R2C
ENSG00000058600	ENST00000299853	Q9NVU0	POLR3E
ENSG00000007944	ENST00000356840	Q8WY64	MYLIP
ENSG00000125676	ENST00000245838	Q8NI27	THOC2
ENSG00000070950	ENST00000264926	Q9NS91	RAD18
ENSG00000124784	ENST00000379834	Q9BRS2	RIOK1
ENSG00000119509	ENST00000262457	Q9Y283	INVS
ENSG00000100281	ENST00000216106	Q9UGU5	HMGXB4
ENSG00000119541	ENST00000238497	O75351	VPS4B
ENSG00000041357	ENST00000044462	P25789	PSMA4
ENSG00000112078	ENST00000373731	Q7Z5Y7	KCTD20
ENSG00000125863	ENST00000347364	Q9NPJ1	MKKS
ENSG00000004660	ENST00000348335	Q8N5S9	CAMKK1
ENSG00000125534	ENST00000370179	Q9H3Y8	PPDPF
ENSG00000105248	ENST00000262962	Q9BW85	YJU2
ENSG00000100600	ENST00000334869	Q99538	LGMN
ENSG00000100297	ENST00000216122	P33992	MCM5
ENSG00000101213	ENST00000542869	Q13882	PTK6
ENSG00000125531	ENST00000370097	Q9BVV2	FNDC11
ENSG00000060558	ENST00000262958	P30679	GNA15
ENSG00000088356	ENST00000202017	Q9NUG6	PDRG1
ENSG00000101331	ENST00000452892	Q9NUG4	CCM2L
ENSG00000126003	ENST00000246229	Q9UPG8	PLAGL2
ENSG00000101367	ENST00000375571	Q15691	MAPRE1
ENSG00000126005	ENST00000456790	A0A0U1RRL7	MMP24OS
ENSG00000102021	ENST00000371920	Q9P127	LUZP4
ENSG00000125998	ENST00000374408	Q9BQN1	FAM83C
ENSG00000046774	ENST00000247452	Q9UBF1	MAGEC2
ENSG00000112079	ENST00000229812	Q15208	STK38
ENSG00000102241	ENST00000218364	O43719	HTATSF1
ENSG00000090061	ENST00000389879	O75909	CCNK
ENSG00000035681	ENST00000038176	Q92636	NSMAF
ENSG00000065491	ENST00000373491	Q9NU19	TBC1D22B
ENSG00000089289	ENST00000356413	P78318	IGBP1
ENSG00000067365	ENST00000381920	Q9BUU2	METTL22
ENSG00000101654	ENST00000383314	O43148	RNMT
ENSG00000112130	ENST00000373479	O76064	RNF8
ENSG00000111701	ENST00000229304	P41238	APOBEC1
ENSG00000002746	ENST00000395891	Q76N89	HECW1
ENSG00000105519	ENST00000588776	Q13938	CAPS
ENSG00000031691	ENST00000335783	Q7L2Z9	CENPQ
ENSG00000124813	ENST00000647337	Q13950	RUNX2
ENSG00000104356	ENST00000401707	Q99575	POP1
ENSG00000100865	ENST00000216756	Q9BW66	CINP
ENSG00000103485	ENST00000395384	Q15274	QPRT
ENSG00000100298	ENST00000442487	Q6NTF7	APOBEC3H
ENSG00000101608	ENST00000217652	P19105	MYL12A
ENSG00000100987	ENST00000376709	Q9NZR4	VSX1
ENSG00000102910	ENST00000285737	Q86WA8	LONP2
ENSG00000118680	ENST00000237500	O14950	MYL12B
ENSG00000106723	ENST00000375859	Q9Y657	SPIN1
ENSG00000101335	ENST00000279022	P24844	MYL9
ENSG00000010404	ENST00000340855	P22304	IDS
ENSG00000121691	ENST00000241052	P04040	CAT
ENSG00000118707	ENST00000373872	Q9GZN2	TGIF2
ENSG00000100142	ENST00000442738	P61218	POLR2F
ENSG00000120963	ENST00000311212	Q9Y5V0	ZNF706
ENSG00000074356	ENST00000389005	Q53F19	NCBP3
ENSG00000101082	ENST00000262866	Q9H6Q3	SLA2
ENSG00000042088	ENST00000335725	Q9NUW8	TDP1
ENSG00000125901	ENST00000380325	Q9BYN8	MRPS26
ENSG00000100151	ENST00000356976	Q9NRD5	PICK1
ENSG00000102921	ENST00000262384	O75113	N4BP1
ENSG00000114166	ENST00000263754	Q92831	KAT2B
ENSG00000125877	ENST00000380113	Q9BY32	ITPA
ENSG00000107864	ENST00000265997	Q8NE35	CPEB3
ENSG00000109046	ENST00000262394	Q9Y6I7	WSB1
ENSG00000073067	ENST00000308919	Q8TAV3	CYP2W1
ENSG00000120694	ENST00000320027	Q92598	HSPH1
ENSG00000093217	ENST00000207870	O75191	XYLB
ENSG00000060982	ENST00000261192	P54687	BCAT1
ENSG00000125968	ENST00000376112	P41134	ID1
ENSG00000065615	ENST00000369681	Q7L1T6	CYB5R4
ENSG00000088325	ENST00000300403	Q9ULW0	TPX2
ENSG00000065833	ENST00000369705	P48163	ME1
ENSG00000100023	ENST00000398831	Q13356	PPIL2
ENSG00000081014	ENST00000261842	Q9UPM8	AP4E1
ENSG00000122870	ENST00000373886	Q9H694	BICC1
ENSG00000105278	ENST00000262961	Q9UPR6	ZFR2
ENSG00000057657	ENST00000369096	O75626	PRDM1
ENSG00000109851	ENST00000524983	A6NMT0	DBX1
ENSG00000101306	ENST00000375985	Q9H1R3	MYLK2
ENSG00000100744	ENST00000555181	Q9P0R6	GSKIP
ENSG00000078053	ENST00000356264	P49418	AMPH
ENSG00000088256	ENST00000078429	P29992	GNA11
ENSG00000111713	ENST00000261195	P54840	GYS2
ENSG00000100027	ENST00000339468	O60688	YPEL1
ENSG00000088970	ENST00000619189	Q2M2Z5	KIZ
ENSG00000107447	ENST00000371174	P04053	DNTT
ENSG00000105549	ENST00000342640	Q9P2T0	SPMAP2
ENSG00000126522	ENST00000304874	P04424	ASL
ENSG00000099910	ENST00000328879	Q53GT1	KLHL22
ENSG00000007264	ENST00000310132	P42679	MATK
ENSG00000108578	ENST00000261714	Q13867	BLMH
ENSG00000125850	ENST00000278780	Q9BRP0	OVOL2
ENSG00000104267	ENST00000285379	P00918	CA2
ENSG00000112081	ENST00000373715	P84103	SRSF3
ENSG00000099974	ENST00000215770	A6NHG4	DDTL
ENSG00000125871	ENST00000377710	Q9BQP7	MGME1
ENSG00000099991	ENST00000263119	Q9Y6J0	CABIN1
ENSG00000118407	ENST00000237172	Q7Z7B0	FILIP1
ENSG00000125818	ENST00000335877	Q92530	PSMF1
ENSG00000122299	ENST00000355758	Q8IWR0	ZC3H7A
ENSG00000119487	ENST00000265960	Q9BPZ7	MAPKAP1
ENSG00000126653	ENST00000247026	Q9H0G5	NSRP1
ENSG00000126226	ENST00000337344	Q5JVF3	PCID2
ENSG00000102243	ENST00000370634	Q99990	VGLL1
ENSG00000005700	ENST00000306270	Q9P2D0	IBTK
ENSG00000125775	ENST00000360779	Q9H190	SDCBP2
ENSG00000106524	ENST00000306999	Q8IV38	ANKMY2
ENSG00000124104	ENST00000491381	Q969T3	SNX21
ENSG00000033178	ENST00000322244	A0AVT1	UBA6
ENSG00000119471	ENST00000398805	Q6YN16	HSDL2
ENSG00000006125	ENST00000610402	P63010	AP2B1
ENSG00000100276	ENST00000216101	Q92737	RASL10A
ENSG00000100285	ENST00000310624	P12036	NEFH
ENSG00000100982	ENST00000372409	Q9H4Z3	PCIF1
ENSG00000100296	ENST00000490103	Q13769	THOC5
ENSG00000065989	ENST00000380702	P27815	PDE4A
ENSG00000007545	ENST00000397412	Q96RY5	CRAMP1
ENSG00000105401	ENST00000222005	Q16543	CDC37
ENSG00000111860	ENST00000368491	Q5SZL2	CEP85L
ENSG00000126217	ENST00000535094	O15068	MCF2L
ENSG00000111224	ENST00000228820	Q9NR21	PARP11
ENSG00000123136	ENST00000242776	O00148	DDX39A
ENSG00000050730	ENST00000057513	Q96KP6	TNIP3
ENSG00000070159	ENST00000374541	P26045	PTPN3
ENSG00000106070	ENST00000401949	Q13322	GRB10
ENSG00000125967	ENST00000246190	Q96P71	NECAB3
ENSG00000067177	ENST00000373542	P46020	PHKA1
ENSG00000103460	ENST00000219746	O15405	TOX3
ENSG00000100319	ENST00000344318	Q9UDW3	ZMAT5
ENSG00000023697	ENST00000428559	Q9Y315	DERA
ENSG00000008196	ENST00000393655	Q92481	TFAP2B
ENSG00000121380	ENST00000308721	Q9BZR8	BCL2L14
ENSG00000034239	ENST00000262103	Q9HAE3	CLXN
ENSG00000114353	ENST00000313601	P04899	GNAI2
ENSG00000099992	ENST00000215790	Q9BXI6	TBC1D10A
ENSG00000105137	ENST00000342784	Q6ZW31	SYDE1
ENSG00000111912	ENST00000392477	Q8NI08	NCOA7
ENSG00000101412	ENST00000343380	Q01094	E2F1
ENSG00000099995	ENST00000215793	Q15459	SF3A1
ENSG00000112305	ENST00000370455	Q8IYB5	SMAP1
ENSG00000101421	ENST00000217402	Q9H444	CHMP4B
ENSG00000005156	ENST00000378526	P49916	LIG3
ENSG00000110048	ENST00000263847	P22059	OSBP
ENSG00000023734	ENST00000419869	Q9Y3F4	STRAP
ENSG00000100461	ENST00000359890	Q86U06	RBM23
ENSG00000100003	ENST00000615189	O76054	SEC14L2
ENSG00000005020	ENST00000345317	O75563	SKAP2
ENSG00000118557	ENST00000237353	Q8TBY8	PMFBP1
ENSG00000008056	ENST00000295987	P17600	SYN1
ENSG00000110442	ENST00000263401	Q9P000	COMMD9
ENSG00000104517	ENST00000520539	O95071	UBR5
ENSG00000064102	ENST00000261191	Q9NVM9	INTS13
ENSG00000114349	ENST00000232461	P11488	GNAT1
ENSG00000072422	ENST00000337910	O94844	RHOBTB1
ENSG00000089006	ENST00000377759	Q9Y5X3	SNX5
ENSG00000126767	ENST00000376983	P19419	ELK1
ENSG00000112701	ENST00000447266	Q9GZR1	SENP6
ENSG00000120029	ENST00000370033	Q5T2E6	ARMH3
ENSG00000123159	ENST00000393033	O14908	GIPC1
ENSG00000100012	ENST00000215812	Q9UDX4	SEC14L3
ENSG00000095596	ENST00000224356	O43174	CYP26A1
ENSG00000107290	ENST00000224140	Q7Z333	SETX
ENSG00000101349	ENST00000353224	Q9P286	PAK5
ENSG00000106605	ENST00000265523	P53004	BLVRA
ENSG00000100462	ENST00000324366	O14744	PRMT5
ENSG00000109911	ENST00000640961	Q96EB1	ELP4
ENSG00000112234	ENST00000369244	Q9UKA2	FBXL4
ENSG00000125888	ENST00000246090	Q9H503	BANF2
ENSG00000111704	ENST00000229307	Q9H9S0	NANOG
ENSG00000101160	ENST00000217131	Q9UBR2	CTSZ
ENSG00000088682	ENST00000262507	O75208	COQ9
ENSG00000118690	ENST00000392644	Q8NEN0	ARMC2
ENSG00000104129	ENST00000220496	Q9NVM6	DNAJC17
ENSG00000085382	ENST00000262903	Q8IYU2	HACE1
ENSG00000070761	ENST00000262498	Q9Y6A4	CFAP20
ENSG00000120051	ENST00000369704	Q5T655	CFAP58
ENSG00000100029	ENST00000354694	O00541	PES1
ENSG00000108100	ENST00000374704	Q8ND76	CCNY
ENSG00000104313	ENST00000340726	Q99502	EYA1
ENSG00000101265	ENST00000379400	P50749	RASSF2
ENSG00000112773	ENST00000320172	Q96IP4	TENT5A
ENSG00000050820	ENST00000162330	P56945	BCAR1
ENSG00000037637	ENST00000375592	Q6P3S6	FBXO42
ENSG00000084754	ENST00000380649	P40939	HADHA
ENSG00000114383	ENST00000232496	O75896	TUSC2
ENSG00000071859	ENST00000393600	Q14320	FAM50A
ENSG00000102466	ENST00000376143	Q92915	FGF14
ENSG00000111879	ENST00000338891	Q8NB25	FAM184A
ENSG00000122507	ENST00000242067	Q3SYG4	BBS9
ENSG00000107560	ENST00000355624	Q7L804	RAB11FIP2
ENSG00000065154	ENST00000368845	P04181	OAT
ENSG00000125995	ENST00000374077	P60602	ROMO1
ENSG00000102178	ENST00000369660	P11441	UBL4A
